name,album,artist,id,release_date,popularity,duration_ms,tempo,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,key,mode,time_signature
Gallan 4,Gallan 4,Talwiinder,1SPuc7uit9YBlua4eaVz06,2020-06-13,60,60000,104.16666666666669,0.001120690859346,0.1394786760131532,1.0,0.0,1.0,-18.99683380126953,0.1048980057239532,0.1786428720614774,1,0,7
Tu Kisi Rail Si,Masaan (Original Motion Picture Soundtrack),Swanand Kirkire,38GXsI5NhQGQnZpibjwXOV,2015-06-07,52,60000,106.13207547169812,0.0019204743180788,0.1336789258298524,1.0,0.0,1.0,-18.92740821838379,0.0892746523022651,0.2155345014913482,0,1,7
Mann Kasturi,Masaan (Original Motion Picture Soundtrack),"Rahul Ram, Amit Kilam, Himanshu Joshi",1azBh5Mmv7p01LNM3iZhn9,2015-06-07,40,60000,160.71428571428572,0.0017523924663283,0.1480301071476182,1.0,0.0,1.0,-19.938098907470703,0.0924295932054519,0.233313819599604,4,1,7
Bhor,Masaan (Original Motion Picture Soundtrack),"Amit Kilam, Rahul Ram, Himanshu Joshi",3iowN1A1448L5c5LQQDFAu,2015-06-07,27,60000,86.53846153846153,0.0017493534156149,0.1243294594849804,1.0,0.0,1.0,-19.94735145568848,0.0906136110424995,0.0867314039377518,2,1,7
Divya Drishti,Divya Drishti,DeeVoy Singh,0mMnlAcXcR8t7nfviPQNXM,2023-01-30,49,60000,80.35714285714286,0.0010970582975845,0.268549046141797,1.0,0.0,1.0,-17.555782318115234,0.0947670266032219,0.3102232760440019,8,0,7
Moh Moh Ke Dhaage (Male),Dum Laga Ke Haisha,"Anu Malik, Papon, Varun Grover",189DQylImZ1hGZaIpAQUzx,2015-02-09,63,60000,127.8409090909091,0.0013376269448721,0.117980761753466,1.0,0.0,1.0,-19.994197845458984,0.1047271415591239,0.224511936345066,2,1,7
Dum Laga Ke Haisha,Dum Laga Ke Haisha,"Anu Malik, Kailash Kher, Jyoti Nooran, Sultana Nooran, Varun Grover",35Z7usETYRH2c5Q2Zl6WKi,2015-02-09,28,60000,95.33898305084746,0.0013529258176238,0.1470971132909705,1.0,0.0023567334283143,1.0,-19.84334754943848,0.0941001698374748,0.1923647531491496,2,1,7
Tu,Dum Laga Ke Haisha,"Anu Malik, Kumar Sanu, Varun Grover",7EESm5R7fCSZLNIYdegSUu,2015-02-09,32,60000,110.29411764705884,0.0011955275940212,0.3003788909749377,1.0,0.0,1.0,-18.68264579772949,0.093562476336956,0.3230490736076524,8,0,7
Sunder Susheel,Dum Laga Ke Haisha,"Anu Malik, Malini Awasthi, Rahul Ram, Varun Grover",2KjHequpO6ojD0RBn0rtAD,2015-02-09,26,60000,119.6808510638298,0.0008987037782783,0.2611124341783682,1.0,0.0,1.0,-18.070281982421875,0.0926420986652374,0.2847399975607886,9,1,7
Dard Karaara,Dum Laga Ke Haisha,"Anu Malik, Kumar Sanu, Sadhana Sargam, Varun Grover",3VkPeb5ZIGkGkb9Uhvo0Ba,2015-02-09,51,60000,110.29411764705884,0.0012570026758688,0.2736718333407394,1.0,0.0,1.0,-18.72462272644043,0.0870668962597847,0.2872154462683015,5,1,7
Moh Moh Ke Dhaage (Female),Dum Laga Ke Haisha,"Anu Malik, Monali Thakur, Varun Grover",7uubRr0u9Zxc1Y84hEn7Xf,2015-02-09,64,60000,127.8409090909091,0.0015086327920278,0.135506291936989,1.0,0.0,1.0,-12.76797580718994,0.1053023934364318,0.2108876812822447,2,1,7
Prem's Theme,Dum Laga Ke Haisha,"Anu Malik, Papon, Varun Grover",2tjWIA5GzgxOLwa89cSTZF,2015-02-09,47,60000,95.33898305084746,0.0013529258176238,0.1470971132909705,1.0,0.0023567334283143,1.0,-19.84334754943848,0.0941001698374748,0.1923647531491496,2,1,7
"Oh My Baby (From ""Guntur Kaaram"")(Telugu)","Oh My Baby (From ""Guntur Kaaram"")(Telugu)","Thaman S, Shilpa Rao, Saraswati Putra Ramajogayya Sastry",0yR49HoYJsJ27ey9rrtKql,2023-12-11,69,60000,114.79591836734694,0.0013194177869359,0.1642902372911482,1.0,0.0626531913876533,1.0,-13.52565097808838,0.103822223842144,0.2604877880896735,0,1,7
Bezubaan,Piku (Original Motion Picture Soundtrack),Anupam Roy,4w2fUXFWkhHTAS0eqIh2HC,2018-08-13,44,60000,156.25,0.0016822433638256,0.1548787160060433,0.7326763868331909,0.0081846704706549,1.0,-24.563833236694336,0.1016349643468856,0.1647824580136755,2,1,7
Journey Song,Piku (Original Motion Picture Soundtrack),"Shreya Ghoshal, Anupam Roy",3YCQF1AzAu54fHqVOQwnqh,2018-08-13,46,60000,110.29411764705884,0.0014931503364182,0.2258370213350959,1.0,0.0,1.0,-20.025299072265625,0.094211645424366,0.2382038815545348,2,1,7
Lamhe Guzar Gaye,Piku (Original Motion Picture Soundtrack),Anupam Roy,1WyDsDIur4eEc66vERNwf2,2018-08-13,38,60000,95.33898305084746,0.0011732739310379,0.1383013679512531,1.0,0.0,1.0,-17.595033645629883,0.0793335661292076,0.1608381711791212,10,0,7
Piku,Piku (Original Motion Picture Soundtrack),Sunidhi Chauhan,2Q2RhtlS2bKKASyCJGgcyU,2018-08-13,34,60000,95.33898305084746,0.0012363971890281,0.2654397898706896,1.0,0.0,1.0,-19.917137145996094,0.0925899595022201,0.2921328715499266,4,1,7
Teri Meri Baatein,Piku (Original Motion Picture Soundtrack),Anupam Roy,6G2Q35kv27ECFusR7lkheV,2018-08-13,41,60000,100.44642857142856,0.0014002972337457,0.1385591346260664,1.0,0.0,1.0,-16.483108520507812,0.0892568826675415,0.2218200088432486,7,1,7
Prem Leela,Prem Ratan Dhan Payo,"Aaman Trikha, Vineet Singh",6FTqvd2GAJp2msi9QmeUl3,2015-10-10,45,60000,137.1951219512195,0.0010244216666197,0.3231053194709829,1.0,0.0772048830986023,1.0,-14.553089141845703,0.0925043523311615,0.2833664118310002,4,1,7
Prem Ratan Dhan Payo,Prem Ratan Dhan Payo,Palak Muchhal,5HGXuAy0YA1GBRkAny0cvV,2015-10-10,52,60000,96.98275862068964,0.001745569583591,0.1767897512664415,1.0,0.0086872763931751,1.0,-21.117521286010746,0.1016750410199165,0.2264567803318977,6,0,7
Jalte Diye,Prem Ratan Dhan Payo,"Anweshaa, Vineet Singh, Harshdeep Kaur, Shabab Sabri",28Rpdw01WjsAKer8ZuEwo6,2015-10-10,58,60000,127.8409090909091,0.0017457649442457,0.13750506854337,1.0,0.1049052700400352,1.0,-15.91257381439209,0.1089520528912544,0.1765614030565181,1,0,7
Aaj Unse Milna Hai,Prem Ratan Dhan Payo,Shaan,1mO3ptpbb0XzTNIhp8CJ3D,2015-10-10,53,60000,160.71428571428572,0.0014343268729331,0.1951432592539104,1.0,0.0182058420032262,1.0,-14.847044944763184,0.0947081446647644,0.196416184754824,9,1,7
Jab Tum Chaho,Prem Ratan Dhan Payo,"Mohammed Irfan, Darshan Raval, Palak Muchhal",2BXZng8ZV3cgJu4qSZrd0i,2015-10-10,46,60000,117.1875,0.0007123624561792,0.2648118633076342,1.0,0.2428351640701294,1.0,-15.649373054504396,0.0990047827363014,0.2387295226651063,9,1,7
Halo Re,Prem Ratan Dhan Payo,Aaman Trikha,6mnUpjKulTzkBxVRqd0Dk6,2015-10-10,36,60000,119.6808510638298,0.0011484661608728,0.2041481687977692,1.0,0.0,1.0,-15.077625274658203,0.0969012156128883,0.3219062015964828,0,1,7
Tod Tadaiyya,Prem Ratan Dhan Payo,"Neeraj Shridhar, Neeti Mohan",2vEfy5L3jVcfjPQ3P5iyL5,2015-10-10,35,60000,119.6808510638298,0.0009180032620858,0.176995877816166,1.0,0.0455753393471241,1.0,-14.666893005371094,0.0955875515937805,0.2179081574437252,0,1,7
Bachpan Kahan?,Prem Ratan Dhan Payo,Himesh Reshammiya,0MruCy4UWANu1r8ckmF4AR,2015-10-10,39,60000,152.02702702702703,0.0013589439795624,0.1595337044247689,1.0,0.0129919126629829,1.0,-17.17833709716797,0.0909763649106025,0.142481791209941,7,1,7
Murli Ki Taanon Si,Prem Ratan Dhan Payo,Shaan,40gUlBzJSQdS9lxiJhlz4W,2015-10-10,49,60000,57.98969072164948,0.0013466198342972,0.2446045182245378,1.0,0.0278641283512115,1.0,-16.93008804321289,0.0962291955947876,0.2570605168234623,9,1,7
Aaj Unse Kehna Hai,Prem Ratan Dhan Payo,"Aishwarya Majmudar, Palak Muchhal, Shaan",7n2DyeNxRPjl7Rdd2zIhdM,2015-10-10,43,60000,112.5,0.0013488478921337,0.3518753784049502,1.0,0.2580236792564392,1.0,-20.73318672180176,0.1001206412911415,0.3016632664951876,11,1,7
Mai Ri Mai,Parched,"Neeti Mohan, Harshdeep Kaur",3mPNGihFdcwvJW9sRaN9uG,2016-09-20,25,60000,119.6808510638298,0.0007762049955978,0.0967388783660682,1.0,0.0,1.0,-23.93052673339844,0.1002235859632492,0.0963410030987023,2,1,7
Bhookamp,Parched,"Kalpana Patowary, Alamgir Khan, Swanand Kirkire",683CdKfdK3vhKzjnqhf2ez,2016-09-20,7,60000,68.59756097560975,0.0010078242324195,0.2630808342405794,1.0,0.0705050155520439,1.0,-18.656227111816406,0.0977121740579605,0.2835890736414295,7,1,7
Kachhuva,Parched,Neeti Mohan,7BkRMsLvK2puLYnayo7wBe,2016-09-20,1,60000,175.78125,0.0018353509188818,0.2843374719494312,1.0,0.0229675788432359,1.0,-20.80850982666016,0.1029948443174362,0.2362025255792668,1,0,7
Baisaa,Parched,Gazi Khan Barna,69JkSVFsJyEzCxhfLWBqed,2016-09-20,29,60000,119.6808510638298,0.0009732855288136,0.2779770575508798,1.0,0.0216241925954818,1.0,-20.628398895263672,0.0967691168189048,0.2997713675030854,11,1,7
Hichki,Parched,"Chanan Khan, Gazi Khan Barna",3TzpbUTNXEszSyWa5oa7jm,2016-09-20,9,60000,144.23076923076923,0.0010896240874665,0.2046129299235691,1.0,0.0132342455908656,1.0,-17.12188720703125,0.1007743626832962,0.1901365329071102,6,0,7
Teri Meri Kahaani,Gabbar Is Back (Original Motion Picture Soundtrack),"Palak Muchhal, Arijit Singh",4gALQzXkEYPdAlIGCXwHnJ,2018-08-13,64,60000,110.29411764705884,0.0012499835549012,0.1976376074808922,1.0,0.0,1.0,-16.916000366210938,0.0936743170022964,0.2952570951947795,3,0,7
Aao Raja,Gabbar Is Back (Original Motion Picture Soundtrack),"Neha Kakkar, Yo Yo Honey Singh",57fYO0yayficrMDlCjsihN,2018-08-13,45,60000,114.79591836734694,0.0013055580927957,0.2817550317443565,1.0,0.0,1.0,-15.795575141906738,0.0851055532693862,0.2761935602466381,4,1,7
Coffee Peetey Peetey,Gabbar Is Back (Original Motion Picture Soundtrack),"Paroma Dasgupta, Dev Negi",6BftJTNJIQoRTxIra30eqU,2018-08-13,37,60000,117.1875,0.0012275648057549,0.2644286849004621,1.0,0.0,1.0,-18.072954177856445,0.0872015878558158,0.200599735149669,6,0,7
Warna Gabbar Aa Jayega,Gabbar Is Back (Original Motion Picture Soundtrack),"Manj Musik, Raftaar",13RsYaZHfHP9jDdtd5QTK4,2018-08-13,28,60000,133.92857142857142,0.0009099450330523,0.4643749097382688,1.0,0.076668806374073,1.0,-17.84671974182129,0.0832415595650672,0.3205293122926193,8,0,7
Teri Meri Kahaani - Remix,Gabbar Is Back (Original Motion Picture Soundtrack),"Arijit Singh, Palak Muchhal",2BbrWQs2zo02cOYeClN6aS,2018-08-13,26,60000,144.23076923076923,0.0013042879406388,0.16153682053746,1.0,6.462133023887873e-05,1.0,-19.717164993286133,0.0893815904855728,0.1736214830688683,3,0,7
Teri Meri Kahaani - Palak Muchhal Version,Gabbar Is Back (Original Motion Picture Soundtrack),Palak Muchhal,6uEbvt1WwnR5k7qtS2Qru7,2018-08-13,30,60000,92.21311475409836,0.0016027238720182,0.2194796445909616,1.0,0.0355626828968524,1.0,-18.963563919067383,0.0951699540019035,0.2409973659111833,10,0,7
Dusokute,Margarita With A Straw (Original Motion Picture Soundtrack),Joi Barua,7vZLa8HpsItugPkWQr8LQk,2018-08-13,9,60000,140.625,0.0011523005635155,0.294595196964984,1.0,0.0,1.0,-16.428678512573242,0.0813168957829475,0.3983146642392753,6,0,7
Foreign Balamwa,Margarita With A Straw (Original Motion Picture Soundtrack),Sonu Kakkar,04pBppMduI9nancRiTk5cJ,2018-08-13,4,60000,59.840425531914896,0.0010178587843958,0.547646998172547,1.0,0.0,1.0,-12.080686569213867,0.0910277515649795,0.4534906790294383,0,1,7
Choone Chali Aasman,Margarita With A Straw (Original Motion Picture Soundtrack),Rachel Varghese,3yDiVMo7jPVyB221IXT1y2,2018-08-13,5,60000,125.0,0.0010278752190245,0.3095790783027461,1.0,0.0046758824028074,1.0,-19.650360107421875,0.0962170884013176,0.3788839343429719,5,1,7
Meri Aadat Mera Hissa,Margarita With A Straw (Original Motion Picture Soundtrack),Anushka Manchanda,1r45dExQkjpYDtlO2UqWS7,2018-08-13,3,60000,130.8139534883721,0.0014263972909192,0.1715259301124244,1.0,0.0,1.0,-14.426475524902344,0.0930500254034996,0.1930593326880543,0,1,7
I Need A Man,Margarita With A Straw (Original Motion Picture Soundtrack),Vivienne Pocha,2mLwD564hdrgxRtzEJDyuA,2018-08-13,2,60000,110.29411764705884,0.0010647797980361,0.2964260346771685,1.0,0.0491188876330852,1.0,-13.154186248779297,0.0927551686763763,0.2880470998093578,7,1,7
Don't Go Running Off Anytime Soon,Margarita With A Straw (Original Motion Picture Soundtrack),Mikey McCleary,2JNRB5O6L2dugWPh0LhrZc,2018-08-13,3,60000,117.1875,0.0012559788107166,0.0942571147073853,1.0,0.0,1.0,-13.56284999847412,0.0820964276790618,0.1677281112163476,9,1,7
Aai's Aalap,Margarita With A Straw (Original Motion Picture Soundtrack),Rajnigandha Shekhawat,6n1S0pFzBH2So0b7882uEm,2018-08-13,1,60000,119.6808510638298,0.0018239188838228,0.1158270647718183,0.807811975479126,0.0,1.0,-22.956871032714844,0.0898318365216255,0.2509235686020627,0,1,7
Laila's Theme,Margarita With A Straw (Original Motion Picture Soundtrack),Mikey McCleary,2TtlcG9oTC4OMVo1uPqG5L,2018-08-13,5,60000,83.35433467741936,0.0021865354858705,0.1070042660361842,0.7818223237991333,0.01766212657094,1.0,-23.30112075805664,0.0872028768062591,0.2098758514647031,1,0,7
Dusokute - Duet,Margarita With A Straw (Original Motion Picture Soundtrack),"Joi Barua, Sharmistha Chatterjee",74QD8iHAnDgKDwBi25fndd,2018-08-13,4,60000,140.625,0.0011523005635155,0.294595196964984,1.0,0.0,1.0,-16.428678512573242,0.0813168957829475,0.3983146642392753,6,0,7
