Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Kavaludaari,04-12-2019,Kannada,Rishi,Suman Ranganathan,Charan Raj,"The story follows two Bangalore cops as they investigate an old case. Anant Nag plays Muthanna, a retired inspector while Rishi is Shyam, a sub-inspector working in the Traffic Police. Their search leads them across trails that will put their wit, resolve and morals to the test.",6.9,0.8225
Pailwaan,09-12-2019,Kannada,Sudeep,Aakanksha Singh,Arjun Janya,A fierce wrestler becomes the symbol of hope for his people when he rises against the odds and fights the brutal oppression.,6.2,0.6873
Natasaarvabhowma,02-07-2019,Kannada,Puneeth Rajkumar,B. Saroja Devi,D. Imman,A supernatural force influences a guy's behaviour and helps him finish important tasks.,7.3,0.6701
Yaanaa,07-12-2019,Kannada,Anant Nag,Vainidhi Jagdish,Joshua Sreedhar,"The film delves into the aspirations and values of today's youth, who would go to any length to achieve their dreams. As the saying goes, the greatest journey is the one within.",5,0.5345
Yajamana,03-01-2019,Kannada,Darshan Thoogudeepa Srinivas,Rashmika Mandanna,V. Harikrishna,The film revolves around a hardworking man Krishna who lives in Hulidurga and is famous for traditional oil extraction. He is torn apart from being the rightful owner with the entry of business tycoon Devi Shetty. Will Krishna fight against all odds to bring justice to his people? Who will become the real `Yajamana` is what forms the crux of the story.,4.7,0.4925
99,05-01-2019,Kannada,Ganesh,Bhavana,Arjun Janya,99 is a 2019 Indian Kannada-language romance film directed by Preetham Gubbi and produced by Ramu. The film stars Ganesh and Bhavana in the lead roles.The film was released on 1 May 2019. It is a remake of the 2018 Tamil film 96 which was reported to have similarities with the 2016 movie Blue Jay.,6.2,0.4598
Katha Sangama,12-06-2019,Kannada,Kishore,Yagna Shetty,Gagan Baderiya,"Anthology of 7 movies blended inside one.  7 directors, 7 DOPs, 7 Musicians and 7 editors have worked in the movie. This is movie is a tribute to legendary Puttanna Kanagal",5.3,0.4747
Marshal,09-06-2019,Kannada,Srikanth,Megha Chowdhury,Varikuppala Yaadagiri,"A actor and his fan clash when revelations come to light that the actor is a psychopath hellbent on making women ""fertile"" again,by any means necessary",0,0.1594
Kavacha,04-05-2019,Kannada,Shivaraj Kumar,Kruthika Jayakumar,Ron Ethan Yohaan,An unfortunate young girl becomes the target of a vengeful serial killer who is on the loose. The only person standing between the killer and the girl is a visually challenged man who has vowed to protect her at any cost.,7,0.2288
Fortuner,11-01-2019,Kannada,Diganth Manchale,Sonu Gowda,Poornachandra Tejaswi,"Partha, a good-for-nothing man, falls for Anusha and lies to her about owning a restaurant. When they get married, his dishonesty is exposed which ruins their relationship.",0,0.1782
Alidu Ulidavaru,12-06-2019,Kannada,Atul Kulkarni,Sangeetha Bhat,Midhun Mukundan,"The film follows a popular TV host and a Bonafide myth buster of superstition, through his journey of making the 100th episode for his show.",5.5,0.2048
Anukta,02-01-2019,Kannada,Sampath Raj,Anu Prabhakar,Nobin Paul,,5,0.1877
Bhinna,10-08-2019,Kannada,Shashank Purushotham,Paayal Radhakrishna,Jesse Clinton,"The Script of a Film, she is going to be a part of; begins to blur lines between reality and imagination, for an Aspiring Actress, obsessed about Method Acting.",7,0.1277
