Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Bodyguard,14-01-2012,Telugu,Venkatesh,Trisha Krishnan,S. Thaman,"A remake tale, the story begins with Venkatadri (Venkatesh) who has great respect for Varadarajulu Naidu (Prakash Raj) as he saves his life. However, he keeps getting into fights wherever he sees injustice. To bring some discipline, Venkatadri’s uncle (Tanikella) sends him to Varadarajulu Naidu as his personal bodyguard.However, Varadarajulu’s enemy Siva Reddy (Kota) wants revenge and he wants to kill Keerthi (Trisha), Varadarajulu’s daughter. Knowing this threat, Venkatadri is assigned the task of protecting Keerthi. But she along with her friend Swathi (Saloni) don’t like the bossy and over protective nature of Venkatadri.To play a prank, Keerthi starts calling Venkatadri from a private number and says she is in love with him. After few hesitations, Venkatadri starts falling in love with the caller not knowing it is Keerthi.",4.7,0.5492
Neeku Naaku Dash Dash,12-04-2012,Telugu,Prince Cecil,Nandita Raj,Anup Rubens,"Siva who studies in a village stands as a surity for his friend's loan. While the lender comes and asks for money,his friends refuses to return.So Siva had to drop his college and for returning the loan the lender takes him to the nearby town where he had to work under liquor mafia.There he meets Gayatri and some silly stuff goes on between them which turns into love and Gayatri comes to know that she is pregnant. Meanwhile Siva tries to get his mistake (getting Nagaraj killed because of him and his friend Toofan) set right by stealing the money from his owner and at the same time there would be chaos in the building they work. So finally they escape from them and then the plot goes on with their chase by the Chitti Thalli , Bapineedu and the police.",7,0.5056
Ko Antey Koti,28-12-2012,Telugu,Sharwanand,Priya Anand,Shakthi Kanth Karthick,"Vamsi, a thief adept at scaling high-rises, is hired by Maya along with two others to carry out a huge burglary. The events unfold to reveal Maya's true motives as well as Vamsi's painful past.",6,0.4786
Sarocharu,21-12-2012,Telugu,Ravi Teja,Kajal Agarwal,Devi Sri Prasad,"Sandhya (Kajal Aggarwal) is a student who is madly in love with Karthik (Ravi Teja), a techie based in Italy. She decides to travel with him to India, confident that the travel time would be enough for her to get Karthik to fall in love. Karthik reciprocates her gestures in a friendly way, but finally reveals that he is married to Vasudha (Richa Gangopadhyay) but is waiting to seek Divorce.",4.8,0.4691
Routine Love Story,23-11-2012,Telugu,Sundeep Kishan,Regina Cassandra,Mickey J Meyer,"While Sanju falls in love with Tanvi, his friends help him as he tries to impress her. As the two grow fonder of each other, their reservations cause problems for their relationship.",5.7,0.4204
SMS,10-02-2012,Telugu,Sudheer Babu,Regina Cassandra,V. Selvaganesh,"Siva, a carefree young man working in a courier company, falls in love with Shruthi, a radio jockey. However, they share a love-hate relationship after Siva lies to her.",4,0.4177
Yeto Vellipoyindhi Manasu,13-12-2012,Telugu,Nani,Samantha Ruth Prabhu,Ilaiyaraaja,"The romantic lives of two people – Varun (Nani) and Nithya (Samantha), are chronicled in this film from their school days until their adult lives. They fall in love multiple times and keep breaking up over minor issues. But deep down, they are so madly in love with each other that they keep giving themselves another chance.",6.4,0.3997
Sudigaadu,24-08-2012,Telugu,Allari Naresh,Kovai Sarala,Sri Vasanth,"Shiva, born with heroic powers, can stop bullets. He decides to take revenge against his sworn enemy, Thikkal Reddy, in order to rescue his kidnapped parents.",6,0.4865
Adhinayakudu,01-06-2012,Telugu,Nandamuri Balakrishna,Raai Laxmi,Kalyani Malik,"Harischandra Prasad (Nandamuri Balakrishna) is an influential leader in Rayalaseema and he treats all his people as his children. To provide jobs to them, he decides to build a huge steel plant with the assistance of foreign collaborators. But Ramappa (Pradeep Rawat) and his assistant (Kota Srinivasa Rao) oppose this. They hatch a plan to eliminate him. His son Ramakrishna (Nandamuri Balakrishna) thwart the villain’s plans. But the story takes a cruel twist as the villains strike at the heart of the family by using Bobby (Nandamuri Balakrishna).",3,0.5134
Devudu Chesina Manushulu,15-08-2012,Telugu,Ravi Teja,Ileana D'Cruz,Raghu Kunche,"The movie opens with Lord Vishnu (Bramhanandam) trying to pacify Lakshmi Devi (Kovai Sarala), who is quite disappointed after listening to words of Narada that Lord Vishnu didn't gave any present to Lakshmi Devi on the eve of her Birthday (Akshaya Tritiya). Lord Vishnu shows a love story between 2 orphans Ravi Teja (Ravi Teja), a settlement broker in Hyderabad and Ileana (Ileana D'Cruz), a taxi driver living in Bangkok.",3.6,0.3534
Devaraya,07-12-2012,Telugu,Srikanth,Meenakshi Dixit,Chakri,"Dorababu (Srikanth) is a filthy rich guy who spends his entire time enjoying with his friends in his village. Dorababu tried to lure Swapna (Vidisha), who is a well educated and comes to village to see her grandfather (Ranganath). In this process, Swapna falls for Srikanth and make him understand her love for him. Though Swapna's grandfather is reluctant to agree for the marriage, later on he gives nod for the marriage. All of a sudden everyone comes to know that Dorababu is going to die and this surprises everyone. What is the secret beyond Dorababu ? How is Dorababu related to Sri Krishna Devaraya? All these incidents form the rest of the story",6.5,0.2463
Tuneega Tuneega,22-07-2012,Telugu,Sumanth Ashwin,Rhea Chakraborty,Karthik Raja,"Rama Swamy (Prabhu) and Ravindra Babu (Nagababu) are childhood friends who stay together. Their kids Karthik (Sumanth) and Nidhi (Rhea) are of the same age but they hate each other and torment each other by playing pranks. After a while, Nidhi is sent abroad for her further studies.  After a gap of 12 years, Nidhi comes back and meets Karthik at a family function. It’s love at first sight for Karthik, but he hides his identity. Slowly Nidhi comes to know the truth, and in the process, falls for Karthik’s charms. Just when everything seems rosy, Nidhi’s family wants her to marry someone else. The rest of the story is about how Karthik solves all the issues and wins his love.",0,0.2413
Rebel,28-09-2012,Telugu,Prabhas,Tamannaah Bhatia,Raghava Lawrence,"After his parents are brutally murdered, a man goes on a quest to find his parents' killers. He finds that his own uncle is involved in the killings.",4.2,0.0985
