Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Munna,02-05-2007,Telugu,Prabhas,Ileana D'Cruz,Harris Jayaraj,"Munna (Prabhas) is a college student. His aim is to finish off mafia don Kakha (Prakash Raj) who keeps the entire city under his grip. Munna has personal vengeance to take on Kakha. An honest politician Srinivasa Rao (Kota Srinivasa Rao) relentlessly works to expose Kakha but gets killed. Meanwhile, Munna’s classmate Nidhi (Ileana D'Cruz) falls in love with him. The twist in the tale is that Kakha is none other than his estranged father who tries to sell off his mother and was responsible for the death of his mother and his kid sister. Another don in the city named Aatma, who is the opposition of Kakha (Rahul Dev) asks Munna to join him. But Munna refuses his proposal. Munna starts to beat Kakha and the mind game begins. Kakha's second wife and son-daughter left him and join Munna. After some incidents including the death of his best friend, Munna finds out that Aatma was working for Kakha all along.",4.7,0.5372
Anumanaspadam,10-02-2007,Telugu,Aryan Rajesh,Hamsa Nandini,Ilaiyaraaja,"Bhasu, a reporter, discovers a video that shows a secret treasure hidden in the forest. He sets out with his team to recover the treasure but they are soon targeted by a mysterious killer.",6,0.4428
Tulasi,12-10-2007,Telugu,Venkatesh,Nayanthara,Devi Sri Prasad,"Tired of her husband's crusade against factional feuds, Thulasi's wife leaves him. However, when their fatally ill son is abducted by factionists, he must resort to violence again.",5.4,0.4889
Aata,08-05-2007,Telugu,Siddharth,Ileana D'Cruz,Devi Sri Prasad,"Sri Krishna (Siddharth) grows up watching films playing in the theater in which his father works as a movie-projectionist in a village. Satya (Ileana) is harassed by Vicky (Munna) - son of a politician - who wants to marry her. Satya escapes from home and Sri Krishna falls in love with her the first time he meets her. As the goons and police chase Satya, Sri Krishna protects her and drops her in the house of the politician. He wins Vicky’s confidence. Then, he plays a one sided game with him. At the end, the police that were working with Vicky turn against him and arrest Vicky and his parents. Satya and Sri Krishna get married.",3.9,0.598
Chandamama,07-09-2007,Telugu,Navdeep,Kajal Agarwal,K M Radha Krishnan,"Ranga Rao plans to get his beloved daughter Mahalakshmi married to Dorababu, but she loves Kishore. Dorababu promises to unite them, but gets involved in a love story of his own.",5.3,0.5327
Happy Days,28-09-2007,Telugu,Varun Sandesh,Tamannaah Bhatia,Mickey J Meyer,Eight youngsters become a close-knit group after attending engineering college and sharing their experiences.,6.2,0.4678
Shankar Dada Zindabad,27-07-2007,Telugu,Chiranjeevi,Karishma Kotak,Devi Sri Prasad,"A goon falls for a girl who manages an old-age home, and she mistakes the goon for a professor. She seeks his help not knowing that the man who wants the old-age home demolished is his boss.",4,0.3864
Dubai Seenu,07-06-2007,Telugu,Ravi Teja,Nayanthara,Mani Sharma,"Seenu (Ravi Teja) is fondly called as Dubai Seenu. His sole aim in life is to fly to Dubai and earn tonnes of money. In the process, he gets hold of a broker and gets duped by him in Mumbai. He along with his friends starts a small canteen to earn his llivelihood. and eventually falls in love with a girl called Madhumati (Nayana Tara). He then witnesses an incident that prompts him to return back to Hyderabad. The rest of the story is all about how he helps out Madhumati.",5,0.4971
Maharadhi,01-02-2007,Telugu,Nandamuri Balakrishna,Sneha,Gurukiran,"Krishna (Balakrishna), a dance teacher in Chamundeshwari’s (Jayaprada) college also acts as a music teacher Bala (Balakrishna) in Chamundeshwari’s divorced husband’s school. Krishna woos their daughter Kalyani (Meera Jasmine) but when he is asked to tie the knot with her he reveals his past.",2,0.3881
Aadavari Matalaku Ardhalu Verule,27-04-2007,Telugu,Venkatesh,Trisha Krishnan,Yuvan Shankar Raja,"Ganesh, an unemployed man, lands up in a company where Keerthi, the girl he loves, works but who is already engaged to someone else. Sudden incidents ruin his life and he again comes across her, but refuses to marry her.",6.8,0.5425
Classmates,20-04-2007,Telugu,Sumanth,Kamalinee Mukherjee,Saluri Koteswara Rao,"College classmates meet for a 10-year reunion, which does not go as smoothly as planned. Love is discovered, friendships are broken and secrets about tragic events in the past are revealed.",2,0.2963
Operation Duryodhana,31-05-2007,Telugu,Srikanth,Kaveri,M. M. Srilekha,Mahesh (Srikanth) is a sincere and honest police officer. He loses his kids and his wife gets paralyzed as few politicians who don’t like his sincerity harm his family. Mahesh changes his appearance and name to join the gang to politicians to become one. The rest of the story is all about how he makes people realize that there is some fault in the system.,6,0.2182
Maisamma IPS,11-11-2007,Telugu,Raghu Babu,Mumaith Khan,M. M. Srilekha,A 2007 Indian Telugu police film.,10,0.2519
Hello Premistara,14-09-2007,Telugu,Sairam Shankar,Sheela Kaur,Chakri,"Two identical stepbrothers, Arvind and Arjun, cannot tolerate each other's presence. However, their lives take a turn when they fall in love with the same woman, and each tries his best to win her.",0,0.2259
Nava Vasantham,09-11-2007,Telugu,Tarun,Priyamani,S A Rajkumar,Nava Vasantham....,6,0.1287
Sri Satyanarayana Swamy,01-01-2007,Telugu,Suman Talwar,Ravali,Vandemataram Srinivas,2007 Telugu Film,0,0.0552
