Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Amma Cheppindi,28-07-2006,Telugu,Sharwanand,Suhasini Maniratnam,M.M. Keeravaani,"A mentally underdeveloped boy stays with his family; the people who live in his neighbourhood consider him to be less intelligent, until he saves everyone from a bomb threat in a rocket centre during a prominent event.",0,1.5955
Pokiri,27-04-2006,Telugu,Mahesh Babu,Ileana D'Cruz,Mani Sharma,"Pandu is a contract killer , and will accept any contract provided the amount is right. The Police want him for questioning, while the underworld needs him to silence their opponents. No one really knows this assassin's background. It is only Pandu who knows his real identity and he has no intention of sharing it with anyone .",7.294,1.7363
Pournami,20-04-2006,Telugu,Prabhas,Trisha Krishnan,Devi Sri Prasad,"A dancer trains for an event where she has to perform a special dance in Lord Shiva's temple. But when she suddenly disappears, her younger sister Chandrakala decides to learn the dance.",5.2,1.1741
Ashok,13-07-2006,Telugu,N.T. Rama Rao Jr.,Sameera Reddy,Mani Sharma,"A short-tempered man falls in love with a woman, who is also pursued by a gangster that wants to marry her. As the man sets out to take on the mighty mob, his estranged family gets drawn into the fight.",5.2,1.1419
Stalin,14-12-2006,Telugu,Chiranjeevi,Trisha Krishnan,Mani Sharma,"Stalin is deeply moved by the suicide of a girl with physical disabilities. As a result, he devises a formula of extending unconditional help to those who need it to establish peace. But things turn complicated in his life with the entry of Home Minister Muddu Krishnayya.",4.9,0.7402
Vikramarkudu,23-06-2006,Telugu,Ravi Teja,Anushka Shetty,M.M. Keeravaani,"A thief's life changes after he discovers a little girl who claims he is her father, and what follows is violence after a gang hunting for his lookalike closes in on him.",6.5,0.9021
Shock,09-02-2006,Telugu,Ravi Teja,Jyothika,Atul Gogavale,"A man who leads a happy and harmonious life with his beloved wife is mistakenly shot at by encounter specialists. Thereafter, he is framed as a Maoist and imprisoned. Can he and his wife find a way to prove his innocence and avenge the injustice committed against them?",5.5,0.8646
Rakhi,22-12-2006,Telugu,N.T. Rama Rao Jr.,Ileana D'Cruz,Devi Sri Prasad,"An ambitious and young man named Rama Krishna avenges his sister's death after her in-laws burn her alive due to their greed for dowry. Thereafter, he starts killing every man that harasses a woman.",5.8,0.6193
Khatarnak,14-12-2006,Telugu,Ravi Teja,Ileana D'Cruz,M.M. Keeravaani,Dasu is a small time crook who becomes orphan after his father goes to prison.  Meanwhile a local goon decides to send one of his men into the police department to get information for them. Dasu will be roped for this job but he needs to pass SSC exam to get a police job. He clears the exam and gets into the force as a traffic cop. Then he is transferred to the crime branch because of his heroics. The rest of the story is about how Dasu realizes the sanctity of the cop job and eliminates the mafia gang.,5.4,0.6254
Godavari,19-05-2006,Telugu,Sumanth,Kamalinee Mukherjee,K M Radha Krishnan,"Sreeram, an idealist, fails to marry the love of his life due to her engagement to an IPS officer. To get over this, he boards a cruise on the Godavari river and soon meets a young woman named Seetha.",6.4,0.611
