Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Pushpa: The Rise - Part 1,16-12-2021,Telugu,Allu Arjun,Rashmika Mandanna,Devi Sri Prasad,"Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way, he doesn’t shy from making an enemy or two.",7.034,6.9992
Raja Vikramarka,12-11-2021,Telugu,Kartikeya Gummakonda,Tanya Ravichandran,Prashanth R Vihari,"Vikram is a newly recruit N.I.A. Officer who is getting accustomed with the nuances of his new job, has to handle his first major case due to ironic circumstances, during the course of which his life takes a drastic turn in all aspects.",7.2,1.0605
Nootokka Jillala Andagadu,03-09-2021,Telugu,Srinivas Avasarala,Ruhani Sharma,Shakthi Kanth Karthick,A man suffering from male pattern baldness does his best to cover up his insecurity. What happens when he falls in love and it’s time to come clean?,0,1.1714
Most Eligible Bachelor,15-10-2021,Telugu,Akhil Akkineni,Pooja Hegde,Gopi Sundar,"A well-educated, ‘settled’ NRI falls for a stand-up comedian and wants to marry her. But when she knows what she wants from her husband, will he fit the bill?",6.1,1.3423
Tuck Jagadish,09-09-2021,Telugu,Nani,Ritu Varma,Gopi Sundar,"In a village with greedy property fights among the families, Jagadish carries on his father's legacy to reform all the property issues in his village while trying to reunite his family, which is also split due to property issues.",5.2,2.0975
Ninnila Ninnila,26-02-2021,Telugu,Ashok Selvan,Ritu Varma,Rajesh Murugesan,"In London, Dev, an overweight, genius chef who suffers with muscle spasms, meets Tara and love blossoms, but things take an interesting turn when he crosses paths with Maya.",7,1.0958
Shyam Singha Roy,24-12-2021,Telugu,Nani,Sai Pallavi,Mickey J Meyer,"A young filmmaker is in a soup right when he’s about to find his footing in the film industry. When he sets out to find an answer, turns out it’s in the past.",6.941,1.3075
Thimmarusu: Assignment Vali,30-07-2021,Telugu,Satyadev Kancharana,Priyanka Jawalkar,Sricharan Pakala,"After a cab driver is found dead, a young pub employee is framed for the murder and is sent to jail for 8 years. When he comes out on parole, a young lawyer takes up the case to prove his innocence.",7.8,0.9006
Mosagallu,19-03-2021,Telugu,Vishnu Manchu,Kajal Agarwal,Sheshu KMR,"Arjun and Anu are fraternal twins who manage to run a scam in the US from India via a call center. With police officer Kumar hot on their heels, will they manage to escape the system?",5.2,1.0041
FCUK: Father Chitti Umaa Kaarthik,12-02-2021,Telugu,Jagapati Babu,Ammu Abhirami,Jeevan Babu,"FCUK (Father, Chitti, Umaa, Karthik) is an adult comedy that revolves around the lives of its lead characters played by Jagapathi Babu, Baby Saharshitha, Ammu Abhirami and Ram Karthik. How Chitti affects the life of everyone around her forms the tale.",1,1.4618
Akshara,26-02-2021,Telugu,Sanjay Swaroop,Nandita Swetha,Suresh Bobbili,"A physics teacher at a corporate educational institution, who aims to lessen the stress on students, at loggerheads with an ambitious educationalist who wants his students to secure top ranks at any cost so that he can gain monopoly in corporate education.",0,1.2748
#Bro,26-11-2021,Telugu,Naveen Chandra,Avika Gor,Shekar Chandra,"Madhav is sent away from home to earn for his family at the tender age of fifteen. When he returns back home after the death of his little sister, he must go through a journey of healing and forgiveness.",6,0.7236
Paagal,20-08-2021,Telugu,Vishwak Sen,Nivetha Pethuraj,Leon James,"After his mother's death, Prem, a young man, searches for love in every woman he comes across. However, when he finds true love in Theera, they face several challenges in their quest to unite.",3.3,1.2456
Republic,01-10-2021,Telugu,Sai Durgha Tej,Ramya Krishnan,Mani Sharma,"Panja Abhiram is a youngster who wants to change the political system from the inside out. But when he’s chipped away at every turn, will he be the one to change the fate of his hometown?",6.9,0.8903
Wild Dog,02-04-2021,Telugu,Nagarjuna Akkineni,Dia Mirza,S. Thaman,"Wild Dog aka Vijay Varma is an NIA agent who’s brought back to field from a desk job to handle a terrorism case. Despite having a personal motive, he moves heaven and earth to ensure justice is served for the sake of the country.",5.6,0.9628
Jathi Ratnalu,11-03-2021,Telugu,Naveen Polishetty,Faria Abdullah,Radhan,"Srikanth and his friends Sekhar and Ravi head to the city in pursuit of some izzat. Once there, they realise that maybe they were better off back home in Jogipet.",7.2,1.3596
Uppena,12-02-2021,Telugu,Panja Vaisshnav Tej,Krithi Shetty,Devi Sri Prasad,Aasi has been in love with Bebamma since their childhood. But it is more than her father Rayanam that threatens to form a chasm between the lovers.,5.9,1.0336
Cycle,15-01-2021,Telugu,Mahat Raghavendra,Punarnavi Bhupalam,G. M. Sathish,"Two teenage boys of same thoughts are facing similar problems with their girl friends. When they finally won their love, frightened and soon separated because of the beliefs on horoscope.",0,0.8189
Pelli SandaD,15-10-2021,Telugu,Roshan Meka,Sreeleela,M.M. Keeravaani,Is a young man's will power and a young woman's destiny enough for them to be together?,5.5,0.8615
Kapatadhaari,19-02-2021,Telugu,Sumanth,Nandita Swetha,Simon K. King,"Gautham is a traffic cop who aspires to be in the crime wing. When skeletal remains are found in his jurisdiction, he digs deeper and unearths a conspiracy from 40 years ago. How he proves the case is still relevant forms the story.",5.8,1.087
Drushyam 2,25-11-2021,Telugu,Venkatesh,Meena,Anup Rubens,"7 years after the events of Drushyam, the family lives with the trauma from that fateful night. A gripping tale of an investigation and a family threatened by it. Will Rambabu be able to protect his family this time?",6.8,0.9737
