Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Ek Niranjan,29-10-2009,Telugu,Prabhas,Kangana Ranaut,Mani Sharma,"A bounty hunter searches for the family he was separated from as a child, and falls in love with the sister of a gang member.",5.4,0.6038
Saleem,12-12-2009,Telugu,Vishnu Manchu,Ileana D'Cruz,Sandeep Chowta,"Satyavati (Ileana) is the daughter of a rich and idealistic landlord/factionist in Rayalaseema. She is brought up in Europe for the past 15 years. She visits her home town after a long gap and she is attacked by the rival factionist. Munna (Vishnu Manchu) comes from nowhere and rescues her. Then he settles in her house as a worker and earns the love and trust of all Satyavati’s family members. He loves Satyavati. But Satyavati’s father wants to marry off to another guy. Just about when the marriage is going to happen, it is revealed that Satyavati has a lover (Venkat) from Europe and she uses Munna to help her escape to Europe. Just when Satyavati goes to Europe, it is revealed that Munna is none but a mafia kingpin from Bangkok called Saleem and Satyavati lover’s brother is none but a dreaded European don called OJo a.k.a. Ogiraja Jogayya (Mohan Babu). The rest of the story is all about how Saleem wins Satyavati over with his one-side love and his encounters with OJo.",6,0.5307
Ganesh,24-09-2009,Telugu,Ram Pothineni,Kajal Agarwal,Mickey J Meyer,"In order to help a friend, Ganesh pretends to love a girl. She hates him when she finds out the truth. Eventually, he truly falls in love with her and must convince her of his true feelings.",4.2,0.5062
Bumper Offer,23-10-2009,Telugu,Sairam Shankar,Bindu Madhavi,Raghu Kunche,"Bumper Offer (Telugu: బంపర్ ఆఫర్) is a 2009 Telugu film directed by Jaya Ravindra. The film stars Sairam Shankar and Bindu Madhavi in the lead roles. Music of the film was composed by Raghu Kunche. Puri Jagannadh produced this film, apart from writing the story and the dialogues. The film released on 23 October 2009.",3.7,0.5301
Kick,08-05-2009,Telugu,Ravi Teja,Ileana D'Cruz,S. Thaman,"Kalyan is a kind of guy who prefers a life full of thrills than leading a regular life style. He seeks kick in whatever he does. He finds liking in Naina. They separate due to differences. Krishna is a young cop who is in lookout for a big ticket thief who happens to be Kalyan. Meanwhile, Naina agrees for an engagement with Krishna. The rest of the story is all about how Kalyan wins back his lady love and the real intent behind the robberies of Kalyan.",6.6,0.5063
Oy!,03-07-2009,Telugu,Siddharth,Shamili,Yuvan Shankar Raja,"Uday, a rich businessman, falls in love with a simple girl named Sandhya. He gets to know that Sandhya is terminally ill but still pursues her and teaches her to seize every moment of her short life.",5.8,0.4488
Anjaneyulu,12-08-2009,Telugu,Ravi Teja,Nayanthara,S. Thaman,"Employed with HMTV, Pavan/Abhimanyu lives in Hyderabad and is in constant touch with his retired father, Krishnamurthy, and mother. His boss, Sudarshan Babu, hires a Creative Consultant, Surya/Prabhakar Garu, their TV channel undergoes a number of changes, and he gets to interview various people. He meets with Anjali, an employee with Airtel, and both dramatically fall in love. While investigating corrupt politicians, he comes across evidence and decides to join the gang of a gangster named Bada. Still involved in gathering evidence, his world will come crashing around him when he will be told that his parents and many others have been killed after their bus was torched by hooligans. He sets out to also trace who was responsible behind their killing - not knowing that his life is also in danger.",5.4,0.5511
Kavya's Diary,05-06-2009,Telugu,Indrajith Sukumaran,Manjula Ghattamaneni,Manu Ramesan,"Raj and Pooja are a married couple who move into a new house with their children. Desperate for a nanny to take care of their children, they hire Kavya who is unemployed, after she saves Pooja's life. Kavya grows close to the family and they come to consider her part of the family.",0,0.3938
Punnami Nagu,10-04-2009,Telugu,Rajiv Kanakala,Mumaith Khan,S A Rajkumar,"In order to acquire more powers for world domination, Mayadevi Bhairavi, a sorceress, holds two shape-shifting snakes in her power but is interrupted by her very own goons. As a result, the male serpent gets killed, and the female escapes. The only way Mayadevi could now acquire powers is first to locate a woman with a unique birthmark who must also be a virgin, and then lure the female serpent. The question remains - how will she find such a female, and even if she does so - how will she lure a now vigilant Nagin?",0,0.3448
Pravarakyudu,04-12-2009,Telugu,Jagapati Babu,Priyamani,M.M. Keeravaani,"Sasi and Sailaja are good friends during their post-graduation time. Sailaja loves him, but Sasi’s ideology about love irritates Sailaja and both of them separate their ways. Sasi settles as a professor in Harvard University. He comes to Hyderabad to look out for a suitable girl. He then realizes that Sailaja works as a principal in a women’s college and she is unmarried too. The rest of the story is all about how Sasi makes Sailaja fall in love with him again.",8.5,0.5224
Naa Style Veru,12-06-2009,Telugu,Dr. Rajasekhar,Bhumika Chawla,Anup Rubens,"Sivaram (Rajasekhar), a lawyer is the son of a magistrate (Chalapati Rao) and the brother of an ACP (Benarjee). Sivaram accepts a case and gets the son of an MLA punished after an innocent girl pleads with him about the innocence of her brother. Sivaram loses his heart for that girl, but Sivaram""s parents do not allow their marriage. She commits 'suicide"". After that incident, Sivaram gives up his practice and becomes a drunkard.At this juncture, Parvati (Bhumika) whose life is under threat calls up Sivaram for help. Sivaram saves her and takes her to his home. Soon her father (Vijaykumar) returns from the US after a surgery. By that time, some others kidnap Parvati from Sivaram. Sivaram soon realizes that Parvati, who trusted Praveen as her saviour was himself the villain. Sivaram decides to save Parvati and catch the real culprit.",0,0.3536
Sasirekha Parinayam,01-01-2009,Telugu,Tarun,Genelia D'Souza,Vidyasagar,"Independent spirited Sasirekha (Genelia) is ordered by her father to get married to an NRI groom. When the groom’s father demands dowry on the wedding day, she runs away from her marriage. Soon after she ran way, she runs in to Anand (Tarun). They bond well during their acquaintance and the rest of the movie is about how she falls in love with Anand. As it turns out, Anand was the one she was supposed to marry, but due to certain events, the wedding party leaves without him. Sasirekha was to see a video of the groom and his house, but stamps on it, declaring she doesn't want to get married.",5.8,0.5223
Jayeebhava,23-10-2009,Telugu,Kalyan Ram,Hansika Motwani,S. Thaman,"Returning from abroad, a man and his girlfriend must unite their fathers who belong to two warring groups.",4.833,0.4659
Current,19-06-2009,Telugu,Sushanth,Sneha Ullal,Devi Sri Prasad,"Sushanth is a happy-go-lucky college student whose philosophy of life is summed up as Forget Yesterday, Enjoy Today & Worry Not about Tomorrow which keeps him happy but worries his parents to no end. A transfer brings the entire family to Hyderabad where he flips for his college classmate Sneha on day one. A determined Sushanth woos her successfully and we are treated to a couple of songs in the bargain. Now, Sneha's philosophy of life runs totally opposite of Sushanth and very soon reality sets in. His attitude ruins his marriage prospects with Sneha and they end up separating. The second half of the movie is all about how they try to fall out of love while making compromises to their philosophies. As expected, it ends well with both accepting that Love is above everything else in life!!!",6.5,0.4142
Josh,05-09-2009,Telugu,Naga Chaitanya Akkineni,Karthika Nair,Sandeep Chowta,"When a man in search of employment, becomes involved with a group of students, who are being led astray by destructive influences, he invests all his energy and effort into ensuring that the students are able to stave off the negative powers. Why is he so passionate about helping the students?",5.3,0.3403
Mahatma,09-10-2009,Telugu,Srikanth,Bhavana,Vijay Antony,An uninhibited goon decides to become a member of the Indian Legislative Assembly.,5.5,0.2417
Aa Okkadu,05-06-2009,Telugu,Ajay,Nyra Banerjee,Mani Sharma,Dr. Pavitra (Madhurima) is a psychiatrist who works in a mental hospital. Sri Krishna (Suresh Gopi) is a successful criminal lawyer. Bujji (Ajay) works under Sri Krishna. Sri Krishna and Pavitra are disciples of a godman. Pavitra has a family dispute with her brother-in-law and he dies under suspicious circumstances. Slowly a few people associated with Pavitra are killed and the needle of suspicion turns towards Pavitra. The rest of the film is all about who did it.,0,0.3003
Ninnu Kalisaka,02-10-2009,Telugu,Chaitanya Krishna,Pia Bajpiee,Sunil Kashyap,"Two young pairs of lovers; Abhiram & Deepti as one pair, Chandu & Bindu as another. Abhiram & Bindu are IT professionals once both of them have been sent to USA, where both of them are assigned the same project and they become good friends. In India Chandu & Deepa are dance professionals, both of them want to win a dance trophy. So they also come closer and become good friends.",0,0.2452
Amaravathi,03-12-2009,Telugu,Nandamuri Taraka Ratna,Bhumika Chawla,Shekar Chandra,"Amaravathi is a 2009 Indian Telugu-language thriller film written and directed by Ravi Babu. The film's lead actors included Sneha, Bhumika Chawla, and Ravi Babu. Sindhura Gadde and Taraka Ratna played supporting roles.[2] The film was released on 3 December 2009 to positive reviews. It was remake of 2002 South Korean film H.",6,0.1966
Manorama,31-03-2009,Telugu,Nishan K. P. Nanaiah,Charmy Kaur,Saluri Koteswara Rao,"The story begins with Gitanjali a k a Gilli (Charmy Kaur) who comes to Hyderabad to spend a few days with her friends (Lahari and Sridhar). She lives near Manorama café and there comes a stranger (Nishan) with a bag. His motive is to blow a bomb in the café, meanwhile Gilli is bored and wants to kill time. With her lip reading skills, she figures out from a distance that a boy is threatening to commit suicide on phone to his girlfriend. Gilli becomes the angel, also notices the number with her abilities and calls up that girl. She comes to Manorama to inform the lover boy but instead the bomber sees her and falls for her. Few twists of events happen and the bomb also fails to explode on time. Meanwhile, both the stranger and Gilli get to know each other and in no time, they fall in love with each other though they don't admit it. what happens from there forms the rest of the story.",0,0.1771
Katha,12-12-2009,Telugu,Thrigun,Genelia D'Souza,S. K. Balachandran,"After her family gets murdered, Chitra, a lonely girl, spends a year in an asylum. She is petrified when she witnesses another murder and refuses to believe that it is her hallucination.",0,0.2665
Aa Intlo,16-07-2009,Telugu,Chinna,Flora Saini,Saluri Koteswara Rao,,6,0.1075
