Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Colour Photo,23-10-2020,Telugu,Suhas,Chandini Chowdary,Kaala Bhairava,"Jayakrishna is a dark-skinned guy who falls head over heels on Deepu but keeps his feelings to himself. As time passes by, a gang in his college beats him up and this issue brings Deepu closer to him. Slowly the friendship turns into love and this does not go well with Deepu’s brother Rama Raju. The rest of the story is as to how the couple reunites after facing several problems.",7.4,0.4581
Narthanasala,24-10-2020,Telugu,Nandamuri Balakrishna,Soundarya,Madavapeddi Suresh,"Pandavas, after completing the 12 years of exile in the forest along with their wife Draupadi, choosing their disguised avatars for the remaining 1 year of incognito life until the Vijaya Dasami festival. If caught, they will have to repeat another exile of 13 years if anyone spotted their real identities.",0,0.587
Entha Manchivaadavuraa,15-01-2020,Telugu,Kalyan Ram,Mehreen Pirzada,Gopi Sundar,"Abandoned after his parents' death, a short film actor assumes multiple identities to bond with people in need of love and affection.",6.2,0.5562
Solo Brathuke So Better,24-12-2020,Telugu,Sai Durgha Tej,Nabha Natesh,S. Thaman,Virat is a new-age baba with a book of slokas that recite how singlehood is the best way of life and a bunch of loyal followers. But what happens when he gets a taste of his own medicine?,5.7,0.4224
Orey Bujjiga,01-10-2020,Telugu,Raj Tarun,Malavika Nair,Anup Rubens,"Bujji and Krishnaveni run away on the same day to avoid getting married, leaving their village to believe that they have eloped. The two soon fall in love, unaware of their mutual circumstances.",6.5,0.5311
Choosi Choodangaane,31-01-2020,Telugu,Shiva Kandukuri,Varsha Bollamma,Gopi Sundar,"The film portrays Siddu's life through the years, falling in love with Aishwarya for the first time while in college, and later meeting Shruti, a drummer, alongside his struggle to become a fashion photographer.",5.5,0.3836
Aswathama,31-01-2020,Telugu,Naga Shaurya,Mehreen Pirzada,Sricharan Pakala,"After learning his sister has been mysteriously impregnated, Gana sets out to hunt down the culprit as he discovers similar cases in the city.",6.7,0.3961
Guvva Gorinka,17-12-2020,Telugu,Satyadev Kancharana,Priyaa Lal,Suresh Bobbili,Sirisha grows up living in her beautiful dream aspires to major in music but has to promise her father that she would marry the man he chooses if she wants to moves to the city and learn violin.,10,0.2106
Bhanumathi & Ramakrishna,03-07-2020,Telugu,Naveen Chandra,Salony Luthra,Shravan Bharadwaj,"Ramakrishna migrates to Hyderabad from Tenali, in search of greener pastures and meets Bhanumathi - a no-nonsense urban woman. Seeking out love in your thirties, post-breakup stress, and the cultural difference between urban and rural India make up the story.",6.4,0.3402
Johaar,14-08-2020,Telugu,Chaitanya Krishna,Naina Ganguly,Priyadarshan Balasubramanian,An anthology of 4 stories of people struggling to make their lives better and how those plans are thrown into disarray when a politician decides to divert welfare funds to satiate his ego.,5,0.2808
Run,29-05-2020,Telugu,Navdeep,Pujita Ponnada,Naresh Kumaran,"Sandeep and Shruti, who got married a year ago, are living a very happy life. News of Shruti's death comes as a shock to Navadeep on the day of the wedding anniversary. Upon learning of the matter, the policemen start the interrogation. They discover that it is not Suicide but Murder. It is suspected that Shruti's husband Sandeep had killed her. Sandeep escapes from the police and begins searching for his wife. Who killed the chord? Sandeep, what is the story of the third person in Shruti Life? Who needs to kill Shruti?",1,0.311
Anaganaga O Athidhi,20-11-2020,Telugu,Chaitanya Krishna,Payal Rajput,Arrol Corelli,"Subbaiah and his family live in abject poverty and a soothsayer tells them that their fortune will change overnight. The peace in the house is stirred when a stranger knocks on their door seeking shelter for a night, and the consequences are deadly.",8,0.2992
Maa Vintha Gaadha Vinuma,13-11-2020,Telugu,Kamal Kamaraju,Seerat Kapoor,Sricharan Pakala,"College-goer who ogles at girls and doesn't seem to have a purpose in life. When he starts wooing one girl, a range of events follows.",5.1,0.254
O Pitta Katha,06-03-2020,Telugu,Viswant Duddumpudi,Nitya Shetty,Praveen Lakkaraju,Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,6.5,0.2927
Raahu,28-02-2020,Telugu,Aberaam Varma,Spoorthi Vedula,Praveen Lakkaraju,"Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",4.5,0.1915
Shiva 143,14-02-2020,Telugu,Sagar Sailesh,Yeisha Adaraha,Manoj Kumar Chevuri,"Shiva, a dance choreographer, is hired by the rich and arrogant Ammu for her sangeet performance. But Ammu gets in trouble when she accidentally records a murder, leaving it up to Shiva to save her life. At the same time Rubina, who had financially helped Shiva once, demands that he love her in return.",7,0.1596
Palasa 1978,06-03-2020,Telugu,Rakshith Atluri,Nakshatra,Raghu Kunche,"Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.",6.3,0.1608
Madha,13-03-2020,Telugu,Venkat Rahul,Trishna Mukherjee,Naresh Kumaran,"A proof-reader named Nisha begins dating a cinematographer called Arjun, unknowing of his devious plans for her.",3.3,0.2353
Asalu Em Jarigindhante,02-08-2020,Telugu,Mahendran,Sri Pallavi,Charan Arjun,,0,0.0974
Metro Kathalu,14-08-2020,Telugu,Rajiv Kanakala,Gayatri Bhargavi,Ajay Arasada,"Revolving around Hyderabad, a city like no other, are the lives of eight people grappling with life-changing choices as their fates entwine with each other. However, they're determined to rise above the occasion and make room for life and a little more.",0,0.2107
