Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Evaru,15-08-2019,Telugu,Adivi Sesh,Regina Cassandra,Sricharan Pakala,"When a high-ranking police officer is killed by his alleged rape victim, Sub-inspector Vikram Vasudev is entrusted with investigating what seems like an open-and-shut case. However, as he delves deeper, Vikram finds the case spiralling into a dark tale filled with unexpected surprises.",7,3.5234
Saaho,29-08-2019,Telugu,Prabhas,Shraddha Kapoor,Amitabh Bhattacharya,"A battle for power ensues as warring gangters thrive to gain possession of a ""black box"" that can make them richer than they already are, and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill.",5.9,3.0106
Rakshasudu,18-07-2019,Telugu,Bellamkonda Srinivas,Anupama Parameswaran,Ghibran,"Arun, a newly recruited sub-inspector, sets out in pursuit of a mysterious serial killer who targets young girls and murders them. After a series of murders, Arun confirms that it's being done by a psychopath with an anti-social disorder. The killer continues his spree, but Arun is no mood to stop his pursuit.",7.7,2.8928
Maharshi,09-05-2019,Telugu,Mahesh Babu,Pooja Hegde,Devi Sri Prasad,"Rishi Kumar is a billionaire and the CEO of Origins, someone who has always strived for the success he now owns. His friend Ravi needs help, how will he come through?",6.9,2.3316
Vinaya Vidheya Rama,11-01-2019,Telugu,Ram Charan,Kiara Advani,Devi Sri Prasad,"Ram is one among the five orphaned boys in Visakhapatnam, adopted by a doctor who ensures them a roof to live under, with dignity. Ram goes to any extent to protect his family and he's a handful for the baddie to handle in a time of crisis. How does Ram protect his family when they need him the most?",4,1.7338
Oh! Baby,04-07-2019,Telugu,Rajendra Prasad,Samantha Ruth Prabhu,Mickey J Meyer,"A 70-year-old woman transforms into her 24-year-old self after she's photographed at a studio, changing her life and those of the people around her forever.",6.7,1.5581
Sye Raa Narasimha Reddy,27-09-2019,Telugu,Chiranjeevi,Nayanthara,Julius Packiam,"Gwalior Fort, during the Indian Rebellion of 1857. In a moment of despair, Lakshmibai, Rani of Jhansi, encourages her men by telling them the heroic story of Uyyalawada Narasimha Reddy, a brave Telugu chieftain who took up arms in 1846 to protest against the numerous arbitrariness and crimes perpetrated by the leaders and military forces of the East India Company.",6.3,1.6383
Agent Sai Srinivasa Athreya,21-06-2019,Telugu,Naveen Polishetty,Shruti Sharma,Mark K. Robin,"Agent Sai Srinivasa Athreya is a brilliant, underrated detective from Nellore who runs an agency called FBI which sees no business. He gets more than what he asked for when a case happens to fall right into his lap out of nowhere.",7.4,1.232
Dear Comrade,26-07-2019,Telugu,Vijay Deverakonda,Rashmika Mandanna,Justin Prabhakaran,A hot-blooded student union leader falls for a state-level cricketer but his anger management issues and violent streak threatens to derail their love story .,6.9,1.7534
Jersey,19-04-2019,Telugu,Nani,Shraddha Srinath,Anirudh Ravichander,"After his career fails to take off, a gifted cricketer in his mid-thirties decides that he’s not ready to give up quite yet.",8.1,2.185
Nani's Gang Leader,13-09-2019,Telugu,Nani,Lakshmi,Anirudh Ravichander,A crime novelist is approached by a group of bereaved women to help them plot revenge against those responsible for the loss of their loved ones.,7.148,1.2888
Mallesham,21-06-2019,Telugu,Priyadarshi Pullikonda,Jhansi,Mark K. Robin,"A sixth-standard school drop-out faces many ups and downs in life when he decides to design a weaving machine to ease the plight of his mother and many like her in his village, who take up Asu work.",8,1.1985
iSmart Shankar,18-07-2019,Telugu,Ram Pothineni,Nidhhi Agerwal,Mani Sharma,A contract killer goes on the run after eliminating a target and eventually finds himself linked to a slain cop whose memory is transferred to his brain.,5,1.1731
Majili,05-04-2019,Telugu,Naga Chaitanya Akkineni,Samantha Ruth Prabhu,Gopi Sundar,Poorna fails to appreciate the blessings in his life due to his unfulfilled dream of a cricket career and a failed romance that changes him.,6.2,1.3663
Jessie,15-03-2019,Telugu,Kabir Duhan Singh,Ashima Narwal,Sricharan Pakala,"Set in an abandoned house, the film follows a team of professional ghost hunters trying to conduct a paranormal investigation to unveil the mystery of two sisters, Jessie and Amy, where Amy shows unusual mental and physical behaviour.",4.4,1.156
Mr. Majnu,25-01-2019,Telugu,Akhil Akkineni,Nidhhi Agerwal,S. Thaman,A playboy finds himself in a spot of bother when he falls in love with the right girl.,5.2,1.1217
