Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Super,20-07-2005,Telugu,Nagarjuna Akkineni,Ayesha Takia,Sandeep Chowta,"Sonu, his sister, Sasha, and their friend, Akhil, live a poor lifestyle in India. While Sasha has given her heart to Akhil, he treats her as a close friend and confidant. Times get so tough, that the trio conspire to carry out robberies, and end up doing so - quite successfully, eluding the authorities. When Sashs finds out that Akhil does not love her, she threatens to kill herself and misunderstandings break out between the three. Subsequently, they part ways, and a short time later Sonu is informed that Sasha is dead. Years later, a young woman, Dr. Sri Vidya, enters Sonu's life and he befriends her and her dad, so much so that he even aids them financially.",4.3,0.6226
Andarivaadu,04-06-2005,Telugu,Chiranjeevi,Rimi Sen,Devi Sri Prasad,"Andarivaadu (Telugu: అందరివాడు) is a 2005 Tollywood comedy film directed by Srinu Vytla. The film stars Chiranjeevi, Rimi Sen, Tabu and Prakash Raj. This movie was a hit.  Govinda Rajulu (Chiranjeevi) is a 'mesthri' who drinks a lot and lives a care-free life. His son Siddartha (Chiranjeevi), on the other hand, is a popular TV show host and is a more disciplined man — the opposite of his dad. The son gets his father married to Shanti (Tabu) to sober him.",5,0.3438
Bhageeratha,05-10-2005,Telugu,Ravi Teja,Shriya Saran,Chakri,Bhageeratha is a 2005 Telugu movie directed by Rasool Ellore. The film stars Ravi Teja and Shriya Saran in the lead roles. The film was dubbed in Tamil as Jilla. The film was dubbed in Hindi as The Return of Sikander.,5.3,0.5206
Naidu LLB,01-01-2005,Telugu,Ali Basha,Gayatri Jayaraman,S A Rajkumar,"Akash and Ashima leave for Goa to argue a case in the local court there. By the time they return to Hyderabad, a case of homicide is filed against the hero. From then on the story turns into a kind of a gripping thriller on how the hero gets out of the situation and helps book the culprits.",0,0.3489
Naa Oopiri,01-07-2005,Telugu,M. S. Narayana,Sangeetha Krish,Deepak Dev,"Naa Oopiri (transl. My breath) is a 2005 Telugu language film directed by Kanmani and starring Vadde Naveen, Sangeetha, and Anjana in the lead roles. Upon release, the film was also dubbed in Tamil.[1] This film marks the Telugu debut of Anjana, Kanmani, Deepak Dev (in his only Telugu album to date), and Suresh Urs.",0,0.3681
A Film by Aravind,09-07-2005,Telugu,Rajiv Kanakala,Sherlyn Chopra,Vijay Kurakula,"Aravind (Rajiv Kanakala) and Rishi (Rishi) are childhood buddies. They struggled together to come up in life and settle as director and hero respectively. They delivered two consecutive hits together and are in search of a script for a 3rd film. Of the scripts sent by various story writers, Aravind finds one script to be interesting. But that script was smudged with ink after 60th page (25th scene). He summons his assistant to scout for the writer and takes Rishi for story discussions on that script to his remote wooden guesthouse located few kilometers away from the city. The scenes mentioned in the script come alive. As the things get scary, Aravind wants to see what would happen in the next scene and realize that the rest of the script is smudged by ink. The rest of the story is all about what happens next.",7,0.3521
Avunanna Kadanna,06-04-2005,Telugu,Uday Kiran,Sadha,R. P. Patnaik,"To get his land from an evil landlord, Ravi impresses him with his antics. He also falls in love with Aravinda, who incidentally happens to be the landlord's granddaughter.",1.5,0.3083
Mahanandi,03-12-2005,Telugu,Sumanth,Anushka Shetty,Kriishanmohan,"A henchman, Shankar, is torn between his loyalty for his powerful leader and the love of the latter's sister.",4.7,0.317
Vennela,26-11-2005,Telugu,Sharwanand,Parvati Melton,Mahesh Shankar,"While celebrating her upcoming departure to the USA with her friends, Pavani meets Naveen (Raja). With his friends, Naveen is also celebrating receiving a visa to study in the USA. Incidentally, both get admitted to the same university.  Naveen and his friends go through culture shock and the troubles faced in studying in the US and trying for a part-time job.",6.2,0.286
Sri,03-12-2005,Telugu,Manchu Manoj,Tamannaah Bhatia,Sandeep Chowta,A young man tries to save the girl he loves and her village from a cruel landlord.,4.333,0.4983
Soggadu,31-03-2005,Telugu,Tarun,Aarthi Agarwal,Chakri,"Ravi likes Swati and helps her escape from her wedding, only to realise that she likes Chandu. He decides to sacrifice his love and unite Swati with her lover.",5.3,0.277
Danger,29-10-2005,Telugu,Sairam Shankar,Swathi Reddy,Joshua Sreedhar,"Karthik (Sairam Shankar), Satya (Allari Naresh), Ali (Abhishek), Lakshmi (Swathi) and Radhika Reddy (Shireen) are childhood friends. They set out to a farmhouse for a party to celebrate the prospective marriage of Lakshmi. On the way they collide with a police vehicle and speed away to the party happening in the outskirts of the city. The policemen in the vehicle are badly hurt and one of them takes note of the car number which hit them. The police raid the party in search of the owners of the car. Panic raises among the crowd and the group consisting of the five friends escape from the party and in process of avoiding the chasing cops.",5.7,0.3105
Political Rowdy,29-09-2005,Telugu,Mohan Babu,Charmy Kaur,Sandeep Chowta,,2,0.1454
Sada Mee Sevalo,25-03-2005,Telugu,Venu Thottempudi,Shriya Saran,Vandemataram Srinivas,"Tilak (Venu) is a mind games expert and tries to help the people in need. He, his friend (Sunil) who is a lawyer, and a former police (Mallikarjuna Rao) help the needy people who are in the public. Venu falls in love with Suryakantham (Shriya). He follows her and they both fall in love. Suryakantham has difficulty adjusting to help the people in need. Suryakantham gets kidnapped by Tilak's enemies. The rest of the movie is about how Tilak saves her.",3,0.1305
