Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Ramachari Eedo Pedda Goodachari,17-05-2013,Telugu,Venu Thottempudi,Kamalinee Mukherjee,Mani Sharma,Ramachari(venu) is has a police uncle(Brahmanandam) Venu. falls in love with heroine(kamalini mukharjee).He will have a dog that will save many people by identifying bomb.The rest of the story is all about catching the villian and marrying heroine.,0,0.9271
Shadow,26-04-2013,Telugu,Venkatesh,Taapsee Pannu,S. Thaman,"Raghurman infiltrates Nana Bhai's criminal organisation to find evidence of his wrongdoings. When Nana learns of his plans, he massacres Raghurman's family and only his son Rajaram escapes. When he grows up, Rajaram sets out to destroy Nana Bhai.",6.5,1.3835
Seethamma Vakitlo Sirimalle Chettu,11-01-2013,Telugu,Venkatesh,Anjali,Mickey J Meyer,"Seethamma Vakitlo Sirimalle Chettu revolves around a lovable family headed by Relangi . He has two sons- Vijay ""Peddodu"" and Ajay ""Chinnodu"". The unemployment of his children and the ridicule heaped on the family by relatives puts some strain on the relationships. What does he do in these circumstances is the rest of the story.",6.4,1.5501
Ramayya Vasthavayya,10-10-2013,Telugu,N.T. Rama Rao Jr.,Samantha Ruth Prabhu,S. Thaman,"Nandu, a happy-go-lucky college student falls head over heels in love with Akarsha and goes all out to woo her. But only after Akarsha falls for him does she realize that he has revenge on his mind.",4.545,1.0983
Swamy Ra Ra,29-03-2013,Telugu,Nikhil Siddhartha,Swathi Reddy,Sunny M.R.,"Surya, Bhanu and Ravi, three petty thieves, get hold of a stolen gold Vinayaka idol that is worth millions. Trouble ensues when they are chased by a greedy and dangerous goon.",5.8,0.89
Naayak,09-01-2013,Telugu,Ram Charan,Kajal Agarwal,S. Thaman,A young man and his lookalike team up to fight injustice and settle their personal scores with the evildoers.,4.6,0.6111
Balupu,29-06-2013,Telugu,Ravi Teja,Shruti Haasan,S. Thaman,"Ravi, a collection agent for a bank, learns from his friend about a man and woman who cheat gullible people. Soon, he resolves to teach the couple a lesson.",5.8,0.6388
Mirchi,08-02-2013,Telugu,Prabhas,Anushka Shetty,Devi Sri Prasad,"A man returns to his country in order, ostensibly, to reform his girlfriend's violent family, but he seems to have a strange connection and a rather dark past.",6.1,0.592
Greeku Veerudu,02-05-2013,Telugu,Nagarjuna Akkineni,Nayanthara,S. Thaman,"Chandu (Nagarjuna) is a very selfish, self made and cut throat businessman in New York who runs a successful Event Organizing Agency and is aided by his uncle Sundar (M. S. Narayana), friends Bharath (Bharath Reddy) and Maya (Meera Chopra). Chandu never believes in relationships and family bonding citing them as a mess to discard. He is always involved in romantic activities with many girls sans commitment. Maya loves Chandu but as fate would have it, She marries Kamaraju (Brahmanandam), an aged yet wealthy doctor to rob his wealth. On the advice of Chandu, she applies for divorce and gets the money from him.",4.4,0.6963
Sahasam,12-07-2013,Telugu,Gopichand,Taapsee Pannu,Sri Kommineni,"Gowtam is a guard employed by a security agency. One rainy night, he finds out that his grandfather has a treasure stashed away in Pakistan which was his place before partition happened. Srinidhi is a staunch devotee and her goal is to visit a Hindu temple which is located in Hinglaj, Pakistan. Gowtam’s treasure is located in and around that temple. Gowtam joins Srinidhi’s journey to Pakistan temple where they have a security guy (Ali) helping them. Meanwhile, Sultan takes over the Pakistan’s archeology department’s team that is searching for treasure in the same area. The rest of the story is all about how Gowtam manages to get hold of diamonds which rightfully belongs to him.",5.5,0.6417
