Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Shakti,01-04-2011,Telugu,N.T. Rama Rao Jr.,Ileana D'Cruz,Mani Sharma,"The central minister's daughter who secretly goes on a trip is targeted by some evil Egyptians who want her and a holy diamond in their custody, while a guide gets linked to the fight as he protects her from all possible dangers.",3.5,1.4282
Rajanna,12-11-2011,Telugu,Nagarjuna Akkineni,Annie,M.M. Keeravaani,"The film is set in the Nelakondapalli village of khammam district in Nizam Princely State of Hyderabad of the late 1940s. The feudal society is under the vice-like grip of an aristocratic family and its head, a Dorasani (Shwetha Menon). Mallamma (Baby Annie) is the darling of the village, who is living in perpetual humiliation. They seek solace in her songs. Brought up by Sambayya, an old man, she develops a mysterious attachment to a basil tree which is regarded as holy by the entire village.",4,1.7549
Vastadu Naa Raju,11-02-2011,Telugu,Vishnu Manchu,Taapsee Pannu,Mani Sharma,"Vastadu Naa Raju is a 2011 Indian Telugu-language action film directed by Hemant Madhukar. It stars Vishnu Manchu, who has also produced the film and Taapsee Pannu in the lead roles. While Gopal Reddy S has handled the camera, the music is composed by Mani Sharma.",5.5,1.0256
Dookudu,23-09-2011,Telugu,Mahesh Babu,Samantha Ruth Prabhu,S. Thaman,A young policeman hunts down the men who caused the accident that put his politician father into a coma.,6.6,0.9806
Virodhi,01-07-2011,Telugu,Srikanth,Kamalinee Mukherjee,R. P. Patnaik,"Political journalist Jayadev (Meka Srikanth) unearths several scams made by a politician (Ahuti Prasad) who in turn invites him to bribe him. The but idealistic Jayadev refuses to relent, and as they discuss, a group of Maoists attack the politician and kill him off and Jayadev is held as their hostage. Along with Jayadev, the group of Maoists led by Gogi (Ajay) head to their base camp in a dense forest. During the journey, their ideologies are tested; good and bad are exposed, in a dramatic way.",0,0.7147
Parama Veera Chakra,12-01-2011,Telugu,Nandamuri Balakrishna,Ameesha Patel,Mani Sharma,"Major Jayasimha (Balakrishna) is a great patriot and he is proud of his profession. With the help of a covert, he catches a terrorist Afzhal Ghani and puts him behind bars. A crooked politician gets himself kidnapped and the terrorists demand the release of Ghani from custody. Again Major enters the scene and brings back the politician along with a girl called Razia from the terrorists"" base camp. Though, he believes that Razia is the daughter of the politician, she is a member of the terrorists gang. She robs information about Ghani""s movement from Jayasimha""s personal computer and takes him away from the army custody, while he is being shifted from one jail to another.",5,0.6136
Gaganam,11-02-2011,Telugu,Nagarjuna Akkineni,Poonam Kaur,Pravin Mani,"When terrorists hijack a plane from Chennai, a struggle with the pilots damages the engine forcing them to make an emergency landing in Tirupati. NSG commando Ravi is entrusted with rescue operations.",6.2,0.8695
Panjaa,09-12-2011,Telugu,Pawan Kalyan,Sarah-Jane Dias,Yuvan Shankar Raja,"Jai, an orphan, falls into bad company after Bhagwan, a gangster, gives him shelter and hope to live. However, Jai and Munna, Bhagwan's son, fight with each other after Munna kills an innocent woman.",6.1,0.812
Badrinath,10-06-2011,Telugu,Allu Arjun,Tamannaah Bhatia,M.M. Keeravaani,"Trained by a religious martial arts guru, Badri becomes the protector of Badrinath temple and tries to revive Alakananda's faith in God, unaware of the fact that she has fallen for him.",3.9,0.6682
Pilla Zamindar,14-10-2011,Telugu,Nani,Hariprriya,V. Selvaganesh,PJ is the grandson of a wealthy zamindar and an irresponsible youngster who is spoilt by the pampering and excessive money. His grandfather writes a will with several conditions before he dies. He writes the will that PJ will inherit his entire wealth only if he completes his graduation as a common man without any luxeries. The rest of the story is all about how PJ learns about values and life as he achieves his goal.,7.1,0.669
Bejawada,01-12-2011,Telugu,Naga Chaitanya Akkineni,Amala Paul,Amar Mohile,"A fearless young man sets out to avenge his brother's death by eliminating the devious criminals responsible for the murder. In the process, he must also fight for justice and save the labourers' and students' unions from the gangster's ruthless tyranny. Will he succeed in his mission?",4,0.7674
