Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Kantri,09-05-2008,Telugu,N.T. Rama Rao Jr.,Hansika Motwani,Mani Sharma,"The opening scenes give you an indication of how the movie is going to shape up. NRI Krishna returns to his village with his wife and child to work for the upliftment of the village folk. However, when the family, along with his old father, is on its way home with the money, PR Pothuraju (Prakash Raj) betrays everyone by killing them and running away with the money, leaving his wife and son behind. Pothuraju is the head of a huge empire and is known for his nefarious connections and illegal dealings. He is supported at every step by his friend and partner Seshu (Ashish Vidyarthi). Enters our hero Kantri (Jr. NTR), who flexes his muscles, shakes his leg, and gets into Pothuraju's gang to earn money for his orphanage where he grew up (he is orphaned at a very young age). Kantri falls in love with Varalakshmi (Hansika Motwani), who is such a lucky girl that she wins a foreign trip, house, and household gadgets for her family. However, she initially does not like Kantri.  Cast",3.7,0.6213
Nachavule,19-12-2008,Telugu,Tanish Alladi,Madhavi Latha,Shekar Chandra,"Lav (Tanish) is a kind of guy whose aim in life is to ‘patao’ a girl. Like innumerable teenage boys, he just wants to experience the feeling of having a girl friend. Anu (Madhavi Latha) is a responsible teenage girl who works part-time in a coffee shop. Lav wants to love her, but she is not of that type. In an occasion, he saves Anu’s father. Impressed with him, she asks him to ask for any favor. Lav asks Anu to be his girl friend for 15 days. Anu agrees to it on certain conditions (no physical touch). In the process, the detached Anu falls in love with Lav. And Lav is more excited to flaunt his girl friend to his friends than actually caring for her. The rest of the story is all about how Lav realizes what’s true love is.",7,0.3865
Kathanayakudu,01-08-2008,Telugu,Jagapati Babu,Meena,G. V. Prakash Kumar,"Balakrishna and Ashok Kumar. Balu stops at nothing to make his friend happy. As time passes by, they take different paths, and Balu becomes a barber in a small village called Siricilla. He marries Devi and has three children and leads a happy life. Balu is a man with self-respect and honesty. His life continues the same until one day there is news that a film shooting is going to happen in a place near their village and the hero of the film is superstar Ashok Kumar.",0,0.5272
Homam,28-08-2008,Telugu,Jagapati Babu,Mamta Mohandas,Nitin Raikwar,,5,0.4858
Hero,24-10-2008,Telugu,Nithiin,Bhavana,Mani Sharma,"As per a new rule, any person can join the police force. Many people including Krishnaveni, a simple girl, and Radhakrishna join. Both fall in love too. Soon it is revealed that Krishna is a naxalite.",7.1,0.3865
Bommana Brothers Chandana Sisters,18-04-2008,Telugu,Allari Naresh,Farzana Barucha,M. M. Srilekha,"Bommana Brothers are theives whose parents are also petty robbers. They fall in love with Chandana Sisters, who are the daughters of Chandana Mohan Rao, a big businessman. The elder one Mani Chandana runs an orphanage, while the younger one Siri Chandana is highly devotional. They are engaged, but the Bommana Brothers win their hearts by pretending to be a blind Maharastrian guy who donates everything he's asked for to impress Mani Chandana and Rama Chandra pretends to be a devout and pious man singing Ramadasu songs in a Temple by hiring junior artistes to swoon that impresses Siri Chandana. They get married after a huge ordeal. But a bank manager they robbed previously, the Chandana's hired help (Suman Shetty) and a bunch of others are after the Brothers or after their property and the adventures don't stop.",4,0.4077
Nenu Meeku Telusa...?,10-10-2008,Telugu,Manchu Manoj,Sneha Ullal,Santhosh Narayanan,"Aditya (Manoj Manchu) has a strange disorder. His memory keeps refreshing every night he sleeps, but he wakes up with a blank mind every day. Only two people (his uncle and his personal doctor) know about his problem. He falls in a situation where he is accused of a murder. The rest of the story is all about how he rescues himself.",7.3,0.4672
Ashta Chamma,05-09-2008,Telugu,Nani,Swathi Reddy,Kalyani Malik,Lavanya is in love with the actor Mahesh Babu and decides to marry a man with the same name. But things take an unexpected turn when she finds out that her husband's real name is not Mahesh.,5.9,0.3545
Rainbow,03-10-2008,Telugu,Rahul Haridas,Sonal Chauhan,Nihal,"Director Aditya probably made ""Rainbow"" under the assumption that there would be a golden pot at the end of this one, based of hero Rahul's track record, but sadly that is not the case.",0,0.3528
Kalidasu,11-04-2008,Telugu,Sushanth,Tamannaah Bhatia,Chakri,"A young boy kills his parents' murderer, runs away and is brought up by a kind woman. He becomes a car thief in order to support his family. When an apparently mentally challenged woman is found hiding in one of his stolen cars, he has no idea she will change the course of his life.",3,0.2896
Raksha,19-09-2008,Telugu,Jagapati Babu,Kaveri,Bapi,"Raksha, a young girl gets possessed by black magic. Her father desperate, takes help from doctors and psychiatrists, but nothing helps. Finally, a tantrik comes to the rescue and evil fails to God.",8,0.404
Krishnarjuna,01-02-2008,Telugu,Nagarjuna Akkineni,Mamta Mohandas,M.M. Keeravaani,"Influenced by an astrologer, Pedababu fixes his sister's wedding with Arjun, an orphan, and plans to get him killed. However, Lord Krishna comes to Arjun's rescue.",5.2,0.448
Yuvatha,07-11-2008,Telugu,Nikhil Siddhartha,Aksha Pardasany,Mani Sharma,"Yuvatha is a 2008 Telugu film directed by Parasuram starring Nikhil Siddharth and Aksha Pardasany in the Lead. It was released on 7 November 2008 to Rave Reviews and was declared a Super Hit at the Box Office.  Babu (Nikhil Siddharth), an orphan brought up by his uncle and aunt believes that they swindled his property. Once when his uncle chides him, he leaves home for Hyderabad to stay with his friends, whom he trusts. Kind-hearted as he is, Babu believes that life is to be happy and make others happy. Babu meets Baby (Aksha Pardasany) accidentally and they become good friends. Whenever she is lonely, Babu along with his three friends, a software engineer, a security guard and an assistant film director cheer her up. Once during her birthday, some goons tease Baby and Babu thrashes them. Later they settle scores with Babu, but his friend, the assistant director, suffers grievous injuries.",7,0.2944
Appu Chesi Pappu Koodu,04-07-2008,Telugu,Rajendra Prasad,Madhumita Krishna,Vandemataram Srinivas,The film deals with how the middle-class families are getting cheated in the hands of gullible people.,0,0.2512
Nagaram,06-03-2008,Telugu,Srikanth,Kaveri Jha,Chakri,"Right runs a gang and also works as a sidekick and right-hand man to big don Kaasim Bhai, Kaasim uses Right and his gang as professional killers whenever required.",0,0.2202
Andamaina manasulo,14-02-2008,Telugu,Sunil Varma,Remya Nambeesan,R. P. Patnaik,"Tushar, a young man, falls in love with his classmate, Sandhya, who harbours feelings for him but ends up marrying someone else. Meanwhile, Tushar's friend, Bindu, finds herself attracted to him.",0,0.1866
