Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Adhurs,13-01-2010,Telugu,N.T. Rama Rao Jr.,Nayanthara,Devi Sri Prasad,"Twin brothers who are separated at birth receive different upbringing. After they grow up, they chance upon each other when one of them gets kidnapped by hoodlums.",5.9,4.1035
Darling,23-04-2010,Telugu,Prabhas,Kajal Agarwal,G. V. Prakash Kumar,"Prabha prepares to meet Nandini, his childhood friend, at a reunion party organised by his father. However, things take a turn when Nisha, a gangster's daughter, falls in love with him.",6.3,2.0408
Shambo Shiva Shambo,14-01-2010,Telugu,Ravi Teja,Priyamani,Sundar C. Babu,"Santosh, the son of a politicians, is in love with his family’s arch rival's daughter. Karunakar, Malli, and Chandu are his friends who sacrifice their dreams to help the two lovers unite. Ten days later, the married lovers give them a shock.",6.8,1.4221
Golimaar,27-05-2010,Telugu,Gopichand,Priyamani,Chakri,"Gangaram (Gopichand), an orphan raised by M.S. Narayana always craves to be a Police Officer and he becomes one. His intensity, dedication and straight forwardness gains him respect from his seniors and soon he starts running a cell that specializes in killing the gang members of two gangs – Talwar Gang and Khaled Gang. How does this honest police officer try to get on top of these gangs forms the rest of the story.",6.9,1.0535
Nagavalli,16-12-2010,Telugu,Venkatesh,Richa Gangopadhyay,Gurukiran,"After a family member receives a Nagavalli/Chandramukhi's portrait as a prize in the Nagavalli Dance competition, various characters start having abnormal experiences. In order to save themselves and unfold the mystery, the family looks to Ramachandra Acharya and Dr. Vijay.",5.8,1.4631
Bindaas,05-02-2010,Telugu,Manchu Manoj,Sheena Shahabadi,Bobo Shashi,"Bindaas (Telugu: బిందాస్) is a 2010 Telugu action film directed by Veeru Potla. The film stars Manoj Manchu and Sheena Shahabadi in the lead roles. Music of the film was launched on 9 November 2009. The movie released on February 5, 2010. On March 27, 2010 it had completed 50 Days in cinema halls. It is reported to have made over INR14 crores worldwide. It was dubbed and released in Malayalam as Happy 2 Happy.",6,1.0689
Orange,25-11-2010,Telugu,Ram Charan,Genelia D'Souza,Harris Jayaraj,"A young man falls in love with a girl but has to keep lying to make her happy. Unable to continue, he tells her that it cannot go on and breaks up with her.",6.3,0.6621
Kalyan Ram Kathi,12-11-2010,Telugu,Kalyan Ram,Sana Khaan,Mani Sharma,A football player unleashes his rage when his sister goes missing one day is found married to a man harassing her.,4.8,0.5068
Simha,30-04-2010,Telugu,Nandamuri Balakrishna,Nayanthara,Chakri,The film starts with the story of the younger Bala Krishna (Srimannarayana) working as a college professor. As usual the best looking girl of the college (Janaki played by Sneha Ullal) falls in love with Srimannarayana (the monkish protector of justice); reasons for that are comprehendible only by someone who had seen enough Telugu films (Bala Krishna films in particular). As the first half progresses the screenplay tells us that Janaki’s and Srimmanarayna’s pasts are related and the flashback starts occupying the screen. The daddy Bala Krishna with Nayanatara next to him and Kota Srinivas Rao playing the bad guy in a war between good and evil about the welfare of the region is the film’s flashback,5.1,0.6786
Namo Venkatesa,14-01-2010,Telugu,Venkatesh,Trisha Krishnan,Devi Sri Prasad,Venkata Ramana (Venkatesh) is a ventriloquist. He goes along with the troop of artists to perform for a local Telugu association in Europe. Paris Prasad (Brahmanandam) is a tour organizer in Europe. He enjoys making people around bakras. Pooja (Trisha) is the niece of Prasad. Venkata Ramana falls in love with her. Prasad realises that only way to make Ramana bakra is to tell him that Pooja loves him too. Pooja is the daughter of a rich factionist in Rayalaseema and she is forced to return back in the middle. Her marriage is fixed with a guy she doesn’t like. The rest of the story is all about how Prasad conspires with Ramana to rescue Pooja.,4.4,0.7164
Ragada,23-12-2010,Telugu,Nagarjuna Akkineni,Anushka Shetty,S. Thaman,A local village rowdy arrives in the city to earn money by any means and participates in a brawl between two rivals that brings him to their attention.,4.8,0.8212
Khaleja,07-10-2010,Telugu,Mahesh Babu,Anushka Shetty,Mani Sharma,"A village is struck by an unknown disease, decimating its population. The village priest prophecies that god's avatar will save them. Siddha goes searching and finds this supernatural potential in Seeta Rama Raju, a cab driver.",6.9,0.9935
Vedam,04-06-2010,Telugu,Manchu Manoj,Anushka Shetty,M.M. Keeravaani,"Five people from varied strata of society – a slum dweller who works as a cable operator, a runaway prostitute, a desperate woman drowning in debt, a rising musician, and a grief-stricken Muslim man – end up together in the same hospital, at a time when it is attacked by terrorists.",7.3,0.756
Ye Maaya Chesave,26-02-2010,Telugu,Naga Chaitanya Akkineni,Samantha Ruth Prabhu,A.R. Rahman,An aspiring Hindu director falls in love with a Christian girl whose parents disapprove of their impending relationship.,6.8,0.7941
Leader,19-02-2010,Telugu,Rana Daggubati,Priya Anand,Mickey J Meyer,"Upon the death of his father, Arjun Prasad campaigns to become the CM of Andhra. He hopes to eradicate corruption from Indian Politics.",6.1,0.7164
Brindavanam,14-10-2010,Telugu,N.T. Rama Rao Jr.,Kajal Agarwal,S. Thaman,"Indu makes her boyfriend Krishna act like her friend Bhoomi's lover so that her family will stop searching for a groom. However, their lives takes a turn when Bhoomi falls in love with Krishna.",6.6,0.8643
Rama Rama Krishna Krishna,12-05-2010,Telugu,Ram Pothineni,Priya Anand,M.M. Keeravaani,"Rama Rama Krishna Krishna (Telugu: రామ రామ కృష్ణ కృష్ణ) is a 2010 Telugu language film that stars Ram, Priya Anand and Bindu Madhavi in the lead role, whilst prominent actors Arjun Sarja, Nassar, Brahmanandam and Gracy Singh play pivotal roles. This film, directed by Srivas (Lakshyam fame) and produced by noted producer, Dil Raju, released on May 12, 2010. The film got dubbed into Tamil later as Gandhipuram and released on December 24, 2010.",5.2,0.5638
Bheemili Kabaddi Jattu,09-07-2010,Telugu,Nani,Saranya Mohan,V. Selvaganesh,"The entire story unfolds in a remote village near Vizag called Bheemli. What begins as a soft romance between a poor lad Suri (Nani) and a young girl (Saranya Mohan) who comes to the village soon takes a turn. Suri, along with his childhood friends, yearns to win a Kabaddi tournament. They're known for never managing to win a tournament.  They manage to find themselves by chance in a State-level tournament, expected to be knocked out in the very first round. But the bunch of young men who share different thoughts and ideas, with the help of a professional kabbadi coach, emerge as winners. As they proceed, many difficulties are encountered such as Suri having a shoulder dislocation during a match. However, they win all their remaining games and progress to the final. However, during this time, gangsters are searching for Suri.",8,0.5268
Maryada Ramanna,23-07-2010,Telugu,Sunil Varma,Saloni Aswani,M.M. Keeravaani,Ramu returns to his hometown to sell a piece of land he owns and falls in love with a young woman only to find out that her parents want him dead.,7,0.5997
