Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Geetha Govindam,15-08-2018,Telugu,Vijay Deverakonda,Rashmika Mandanna,Gopi Sundar,"Vijay Govind, a young college lecturer who dreams of marriage falls for Geetha, a level-headed woman who's wary of strangers and isn't easy to convince. While things seem to go smoothly, Vijay makes a terrible mistake which not only derails any hope for his love story, but also potential repercussions with his family.",6.8,4.5475
Mahanati,09-05-2018,Telugu,Dulquer Salmaan,Keerthy Suresh,Mickey J Meyer,"Mahanati depicts the life and career of one of Telugu cinema's greatest and most iconic starlets, the first Indian female super star, Savitri.",7.5,2.4698
Bharat Ane Nenu,20-04-2018,Telugu,Mahesh Babu,Kiara Advani,Devi Sri Prasad,"Bharat, a graduate raised in London clueless about the future becomes the Chief Minister of Andhra Pradesh due to the circumstances. New to India and with no political knowledge he learns the ropes quickly and governs efficiently. However, while he endears himself to the crowd, he makes enemies out of the political class, including his own party members who create trouble for him and try to stop him from bringing in changes in the society.",6.5,1.5136
Aravindha Sametha,11-10-2018,Telugu,N.T. Rama Rao Jr.,Pooja Hegde,S. Thaman,A young scion of a powerful family with a long history of violence decides to put an end to the bloodshed which leads him to a path of self discovery.,7.2,1.4439
Naa Peru Surya - Naa Illu India,27-04-2018,Telugu,Allu Arjun,Nadhiya,Vishal Dadlani,"Despite having serious anger management issues, Surya, an Indian Army officer is a brilliant officer but when anger takes control of him he is impossible to subdue. In spite of this issue, he achieves his goal of serving the country by overcoming the hurdles.",6.2,1.6016
Kavacham,07-12-2018,Telugu,Bellamkonda Srinivas,Kajal Agarwal,S. Thaman,"After being framed for a kidnapping, an honest cop races against time to clear his name and catch the conspirator.",5.5,1.5208
Bhaagamathie,26-01-2018,Telugu,Jayaram,Anushka Shetty,S. Thaman,"Accused of murdering her husband, IAS officer Chanchala, is taken to a haunted house called Bhaaghamathie Bungalow, where police and CBI officials interrogate her to dig up dirt on a politician she had worked under. As she's left alone in the haunted house, spirits take control of her and IAS Chanchala transforms into an unrecognisable person. How this impacts her and everyone around her forms the crux of the story.",5.9,1.4763
Rangasthalam,29-03-2018,Telugu,Ram Charan,Samantha Ruth Prabhu,Devi Sri Prasad,Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.,7.029,1.5894
Tholi Prema,09-02-2018,Telugu,Varun Tej,Raashii Khanna,S. Thaman,Aaditya  is an impulsive individual who takes decisions spontaneously and is unafraid to speak his mind. The love of his life Varsha is his extreme opposite — she chooses not to let her emotions control her actions or words. Will these two differing individuals ever make their relationship work?,7,1.6941
Hello Guru Prema Kosame,18-10-2018,Telugu,Ram Pothineni,Anupama Parameswaran,Devi Sri Prasad,"After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",6.2,1.2326
Nela Ticket,24-05-2018,Telugu,Ravi Teja,Malavika Sharma,Shakthi Kanth Karthick,"A carefree young man is forced to alter his life due to a shocking event that takes place in his life. He fights against an evil, corrupt politician to get justice for the society.",4.5,1.2988
Taxiwala,01-06-2018,Telugu,Vijay Deverakonda,Priyanka Jawalkar,Jakes Bejoy,"A job monger, Shiva who ends up as a taxiwala only to realise his ride is a beyond what anyone can expect.",5.8,1.4331
Agnyaathavaasi,09-01-2018,Telugu,Pawan Kalyan,Keerthy Suresh,Anirudh Ravichander,A billionaire Govinda Bhargav and his son are murdered with the aim of a hostile takeover of their company. But what his enemies do not know is that he has an heir that no one knows of.,3.9,1.5381
Touch Chesi Chudu,02-02-2018,Telugu,Ravi Teja,Raashii Khanna,JAM 8,"The film revolves around a police officer called Karthikeya (Ravi Teja), who struggles to maintain a balance between his personal and professional life. Until one incident changes his life forever.",5.5,1.1792
Padi Padi Leche Manasu,21-12-2018,Telugu,Sharwanand,Sai Pallavi,Vishal Chandrasekhar,A young couple navigates through the highs and lows of a budding relationship.,6.4,1.068
Awe!,16-02-2018,Telugu,Priyadarshi Pullikonda,Kajal Agarwal,Mark K. Robin,"‘Awe’ charts the journey of a motley of characters that have nothing to do with each other but are yet connected by a single, fragile string. Who are these people and what about their lives connect them to each other is what the film is all about.",7,1.2782
Savyasachi,02-11-2018,Telugu,Naga Chaitanya Akkineni,Nidhhi Agerwal,M.M. Keeravaani,"A twin brother of the protagonist is absorbed due to Vanishing Twin Syndrome and controls his left hand. When his life is threatened, the twin brother that never existed protects him like a shield.",5.3,1.1231
