Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Andhrawala,01-01-2004,Telugu,N.T. Rama Rao Jr.,Rakshita,Chakri,"Shankar, leader of a labour union, is killed by a mafia don. His son Munna, who is raised by the slum dwellers, is unaware of his past. However, his enemies identify him and attempt to kill him.",3.2,1.3161
Naa Autograph Sweet Memories,11-08-2004,Telugu,Ravi Teja,Bhumika Chawla,M.M. Keeravaani,"Naa Autograph is a 2004 Tollywood film directed by S. Gopal Reddy. The film stars Ravi Teja as the protagonist, with Bhumika Chawla, Gopika, Mallika and Prakash Raj playing other important roles.",6.6,1.4954
Sye,26-09-2004,Telugu,Nithiin,Genelia D'Souza,M.M. Keeravaani,"The story is set in the backdrop of a college that is riven by two groups led by Prithvi and Shashank. Though there is nothing malicious between the groups, they just can't see eye to eye on anything. The only thing common between the two are their abiding passion for rugby. Whenever a problem crops between the two, it is usually settled with a bitter scrum on the rugby field. As it happens, the college land falls into the hands of a local dadha Bikshu Yadav. This is good enough reason for the two groups to forge a common identity and fight for the land. Prithvi and Shashank bury the hatchet and get back the land. This is too much of a bitter pill for the dadha to swallow. And so he dares the students for a rugby match with his own group.",6.1,1.3867
Aarya,07-05-2004,Telugu,Allu Arjun,Anuradha Mehta,Devi Sri Prasad,"Aarya is a happy-go-lucky young man who goes to college. When he falls in love with Geetha at first sight, he proposes to her - in front of her boyfriend Ajay, who recently also proposed to her. She bluntly refuses, but ...",6.5,0.9742
Venky,26-03-2004,Telugu,Ravi Teja,Sneha,Devi Sri Prasad,"Venky is headed to Hyderabad to join the police force. However, he ends up embroiled in a double murder on the train. When he joins the academy, he realises that their boss is the murderer.",6.3,0.9056
Puttintiki Raa Chelli,01-04-2004,Telugu,Arjun Sarja,Meena,S A Rajkumar,"Sivanna (Arjun) and Lakshmi (Swati) are siblings. Their parents die when they were kids. Sivanna took the entire responsibility of raising his sister. Lakshmi falls in love with Ajay (Srinath). Sivanna marry off his sister to Ajay. But Ajay's family member is against to this marriage. When Ajay leaves abroad for an assignment, family of Ajay plots a conspiracy on Lakshmi and accuses her of having an extramarital affair with the car driver.Ajay believes in his mother and starts abusing Lakshmi. When Sivanna comes to know about it, he offers to take her back to his home. But she refuses. The rest of the film is all about how Sivanna finds out evidence to prove the innocence of his sister.",3,0.649
Anand,15-10-2004,Telugu,Anish Kuruvilla,Kamalinee Mukherjee,K M Radha Krishnan,"A rich guy falls in love with an independent and strong-minded girl, and moves into her simple neighborhood to earn her love.",6.4,0.6961
Madhayanam Hathya,01-09-2004,Telugu,J. D. Chakravarthi,Aamani,Shailendra Swapnil,A Police Inspector is assigned to investigate the case of the dead woman whose body is recovered from a lake. The cop checks if this matter can be linked with a missing persons' report filed by a film editor Ravi kumar J. D. Chakravarthy and his father-in-law.,5,0.5735
Gudumba Shankar,10-09-2004,Telugu,Pawan Kalyan,Meera Jasmine,Mani Sharma,"Gudumba Shankar falls in love with Gowri and finds out that she is being forced to marry Kumar Swamy, a gangster.  Shankar tricks Kumar Swamy and gets married to Gowri.",5,0.7765
Shankar Dada MBBS,15-10-2004,Telugu,Chiranjeevi,Sonali Bendre,Devi Sri Prasad,"Shankar Dada is a local goon who sets out to fulfill his parents' dream of him being a doctor. With help from his sidekick ATM, he enrolls himself in medical college and drives the principal and his daughter Dr. Sunitha up the wall.",5.9,0.6932
Samba,12-06-2004,Telugu,N.T. Rama Rao Jr.,Genelia D'Souza,Mani Sharma,Samba and Pasupathi vie for each other's blood due to an old family feud. Samba wishes to further his dad's dream of making education available to all but Pasupathi stands in his way.,4.4,0.6252
Mass,23-12-2004,Telugu,Nagarjuna Akkineni,Jyothika,Devi Sri Prasad,"Mass, an orphan, bonds well with his landlord's son, Adi, who is in love with a mafia head's daughter. Attempting to separate the lovers, the gangsters kill Adi and Mass sets out to seek revenge.",6.2,0.6375
Naani,14-05-2004,Telugu,Mahesh Babu,Ameesha Patel,A.R. Rahman,"An impulsive youngster, who is furious with his mother, seeks assistance from a scientist for a way to become an adult overnight. His wish is granted and he begins look like a 28-year-old man. How will he deal with the complexities of adulthood? How will his relationship with his mother evolve?",5.4,0.6786
Arjun,18-08-2004,Telugu,Mahesh Babu,Shriya Saran,Mani Sharma,A young man risks his life to guarantee his twin sister's happiness and protect her from murderous in-laws.,5.4,0.5076
Aa Naluguru,09-12-2004,Telugu,Rajendra Prasad,Aamani,R. P. Patnaik,"This film is a tale of a willing loser, a good everyday guy who constantly sticks to his principles, fails, and finally takes a drastic step when his family urges him to sacrifice everything he stands for,to give his children what they want.",6.6,0.378
Donga Dongadi,06-08-2004,Telugu,Manchu Manoj,Sadha,Dhina,"A reckless young boy loses his father's trust after getting involved in eve-teasing. To prove that he is a responsible son, he leaves his house in search of a job and falls for the girl he had harassed.",4,0.5045
Konchem Touchlo Vunte Cheputanu,04-12-2004,Telugu,Sivaji Sontineni,Archana,Chakri,Story of the film is simple. It is about a man who falls in love with a woman. That woman buys time till the climax of the film to get the time going. An element of crime is added with Prakash Raj character. The crime element got diluted and the love thread is not convincing enough.,0,0.4528
Anji,15-01-2004,Telugu,Chiranjeevi,Namrata Shirodkar,Mani Sharma,"The Aatmalingam of the Himalayas possesses enormous divine powers. Once every 72 years, the Akasa Ganga from the sky flows into Aatmalingam. Those who drink Akasa Ganga 's holy water become immortal and gain supernatural powers.",5,0.5272
Varsham,14-01-2004,Telugu,Prabhas,Trisha Krishnan,Devi Sri Prasad,"Venkat and Sailaja meet on a train and fall in love. But Sailaja's father disapproves of their relationship and decides to marry her off to Bhadranna, a ruthless landlord, who is obsessed with her.",6,0.5965
Yagnam,02-07-2004,Telugu,Gopichand,Jhansi,Mani Sharma,"Seenu (Gopichand) is a loyal servant and a right-hand of faction leader Reddeppa (Devaraj). He and Sailaja (Sameera Benarjee) - daughter of Reddeppa - grew together. Nayudamma (Raj Kumar) is an arch rival of Reddeppa. Factional feuds between them have resulted in loss of number of lives among their groups. When Reddeppa realizes that his daughter and Seenu are in love, he swings into action by trying to kill Seenu. Rest of the story is all about how Seenu secures the hand of Sailaja and how he unites the forces of followers in both the warring groups to teach their masters (Reddeppa and Nayudamma) a lesson or two!",5,0.4023
