Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Devara : Part 1,26-09-2024,Telugu,N.T. Rama Rao Jr.,Shruti Marathe,Anirudh Ravichander,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.",6.963,34.2062
Pushpa 2 - The Rule,04-12-2024,Telugu,Allu Arjun,Rashmika Mandanna,Devi Sri Prasad,"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.",6.7,9.5486
Kalki 2898-AD,26-06-2024,Telugu,Amitabh Bachchan,Deepika Padukone,Santhosh Narayanan,"In the year 2898 AD, around 6000 years after Kurukshetra war, Ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and Bhairava, a wisecracking and self-interested bounty hunter, tired of the perilous life becomes the hurdle in the process.",6.4,8.5881
The Family Star,04-04-2024,Telugu,Vijay Deverakonda,Mrunal Thakur,Gopi Sundar,"Govardhan, a devoted architect from Hyderabad, juggles supporting his extended family while seeking a partner who understands his commitments. When he discovers Indu thesis on his family, he challenges her, leading to unexpected twists as they navigate misunderstandings and eventually find love amidst sacrifice and understanding",4.5,6.1888
Lucky Baskhar,30-10-2024,Telugu,Dulquer Salmaan,Meenakshi Chaudhary,G. V. Prakash Kumar,A cash-strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,7.5,4.2223
Hanu-Man,11-01-2024,Telugu,Teja Sajja,Amritha Aiyer,Krishna Saurabh,"In a small village, Hanumanthu, a petty thief, finds a mysterious gem, that gives him god-like powers. Will he succeed in keeping these powers from falling into the wrong hands and save his village?",6.4,3.5106
Guntur Kaaram,11-01-2024,Telugu,Mahesh Babu,Sreeleela,S. Thaman,"Years after his mother left him and remarried, Ramana is asked to sign documents denying any relations with his mother, but he refuses and demands answer to why his mother left him.",5.8,2.8656
Eagle,08-02-2024,Telugu,Ravi Teja,Anupama Parameswaran,Davzand,"A journalist pieces together the story of Eagle, a former professional sniper who falls in love with Rachana, and on a mission to redeem himself by working towards eradicating illegal arms from this world.",5.429,2.6721
Gaami,08-03-2024,Telugu,Vishwak Sen,Harika Pedada,Naresh Kumaran,"Shankar is a wounded, reluctant and reclusive aghora on a quest to find the cure for his very rare human condition – the one that will be cured, only when he can confront and conquers the haunting ironical questions of his life.",6.6,2.6633
KA,31-10-2024,Telugu,Kiran Abbavaram,Nayan Sarika,Sam C S,"Set in 1970s Abhinaya Vasudev, an orphaned and happy-go-lucky postman, treats the Krishnagiri village populace as his extended family. When several women missing and Vasudev’s loved one is nearly abducted, he is determined to find answers.",6.7,1.923
Saripodhaa Sanivaaram,29-08-2024,Telugu,Nani,Priyanka Arul Mohan,Jakes Bejoy,"Set in Sokulapalem, bound by a promise to his mother, Surya, an LIC agent leads a normal life on six days, maintains a careful ledger of everyone made him angry,unleashing his anger only on Saturdays, solely for justifiable reasons. A tragic incident pits him on a collision course with the ruthless and borderline-manic cop Daya.",6.8,1.7126
Matka,14-11-2024,Telugu,Varun Tej,Meenakshi Chaudhary,G. V. Prakash Kumar,"Set between the years 1958 and 1982, Matka tells the story of Vasu, who rises from poverty to create a powerful gambling empire in India, ultimately leading the nation into a battle with the government. Based on real events, the tale explores themes of love, moral choices, and the consequences of ambition.",5.2,1.7696
Love Me If You Dare,25-05-2024,Telugu,Ashish Reddy,Vaishnavi Chaitanya,M.M. Keeravaani,"Arjun falls in love with Divyavathi who turns out to be a ghost, and sets out on a journey to uncover the truth about Divyavathi's spectral existence, learning valuable lessons about love, acceptance, and empathy along the way.",4,1.3468
Purushothamudu,26-07-2024,Telugu,Raj Tarun,Hassini Sudhir,Gopi Sundar,"Rachit Ram, heir to a multi-billion-dollar corporate conglomerate, sets off on his journey to fulfill a daunting challenge of living like a commoner for 100 days in the middle of nowhere with absolutely no money and privileges, while his aunt and cousin brother conspire together to make him fail his challenge.",0,1.2036
Double iSmart,15-08-2024,Telugu,Ram Pothineni,Kavya Thapar,Mani Sharma,"Big Bull, a notorious assassin, wants to achieve immortality by transferring his memories to ""iSmart"" Shankar, who already has another's person's memories, leading to the intense confrontation between Shankar and Big Bull.",4.917,1.1004
Prathinidhi 2,10-05-2024,Telugu,Nara Rohith,Indraja,Mahati Swara Sagar,"Sequel of 2014's Political Drama ""Prathinidhi"".",0,0.8465
Satyabhama,07-06-2024,Telugu,Naveen Chandra,Kajal Agarwal,Sricharan Pakala,"ACP Satyabhama confronts her haunted past, diving into a high-stakes investigation to find a missing man. As she unravels dark secrets in various towns cloaked in shadows, redemption hangs in the balance. Will she triumph over the past or be consumed by its shadows?",5.5,1.0484
