Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Heart Attack,31-01-2014,Telugu,Nithiin,Adah Sharma,Anup Rubens,"A romantic drama which aims to allure the urban crowd, stars Nithiin Reddy and Adah Sharma. With a tagline `I need one hour kiss to burn 300 calories` - that suggests the film is high on romantic quotient",4.4,0.5272
Power,12-09-2014,Telugu,Ravi Teja,Hansika Motwani,S. Thaman,"Ravi Teja plays a young man desperate to become a police officer, who becomes embroiled in a plot to pose as his lookalike in order to re-capture an infamous thug from rogue cops. The film revolves around two similar looking people, Baldev Sahay - a corrupt ACP in Kolkata and Tirupathi - a person aspiring to become a police officer in Hyderabad. The home minister of Kolkata recruits Tirupathi to play as Baldev to catch a gangster rescued by Baldev. Rest of the story is all about why Baldev became a corrupt cop and how Tirupathi executed the unfinished mission of Baldev.",5.4,0.6338
Oohalu Gusagusalade,20-06-2014,Telugu,Naga Shaurya,Raashii Khanna,Kalyani Malik,"Venky, who aspires to become a newsreader, must face the challenges posed by his boss, Uday. Things get worse when Uday seeks Venky's help to woo a girl in return for his desired post.",6.6,0.5155
Legend,28-03-2014,Telugu,Nandamuri Balakrishna,Sonal Chauhan,Devi Sri Prasad,"Krishna, who lives in Dubai, falls in love with Sneha. He comes to India to seek the blessings of his grandmother, unaware that don Jeetendra's gang is seeking revenge.",5.5,0.5541
Mukunda,26-12-2014,Telugu,Varun Tej,Pooja Hegde,Mickey J Meyer,"Set in a small town in Andhra Pradesh, the film revolves around a youngster, Mukunda, who challenges the domination of the Municipal Chairman and the rest of the story is about how he ends up inspiring everyone around him.",6.8,0.9007
Autonagar Surya,07-02-2014,Telugu,Naga Chaitanya Akkineni,Samantha Ruth Prabhu,Anup Rubens,"Surya, a juvenile offender, completes his education in prison and upon release embarks on his dream project. However, he has to overcome numerous obstacles to turn his dream into a reality.",4.6,0.4398
Chandamama Kathalu,25-04-2014,Telugu,Kishore,Lakshmi Manchu,Mickey J Meyer,"Chandamama Kathalu is an upcoming Telugu anthology film directed by Praveen Sattaru and produced by Chanakya Bhooneti.The film has eight sub-stories revolving around love.The lives of the central characters in the sub-plots get intertwined with each other.Lakshmi Manchu, Aamani, Naresh, Krishnudu, Chaitanya Krishna, Abhijeet, Naga Shaurya, Vennela Kishore, Amitha Rao and Richa Panai play the lead roles.[4] Mickey J Meyer composed the music.The shooting was wrapped up in December 2013.",7.5,0.4738
Ice Cream 2,21-11-2014,Telugu,J. D. Chakravarthi,Gayatri Gupta,Satya Kashyap,Fate of a short film crew vs burglar crew who just robbed a bank.,5,0.48
Drushyam,11-07-2014,Telugu,Venkatesh,Meena,Sharreth,"Rambabu, a cable operator, lives with his beloved wife Jyothi and two daughters. One day, his family inadvertently gets involved in a grave crime and he must go to great lengths to protect them.",7.9,0.6263
Avatharam,18-04-2014,Telugu,Richard Rishi,Radhika Kumaraswamy,Ghantadi Krishna,"When Karkotakudu, a monster, attempts to destroy Earth to take control of the planet, Rajeshwari, a devotee of Goddess Akkamma, decides to fight the behemoth.",2.8,0.2878
Amrutham Chandamama Lo,17-05-2014,Telugu,Srinivas Avasarala,Dhanya Balakrishna,Sri Kommineni,"Based on a beloved telugu sitcom  ""Amrutham"".  When a company called RTC - Rocket Travel Company is launched to take people to moon, Amrutham and Anji decide to do business on Moon by selling all their earthly assets. Anji takes the responsibility of marrying off a couple who have dangerous parents. Rest of the story is all about their business venture on the moon and how they marry off the couple.",5,0.4343
Rough,28-11-2014,Telugu,Aadi Saikumar,Rakul Preet Singh,Mani Sharma,A Telugu film directed by C. H. Subba Reddy.,4.5,0.3558
Hum Tum,14-02-2014,Telugu,Dharmavarupu Subramanyam,Simran Choudhary,Mahathi S.,"Pallavi falls in love with a man who does not share her feelings. Determined to not let go of her hope that sincerity in love will always bring two people together, Pallavi overcomes many obstacles to impress the guy she loves most.",0,0.2202
Lakshmi Raave Maa Intiki,05-12-2014,Telugu,Naga Shaurya,Avika Gor,K M Radha Krishnan,"Lakshmi Raave Maa Intiki, one expected a hat trick of sorts. About 30 minutes after a breezy start, the director makes",5,0.3918
Nee Jathaga Nenundali,22-08-2014,Telugu,Sachiin Joshi,Nazia Hussain,Jeet Gannguli,Nee Jathaga Nenundali is a Telugu romantic musical drama film directed by Jaya Ravindra. It the official remake of the Bollywood blockbuster romantic film Aashiqui 2.,0,0.3362
Brother of Bommali,08-10-2014,Telugu,Allari Naresh,Karthika Nair,Shekar Chandra,"Twin siblings Lakshmi and Ramu have contrastive personalities. Ramu is tender-hearted and ready to compromise on any issue at home. Lakshmi, however, is rebellious and grows up to be tomboyish. Ramu falls in love with a girl and wants to get married to her. When his family rejects his decision and want their daughter to marry first, Ramu sets on a mission to unite his twin with her love.",5,0.5618
Maaya,01-08-2014,Telugu,Harshvardhan Rane,Avantika Mishra,Shekar Chandra,"Meghana is a TV journalist who has a rare gift of extra-sensory perception (ESP). One day, she meets Siddharth Varma, a fashion designer, for an assignment and slowly, they start getting closer. Soon, she discovers that Siddharth has a dark past and rest of the story is about how she unravels the mystery.",0,0.3486
Galipatam,08-08-2014,Telugu,Aadi Saikumar,Erica Fernandes,Bheems Ceciroleo,"Karthik is married to Swathi and both of them are unhappy. Karthik has a lover before marriage with whom he has differences which results in him marrying Swathi. Swathi doesn’t believe in marriage, hence she rejects a guy before marriage. Karthik and Swathi make a decision to part their ways amicably as the official divorce might take an year. The rest of the story is all about whether they follow their heart or continue their marriage of convenience.",5,0.3418
Hrudaya Kaleyam,04-04-2014,Telugu,Sampoornesh Babu,Kavya Kumar,R.K,"Hrudaya Kaleyam is a 2014 Telugu action film directed by Steven Shankar on Amrutha productions and VSS Creations banners jointly which stars debutantes Sampoornesh Babu, Kavya Kumar and Ishika Singh in the lead roles. R.K. composed the music while Russel Carpenter Jr. handled the cinematography. The film revolves around Sampoornesh, a petty thief who robs parts in electronic shops and why he robs electronic shops and departmental stores. Movie was released in 155 centres including Bengaluru.The movie was considered a hit at Box Office. Since the budget was very low, this movie is considered to be one of the highest grossing low budget movies.",3.5,0.2343
Kshatriya,01-01-2014,Telugu,Srikanth,Annapoorna,Vishwa,"London-born Madhu (Kunkum) comes to India to settle down here. With the help of her relatives, she manages to uprise her house. Dawood (Jaya Prakash Reddy) appoints Srikanth to follow Madhu. Meanwhile, her grandfather (Kota Srinivas Rao) plans to kill Madhu by kshudra Pooja. Due to which Madhu faces hard time in her home. As she doesn’t believe in these kind of incidents, she meets up with a psychiatrist (Rao Ramesh) where she finds out some interesting facts about the incidents happening around her. Will Srikanth help her? Who is Dawood? Why did Madhu’s Grandfather plan to kill her forms the rest of the storyline.",4.5,0.1993
Dikkulu Choodaku Ramayya,10-10-2014,Telugu,Naga Shaurya,Sana Makbul,M.M. Keeravaani,Gopala Krishna (Ajay) is a 40 year old man who has got married at an early age. He falls in love with an young aerobic instructor Samhitha (Sana Maqbool). He helps her out and wins her trust. He gets close to her heart. His son Madhu (Naga Shourya) is a college student and he likes Samhitha (an elder by 2 years) without knowing that his father is in love with her. Rest of the story is all about what happens when he comes to know that his father is in love with Samhita and consider marrying her.,5,0.174
Love You Bangaram,24-01-2014,Telugu,Rahul Haridas,Shravya,Mahith Narayan,"Love You Bangaram is a 2014 Telugu language adult romantic drama film directed by Govi. It is produced by Maruthi Films. The film has Rahul Haridas, Shravya in the lead roles.[1][2] The music director is Mahith Narayan, younger brother of noted Tollywood music director, Chakri.",0,0.1926
Green Signal,30-05-2014,Telugu,Chammak Chandra,Anandhi,Jeevan Babu,Telugu film from director Vijay Maddhala.,0,0.1271
Emo Gurram Egaravachu,25-01-2014,Telugu,Sumanth,Savika Chaiyadej,M.M. Keeravaani,Emo Gurram Egaravachu is a 2013 Telugu romantic comedy directed by Chandra Siddhartha. It is also known by its abbreviation EGE. It features Sumanth and Pinky Sawika Chaiyadech in the lead roles.,0,0.2565
Paathshala,10-10-2014,Telugu,Nandu Vijay Krishna,Anupriya Goenka,Rahul Raj,"A group of friends nearing the end of their graduation decide to visit each other's native places. On their journey, they have adventures and spend moments that lead them towards self-discovery.",0,0.1851
Bangaru Kodipetta,07-03-2014,Telugu,Navdeep,Swathi Reddy,Mahesh Shankar,"Bhanumathi (Swathi) works in the sales department of an energy drinks company. She is in need of money and her lecherous boss (Harshavardhan) tries to take advantage of her position. Fed up with everything, Bhanumathi conspires with Vamsi (Navdeep), who works as a sound technician cum electrician in the mall, and plans the robbery of a truck containing some gold coins belonging to her company. As their plan unfolds, their fate becomes unexpectedly connected to the lives of a pizza delivery boy as well as a rich landlord from Bhimavaram. Can Bhanumathi and Vamsi pull off the heist? That is the story of ‘Bangaru Kodipetta’",3.5,0.1839
Ice Cream,12-07-2014,Telugu,Navdeep,Tejaswi Madivada,Pardyodhan,"A fragile young woman, who is obsessed with eating ice cream, is dropped off by her lover at a haunted house. Terrified by the paranormal events in the house, she gets into a nightmare she may never get out of.",3.3,0.2923
Naa Rakumardu,21-02-2014,Telugu,Naveen Chandra,Ritu Varma,Achu Rajamani,"Bindu is a happy-go-lucky, chirpy girl,who falls for a rich brat, Vaishnav. Vaishnav loves her but when things go wrong his love turns to hate. Bindu cannot take his hate and decides to take her life instead.",0,0.1096
