Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Indru Netru Naalai,26-06-2015,Tamil,Vishnu Vishal,Miya George,HipHop Tamizha Jeeva,"Elango and his astrologer friend Pulivetti Arumugam come in possession of a time machine and start profiting from it. However, their meddling with time prevents the death of a gangster, who begins to wreck havoc in their lives.",7.7,0.5555
Sivappu,16-10-2015,Tamil,Naveen Chandra,Rupa Manjari,N. R. Raghunanthan,"Konaar, the in-charge at a construction, takes in Sri Lankan refugees who have escaped from their welfare camp. Pandiyan, a worker, falls in love with Parvathy, a refugee. The couple elopes and Konaar seeks the help of a minister to unite them. But, the politician sees this incident as his only chance to win an election",5,0.5634
144,27-11-2015,Tamil,Shiva,Oviya Helen,Sean Roldan,"A small-time thief and a car driver collude with an artist to steal the gold hoarded by a jeweller, taking advantage of the curfew implemented in their village.",5.2,0.5956
Naalu Policeum Nalla Irundha Oorum,24-07-2015,Tamil,Arulnithi,Remya Nambeesan,B. R. Rejin,"Four cops try to stage a crime in their crime-free, model village so that they are not transferred from the place. But their naive attempts result in far-reaching conclusions.",4.3,0.3617
Tamizhuku En Ondrai Azhuthavum,20-02-2015,Tamil,Nakul,Bindu Madhavi,S. Thaman,"The city's mobile networks are down due to a solar flare, and Vasanth, an inventive youngster, tries to restore it. Mukil can save his lover only if he can get through to her over phone. Meanwhile, a terrorist will be able to activate the bomb he has planted in a taxi if Vasanth succeeds!",7.8,0.65
Darling,15-01-2015,Tamil,G. V. Prakash Kumar,Nikki Galrani,G. V. Prakash Kumar,"Three young people decide to commit suicide and go to a beach house to die, not realizing that a ghost haunts the place…",6.042,0.5513
49-O,17-09-2015,Tamil,Goundamani,Delna Davis,Krishna Kumar,"Karikalan a selfish politician, in collusion with a real estate agent, usurps the lands of farmers in a village. Savuri decides to expose the politician and get the lands back to the villagers in a novel manner.",5.6,0.4768
Palakkattu Madhavan,03-07-2015,Tamil,Vivek,Sonia Agarwal,Srikanth Deva,"A lazy, irresponsible man, who quits his job because his wife earns more than him, decides to adopt an old woman as his mother because she offers to pay cash for it. What happens after the woman enters his household?",6,0.539
Bhooloham,24-12-2015,Tamil,Ravi Mohan,Trisha Krishnan,Srikanth Deva,A greedy TV channel owner tries to rake in the moolah by pitting a reluctant local boxer against a notorious international champion.,5.906,0.5772
Trisha Illana Nayanthara,17-09-2015,Tamil,G. V. Prakash Kumar,Anandhi,G. V. Prakash Kumar,"A young man falls in love with his childhood friends only to keep breaking up with them, not realising that he will always end up as a loser.",5.3,0.5504
Nannbenda,02-04-2015,Tamil,Udhayanidhi Stalin,Nayanthara,Harris Jayaraj,Sathya falls in love with Ramya at first sight and starts wooing her. But how will he take the revelations of his girlfriend's past?,4.05,0.6204
Sandamarutham,20-02-2015,Tamil,R. Sarathkumar,Meera Nandan,James Vasanthan,"Sandamarutham is an age old story of an honest cop and his mission against a deadly villain, the only silver lining here is that Sarath Kumar has played both the villain and hero. Sarveswaran (Sarath Kumar) is a deadly don in Kumbakonam and he runs the underworld chemical bomb business to devastate the entire country. Mean time, we are shown another Sarath Kumar (Suriya) who is an undercover cop and he gets to know the real side through his honest cop friend Thirumalai (Samuthira Kani) who was murdered by the same chemical bomb. On his mission Suriya also encounters RR (Radharavi) who is a close friend of Sarveshwaran. The rest of the story tells how Suriya knocks down Sarveswaran.",6,0.4103
Vaalu,14-08-2015,Tamil,Silambarasan,Hansika Motwani,S. Thaman,"Sharp (Simbu), a happy-go-lucky guy, loves Priya (Hansika), a college student, but later learns that she is enagaged to Anbu ( Aditya), a businessman-gangster. Priya wants them to remain friends and Sharp agrees, all the while scheming to make her fall in love with him.",4.75,0.6005
Inimey Ippadithan,12-06-2015,Tamil,Santhanam,Ashna Zaveri,Santhosh Dhayanidhi,"Seenu is in love with Maha but his parents fix up his marriage with Akhila. However, circumstances force him to stay silent every time he tries to reveal his love affair.",5.625,0.6225
Idhu Enna Maayam,31-07-2015,Tamil,Vikram Prabhu,Keerthy Suresh,G. V. Prakash Kumar,Arun past catches up with his present when he and his friends start a company to bring together those in love by setting them up in pre-planned scenes. What happens when he is forced to set up his true love to fall for another guy?,5.417,0.6082
Oru Naal Iravil,20-11-2015,Tamil,Sathyaraj,Anumol,Navin,"A family man gets stuck inside a building with a prostitute, whom he had solicited. As time goes by, the probability of him being caught red-handed by his family or neighbours keeps increasing.",6,0.5267
Rajathandhiram,13-03-2015,Tamil,Veera Bahu,Regina Cassandra,G. V. Prakash Kumar,"Three small-time criminals take up an offer to rob one of the biggest jewellery shops in the city. Will they be successful in their attempt, given that the store's owner, a ruthless man, is aware of the plan?",6.571,0.428
Yagavarayinum Naa Kaakka,26-06-2015,Tamil,Aadhi Pinisetty,Nikki Galrani,Prasan Praveen Shyam,"A young man gets into a problem with a mighty don after his inebriated friends harass a girl, who happens to be the don’s daughter. When she goes missing, the don blames them for it and wants his revenge.",5.1,0.3973
India Pakistan,08-05-2015,Tamil,Vijay Antony,Sushma Raj,Deena Devarajan,"It is only after moving in to their shared office space do Karthick and Mellina realize that they are in the same profession — law. So, they decide that whoever gets a case first will stay in the place and fight tooth-and-nail to get a case. Meanwhile, a cop, who is searching for a DVD containing video of his illegal encounter, is after Mellina thinking that she is in possession of it.",5.3,0.5127
Adhibar,28-08-2015,Tamil,Jeevan,Vidhya Pradeep,Vikram Selva,"An NRI comes to Chennai and starts a real estate business. Even as his venture picks up, he learns that he is being cheated by a person he trusts the most and is jailed for fraud. How does he get out the web of deceit?",3.7,0.4112
Orange Mittai,31-07-2015,Tamil,Vijay Sethupathi,Aashritha,Justin Prabhakaran,The journey of an old man and an EMT specialist in an ambulance becomes unexpectedly meaningful for both of them.,5.9,0.2647
Aavi Kumar,24-07-2015,Tamil,Udhaya,Devadarshini,Vijay Antony,"Aavi Kumar, a medium, gets into a tangle after he tells a sceptical cop he has charged the wrong man for a murder.",4,0.4392
Urumeen,04-12-2015,Tamil,Bobby Simha,Sandra Amy,Achu Rajamani,A freedom fighter betrayed by his best friend is reborn along with him in the modern era and is guided by a magical book that also hints this might not be his second birth.,6.8,0.3837
Vasuvum Saravananum Onna Padichavanga,14-08-2015,Tamil,Arya,Tamannaah Bhatia,D. Imman,"Childhood friends Vasu and Saravanan are thick as thieves but Vasu's newly-wed wife, Seema doesn't approve of Saravanan and wants her husband to break ties with him. So, Vasu tries to set up Saravanan with Aishwarya. But, can these friends really drift apart?",4.8,0.575
Savaale Samaali,04-09-2015,Tamil,Ashok Selvan,Bindu Madhavi,S. Thaman,Two employees try to get their debt-ridden TV channel to the top position by manufacturing a fake reality show that involves uniting lovers who face opposition at home.,3.3,0.3852
Eli,19-06-2015,Tamil,Vadivelu,Sadha,Vidyasagar,A small-time thief is asked by a cop to infiltrate a gang of smugglers and collect evidence against them.,2.75,0.2628
Kaaval,26-06-2015,Tamil,Vimal,Punnagai Poo Gheetha,G. V. Prakash Kumar,"Anbarasu, a carefree son of a corrupt police constable, thwarts an encounter planned by Chandrasekar, an undercover cop. Anbu becomes an unwitting pawn in Chandrasekar's next attempt on the gangster's life but that operation, too, fails. Now, both the cop and the criminal are after Anbu.",5.5,0.3036
The Strange Case of Shiva,01-11-2015,Tamil,Rajesh Balachandiran,Kani Kusruti,Ananda Gupta,"Shiva, a lonely designer gets obsessed with an image from a random encounter. Caught in a web of imaginary delusions, he awaits release by an arrival, from somewhere",0,0.2958
Maya,17-09-2015,Tamil,Aari Arjuna,Nayanthara,Ron Ethan Yohaan,"An artist realizes that the story that he is illustrating, about a ghost who was an inmate of an asylum in a forest, could be real. Meanwhile, an aspiring actress takes up a challenge to watch a horror film all alone in the theatre at night. How are these storylines connected?",6.8,0.4318
Isai,30-01-2015,Tamil,S. J. Suryah,Savithri,S. J. Suryah,A once-successful veteran is envious of the success that his one-time assistant as a music director and plots to bring him down by ruining both his career and life.,7.3,0.3048
Valiyavan,27-03-2015,Tamil,Jai Sampath,Andrea Jeremiah,D. Imman,"Subhiksha tells Vinod, the guy who is wooing her, that she will say 'yes' to him if he beats up an international boxer. Why does she say so, and what does the boxer have to do with Vinod?",3.8,0.3622
Sakalakala Vallavan,31-07-2015,Tamil,Ravi Mohan,Trisha Krishnan,S. Thaman,Sakthi is in love with Anjali but marries city girl Divya because his father has given his word to her dad. But Divya is least interested in making the marriage work and wants a divorce...,4.7,0.3909
Rombha Nallavan Da Nee,06-03-2015,Tamil,A. Venkatesh,Rekha,Ram Surender,"In an inebriated state, Baskar decides to commit suicide and shares his problems with a stranger. The man turns out to be a serial killer and starts killing those who troubled Baskar.",0,0.4381
Mahabalipuram,13-03-2015,Tamil,Karunakaran,Angana Roy,Krishna Kumar,"The life of Panja, an orphan and a sculptor, revolves around Sathish, Othavada, Kuppan and Sammy, all of whom reside in Mahabalipuram and are close to each other. The only other person Panja considers himself close is Durai, a politician and criminal, who saved him from death when he was a boy. Panja shows his gratitude to Durai by occasionally helping him with his anti-social activities. When Sathish chooses to marry the love of his life, Sangeetha , much against the wishes of their parents, his four friends help him do so. Life is pleasant for a while with Panja too falling in love with Mahalakshmi a college student who moves into the area. However, their lives take a tumultuous turn when the friends chance upon a sleaze video which shocks them out of their wits and results in the death of the newly wed couple. Soon, more dark deeds and disturbing developments follow...",5,0.2779
Yatchan,11-09-2015,Tamil,Arya,Deepa Sannidhi,Yuvan Shankar Raja,"A small-time hooligan hired to kill a girl and an aspiring movie actor find themselves in the wrong place due to a mix-up. Now, the gangster who ordered the hit is after all the three of them.",6.3,0.3709
En Vazhi Thani Vazhi,06-03-2015,Tamil,R. K.,Poonam Kaur,Srikanth Deva,An intrepid encounter specialist takes on everyone who tries to rein him in and clashes with an international outcome.,2,0.5406
Killadi,30-01-2015,Tamil,Bharath Srinivasan,Meera Chopra,Srikanth Deva,"An angry young man gives refuge to a rich girl, whose arrogant mother is forcing her to marry her rowdy uncle.",2.5,0.3535
Puriyadha Anandam Puthithaga Arambam,05-06-2015,Tamil,Krish,Srushti Dange,A. R. Reihana,An romantic tale set at Madurai Backdrop.,0,0.2824
Maha Maha,06-03-2015,Tamil,Nizhalgal Ravi,Melissa,Pavalar Shivan,"Mathivanan relocates to Australia as a result of his job transfer. There he meets an Australian girl, Emily played by Melissa and falls in love. Meanwhile, Australia Police are in search of Emily who is claimed to be missing for the past 10 days. Meantime, Police find Emily’s dead body that was killed and buried in Vijay’s garden and hence he is arrested. Emily’s postmortem report says that she was murdered and was buried. Further it shocks the police as they find that Vijay had actually arrived at Australia, just a day before Emily’s murder. As a result, Vijay is released by the police. Following which, Vijay is all set himself to find about Emily, that who was she actually, who would have murdered her and what would have been the reason behind it, how is it possible for a deal girl to meet and speak wit him.. Finally, all these investigations result to unfold many interesting and shocking informations.",0,0.1967
Chandi Veeran,07-08-2015,Tamil,Atharvaa Murali,Anandhi,S. N. Arunagiri,"A young man tries to make a case for his neighbouring village, which depends on his village for water. However, the men who call the shots in the place, especially the father of the girl he is in love with, will not give in that easily.",5.3,0.2514
Thakka Thakka,28-08-2015,Tamil,Vikranth,Abhinaya,Jakes Bejoy,"Karthi's lover Indu is kidnapped by her uncle, who works as an underling to Paraman, a gangster. Meanwhile, Shiva, his friend, murders Paraman's brother, Bala, with whom he has a history. Now, the gangster is baying for blood...",4.4,0.2733
Katham Katham,13-03-2015,Tamil,Nandha,Sanam Shetty,Taj Noor,"An idealistic sub-inspector joins a station that is run by a corrupt inspector, who moves closely with a criminal-minister. Gradually, his hate for the other takes over and he edges towards the dark side while the other sees the error of his ways and reforms.",5.2,0.2017
Baby,03-07-2015,Tamil,Manoj Bharathiraja,Baby Sathanya,Sathish-Harish,A young girl becomes friendly with a ghost but her sister is terrorized by it forcing a split between their parents. Who is the ghost and why is she after the girl?,6.8,0.2829
Touring Talkies,30-01-2015,Tamil,S. A. Chandrasekhar,Sunu Lakshmi,Ilaiyaraaja,"A 75-year-old man, who is one the verge of dying, goes searching for the lover from his youth. Does he find her? A school girl from a lower caste is raped and murdered by two powerful upper caste men. Her elder sister takes revenge in her own style...",4,0.2701
Soan Papdi,29-05-2015,Tamil,Sri,Priya Atlee,Dhanraj Manickam,"A young man and his fiancée returning from their shopping are surprised to find in their car a little boy who doesn’t know his way home. Meanwhile, they get a call from a gangster asking them to bring the boy to him. What’s the mystery around the boy?",1,0.19
Kathukutty,09-10-2015,Tamil,Narain,Srushti Dange,Aruldev,The wastrel son of a veteran politician is chosen by the party high command as an electoral candidate. His one redeeming quality is that he empathises with farmers and their plight. Can he overcome the schemes of the rival party's candidate and fight for the land he cares so much for?,3.5,0.3878
Andhadhi,09-10-2015,Tamil,Nizhalgal Ravi,Anjena Kirti,Shamanth,"A minister gets a kickback in hundreds of crores for sanctioning a solar power project. This leads to a kidnapping and a murder, and two young police offers, who are also childhood friends, try to tackle the problem in their own ways.",2.8,0.2864
Vellaiya Irukiravan Poi Solla Maatan,24-12-2015,Tamil,Balasaravanan,Shalini Vadnikatti,Joshua Sreedhar,"A young man decides to blackmail his ex for money and use the cash for his father's medical treatment. And thus, he sets in motion a long chain of blackmails that go all the way to a kingmaker in national politics.",3.5,0.2109
Masala Padam,09-10-2015,Tamil,Shiva,Reshma Pasupuleti,Karthik Acharya,A producer challenges a bunch of social media reviewers who have torn his recent masala film to come up with a good script in six months.,4,0.1933
Pulan Visaranai 2,30-01-2015,Tamil,Prashanth,Karthika Mathew,Joshua Sreedhar,A team of workers at a petroleum plant dies while on holiday when their bus falls into a ravine. A police office discovers that the deaths were not an accident but pre-planned murder. Why did those people die and who plotted their murder?,3,0.2502
Sagaptham,02-04-2015,Tamil,Shanmuga Pandian,Neha Hinge,Karthik Raja,"Saga, an unassuming young man, leaves his village and goes to Malaysia where he becomes a detective and takes on an illegal drugs racket.",3,0.1718
Serndhu Polama,06-03-2015,Tamil,Vinay Rai,Nyra Banerjee,Vishnu Mohan,"Abhishek, a photographer, is on a journey from Auckland to South Island to stop the marriage of his lover Julie, with his childhood friend Sherin. But little does he realize that Sherin is travelling with him with the intention of murdering him!",3,0.2394
Thoppi,06-03-2015,Tamil,G. M. Kumar,Raksha Raj,Ramprasad Sundar,"A young man from a community of robbers aspires to become a cop and acts as an informer. However, the local inspector and a minister are keen to see him out of their way.",5,0.1575
Uppu Karuvadu,27-11-2015,Tamil,Karunakaran,Nandita Swetha,Steeve Vatz,"A struggling filmmaker agrees to make a film for a big shot, accepting the latter's condition that he cast his daughter as the heroine.",5.9,0.1865
Manal Naharam,27-02-2015,Tamil,Prajin Padmanabhan,Thanishka Prakash,Rinil Gowtham,"Manal Naharam is a 2015 Tamil language Indian feature film written and produced by M.I.Vasanthkumar and directed by Oru Thalai Ragam Shankar starring Prajin Padmanabhan, Gautham Krishna, Thanishka, Varuna Shetty, VK, Jaise Jose, Jijesh Menon and Shankar himself.",4,0.1332
Maanga,11-09-2015,Tamil,Premji Amaran,Advaitha,Premji Amaran,"Siva aka Maanga is an eccentric inventor and his constant experiments, which often end up in failure, make him a terror to his apartment folk. Disheartened, he tries to commit suicide in a decrepit house which holds a couple of secrets.",2.5,0.2406
Kangaroo,24-04-2015,Tamil,Ganja Karuppu,Sri Priyanka,Srinivas,"Murugesan aka Kangaroo cares so deeply for his sister Azhagu, whom the local pimp Ticket is lusting after. And then, when the men Azhagu agrees to marry die one after the other in seemingly natural circumstances, questions arise. Who murdered them and to what end?",4,0.2589
Ettuthikkum Madhayaanai,27-02-2015,Tamil,Vijay Sathya,Sreemukhi,Manu Ramesan,"A young man and his family move into a new town, but his cop-dad is one day, murdered by an unknown gang. Who is behind the killing and how is this connected to the murder of his childhood friend?",5,0.1277
Acharam,19-06-2015,Tamil,Ganesh Venkatraman,Poonam Kaur,Srikanth Deva,Acharam is a tamil movie.Ganesh and Rekha are doing the lead roles in this movie.,4,0.2291
Aakko,17-04-2015,Tamil,Arjunan Nandakumar,Jangiri Madhumitha,Anirudh Ravichander,,0,0.1637
Om Shanthi Om,30-10-2015,Tamil,Srikanth,Vinodhini Vaidyanathan,Vijay Ebenezer,"A young man recovers from an accident and finds five people following him everywhere. When he confronts them, they tell him that they will leave him in peace once he fulfills their wishes. As he starts doing so, he learns why they are after him.",6.2,0.2076
Iravum Pagalum Varum,13-03-2015,Tamil,Mahesh,Ananya,Dhina,Iravum Pagalum Varum in an Indian Tamil film released on Mar 13th 2015,3,0.183
Thottal Thodarum,23-01-2015,Tamil,Thaman Kumar,Arundhathi Nair,P. C. Shivan,"A desperate Madhu switches her photograph with that of a reporter who has to be killed, hoping that her family will get the insurance money. And, now, the assassin hired to murder the reporter is after her and will not rest until she is dead.",5,0.141
Budhanin Sirippu,05-06-2015,Tamil,Samuthirakani,Mithra Kurian,Ali Mirsa,"Story of three person challenges the evil practices of country’s corruption, abuse of power and officer lethargic management.",8.5,0.126
Tharkappu,31-12-2015,Tamil,Sakthi Vasu,Amitha Ranganath,F. S. Faizal,"An encounter specialist learns the hard truth that all his encounter operations have been to safeguard the interests of corrupt politicians and businessmen. But before he can undo the damage, it is too late; and four innocents become collateral damage as well.",4,0.1981
Kallappadam,20-03-2015,Tamil,Krishna Kumar,Lakshmi Priyaa,Krishna Kumar,"Four aspiring film technicians decide to steal from the producer who rejected their script to fund their movie. Meanwhile, the producer's paramour — a former actress — also plans to loot him with the help of her boyfriend. Who succeeds in the end?",7,0.1624
Vere Vazhi Ille,02-07-2015,Tamil,Denes Kumar,Jasmine Michael,Daddy Shaq,"Surya is an easygoing laidback guy who constantly switches jobs. One day, he accepts a job from his former employer at a security agency, who offers him RM3,000 for a 2-day and 1-night job as security guard at a soon-to-be shut down shopping complex building. Maniam, the former Head of Security, gives Surya a tour in the building and tells him that the most suspicious and dangerous place he should avoid is the sixth floor, which is currently rented by a religious yoga group led by `Swamiji` (priest). They are up to no good as they plan to summon and trap spirits in dead bodies so that they can control them. When the door to the spirit world is opened, dozens are possessed and turned into flesh eating Zombies. The only way to stop the Zombies is to get the Black Magic Book located on the sixth floor.",7,0.2039
Lavakusa,12-06-2015,Tamil,Brahmanandam,Richa Panai,Ram Narayan,2015 Telugu Movie,0,0.0541
uyirvarai iniththaai,06-11-2015,Tamil,Vashanth Sellathurai,Narvini Dery,Vashanth Sellathurai,Two young Tamil immigrants have settled in Denmark but are faced with many different situations where their new Danish lifestyle and their native Tamil culture clash with each other. Now they must try to find their path through these two different cultures.,0,0.0168
Pinnokam,01-01-2015,Tamil,A. Hamen Kumar,Anu Ramamoorthy,Shane xtreme,Pinnokam-The Flashback is Tamil language action romantic movie from Malaysia.This film were directed and starred by debuted A.Hamen Kumar.,0,0
