Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Evano Oruvan,07-12-2007,Tamil,R. Madhavan,Sangeetha Krish,G. V. Prakash Kumar,"A common man who represents his society, gets tired of the illegal activities happening around him and decides to take law into his own hands by punishing the wrong-doers!",8,1.082
Kaloori,07-12-2007,Tamil,Kalloori Vinoth,Tamannaah Bhatia,Joshua Sreedhar,"Nine childhood friends join an arts college together in a small town. Soon, Shobana becomes a part of their group, and things take a turn when one of the boys falls in love with her.",6,0.8713
Thirumagan,09-03-2007,Tamil,S. J. Suryah,Meera Jasmine,Deva,"A man has to chose between three women, His lady love, his uncle's daughter and the daughter of his father's friend for marriage.",0,0.6555
Paruthiveeran,23-02-2007,Tamil,Karthi,Priyamani,Yuvan Shankar Raja,"A village tough finally succumbs to the unconditional love of his angelic cousin, but his romance faces insurmountable challenges, including family opposition and his own delinquent personality.",6.8,0.8638
Deepavali,09-02-2007,Tamil,Ravi Mohan,Bhavana,Yuvan Shankar Raja,"Susi, who suffers from post traumatic event disorder, falls in love with Billu. After Susi undergoes the treatment for her cure, she is unable to recognize Billu..",5.1,0.9609
Sivi,21-09-2007,Tamil,Thiruppaachi Benjamin,Anuja Iyer,Dharan Kumar,A young photographer and his girlfriend accidentally kill a woman while coming back from a party. The ghost of the deceased woman later starts haunting the couple leading to some shocking revelations.,0,0.9143
Chennai 600028,27-04-2007,Tamil,Shiva,Vijayalakshmi Agathiyan,Yuvan Shankar Raja,"The Sharks team never wins the local cricket tournament. However, things take a turn when Raghu, a player from the opposition team, decides to join them.",7.2,0.5964
Mozhi,23-02-2007,Tamil,Prithviraj Sukumaran,Jyothika,Vidyasagar,A musician's love towards a stubborn deaf woman makes her eventually realize that there is more to her life than she previously thought.,7.6,0.6215
Kannamoochi Yenada,08-11-2007,Tamil,Prithviraj Sukumaran,Sandhya,Yuvan Shankar Raja,"Harish Venkatraman, a software architect by profession who lives in Malaysia, is the millionaire nephew of Maheswaran Iyer. He stumbles upon the psychiatry student Deva and falls for her that very instant.",7,0.556
Muni,30-09-2007,Tamil,Raghava Lawrence,Kovai Sarala,Bharathwaj,"Ganesh moves into a new house with his mother, father and wife not knowing that it is the residence where Muni met his death and where his spirit now resides. Muni enter Ganesh's body and Ganesh starts behaving in a rude manner, his family couldn't understand why his behaviour is weird so they seek the help of a priest (Nasser).",6.4,0.6151
Kireedam,20-07-2007,Tamil,Ajith Kumar,Trisha Krishnan,G. V. Prakash Kumar,"A sincere man wishes to fulfill his father's dream that he follows in his footsteps and becomes a police officer. However, when his father is punished for his honesty and transferred to an area that is ruled with an iron fist by a heartless gangster, the young man must take the law into his own hands to protect his father.",5.8,0.4443
Viyabari,03-03-2007,Tamil,S. J. Suryah,Tamannaah Bhatia,Deva,A businessman who wants to be rich loses out on family and social life. He marries a girl who loves him only because she would prove profitable to his business. He realizes what he lost after the death of his mother.,5.25,0.4748
Satham Podathey,14-09-2007,Tamil,Prithviraj Sukumaran,Padmapriya Janakiraman,Yuvan Shankar Raja,"A woman tries to save her marriage although her husband is impotent. Their marriage ends anyway and she marries again, but her vengeful ex-husband kidnaps her and holds her hostage in his house.",5,0.4834
Unnale Unnale,14-04-2007,Tamil,Vinay Rai,Sadha,Harris Jayaraj,"Karthik meets Deepika during a flight to Melbourne and they become friends. On reaching Australia, Karthik realises that Deepika works in the same firm as his ex-lover Jhansi.",5.5,0.6631
Aalwar,12-01-2007,Tamil,Ajith Kumar,Asin Thottumkal,Srikanth Deva,"Aalwar is a traditional priest. He is devoted to his mother and sister. But the villainous elements Lal, Vincent Asokan, kill the sister and mother. Aalwar, with revenge ringing in his mind, ends up as Shiva the killer, even while working as a ward boy in a hospital. Shiva is out to make a statement against the venal forces. He sees himself as some kind of avatar — in fact, he bumps off the baddies under the get-up's of Lord Rama and Lord Krishna. In climax, Shiva turns up as Lord Narasimha and bumps off the last villain by placing him on his thighs and ripping apart his bowels and chest with his sharp claws.",3.5,0.5795
Periyar,04-05-2007,Tamil,Sathyaraj,Jyothirmayi,Vidyasagar,"Periyar joins the Indian struggle for independence after being disgusted by the injustices of the Hindu caste system. Later, he begins fighting for the rights of Tamilians.",0,0.496
Pachaikili Muthucharam,16-02-2007,Tamil,R. Sarathkumar,Jyothika,Harris Jayaraj,"Venkat (Sarath Kumar), a medical representative, is a happily married person with a son. His wife Kalyani (Andrea Jeremiah) is very loving and both of them along with their son have a perfect life. That is, until their son falls sick and things between the husband and wife cool down a bit. Kalyani begins to spend more time with their son and starts to ignore her husband involuntarily. Venkat feeling a bit lonely and neglected walks in and out of his monotonous life without complaining much. He tries to understand his wife's feelings.",5.8,0.4373
Cheena Thaana 001,07-09-2007,Tamil,Prasanna,Sheela Kaur,Deva,"Tamizharasu, who aspires to become a police officer, discovers a terrorist's ploy to assassinate the governor. On learning that some policemen are involved, he takes matters into his own hands.",3,0.4362
Parattai Engira Azhagu Sundaram,27-04-2007,Tamil,Dhanush,Meera Jasmine,Yuvan Shankar Raja,"A man arrives in Chennai with a simple wish of buying gold bangles for his mother. However, an event changes his life completely and he becomes famous as the most dreaded criminal in the city.",3.2,0.5412
Marudhamalai,07-09-2007,Tamil,Arjun Sarja,Meera Chopra,D. Imman,"Marudhamalai, a cop, gets involved in a scuffle with the local gangster and helps the villagers get rid of his atrocities.",5,0.4826
Malaikottai,28-09-2007,Tamil,Vishal Krishna,Priyamani,Mani Sharma,"A young man is granted conditional bail, which requires him to go to the Trichy police station. On his way there, he falls for a beautiful girl. When the girl lands up in trouble, he finds himself facing the wrath of powerful politicians.",5.7,0.4383
Manikanda,05-05-2007,Tamil,Arjun Sarja,Jyothika,Deva,"Based in Mumbai, Raja (Arjun) lives a violent yet poor lifestyle along with his father, Banwarilal. He meets with and comes to the rescue of Madurai/Mahendrapur-based belle, Mahalakshmi/Madhumita (Jyotika), and both fall in love with each other. When she returns home, her dad (Ashish Vidyarthi) finds that she is in love with Raja, instantly approves of him, and asks her to invite him, which she does. Raja accordingly arrives to meet her family - and it is this arrival that will pit him against goons dispatched by none other than Mahalakshmi's dad, who wants him dead - at any and all costs.",3.2,0.4156
Veerappu,27-07-2007,Tamil,Sundar C,Gopika,D. Imman,"The story revolves around Puli , who is a local rowdy and the son of a math teacher Prakash Raj. Prakash Raj hates his son for being a rowdy and for not being proficient in Mathematics. As part of a flashback it is shown that young Puli was very good in Physics but being a math teacher his father wanted him to excel in Math which he was unable to do so. As a result of repeated physical and mental abuse the young boy takes up the wrong route to grow up. In the mean time, rival gangs and police try to kill Puli but is accidentally saved by his step sibling, a daughter from an affair that Prakash Raj had.  Puli helps his step sister in return for her unexpected help and vouches for her safety. The rival gangs kill Pulis step sister and put the blame on his father. How Puli brings the truth to limelight and unites with his family completes the rest of the movie.",0,0.3554
Onbadhu Roobai Nottu,30-11-2007,Tamil,Sathyaraj,Archana,Bharathwaj,"Madhava Padayachi (Sathyaraj) narrates his life to a young man who saves him from shame. He goes to his home village by a bus and feels for Madhava Padayachi who was a rich farmer long time back in his village. Madhavar, as he is fondly called, his wife Velayi (Archana) and their three sons live a happy life in their village. He is an honest and hard working farmer who will do anything for others. And he is well respected by everyone in the village. Velayi is his strength but the others in the family do not approve his nature especially in money matters.",0,0.4935
Mirugam,13-12-2007,Tamil,Aadhi Pinisetty,Padmapriya Janakiraman,Sabesh,"Ayyanar, a barbarian, beats up innocent people and rapes women. He gets married to Alagamma, a pretty girl, who hates him initially, but later decides to transform him.",6,0.375
Mudhal Kanave,20-04-2007,Tamil,Vikranth,Honey Rose,Srikanth Deva,"Hari, a painter, settles in Kanyakumari to earn his livelihood and falls in love with Jenny without knowing anything about her. He then learns that she is married but the past reveals another fact.",0,0.3195
Naan Avan Illai,01-01-2007,Tamil,Jeevan,Sneha,Vijay Antony,"Naan Avanillai (English: I'm not him) (2007) is a Tamil film directed by Selva. It is a remake of K. Balachander's classic of the same title, starring matinee idol Gemini Ganesan, which was a remake of 1962 Marathi language film To Mee Navhech (English: I Am Not Him), written by Pralhad K. Atre and acted by Prabhakar Panashikar. The thriller movie has Jeevan in the lead role and Sneha, Namitha, Malavika, Jyorthirmayi and Keerti Chawla as his five heroines. This movie created great expectations in the industry, because it was a hit when it was originally made in 1974. Shooting began in December 2006 and it was released in April 2007. The film became a success upon release.",6.8,0.5666
Pallikoodam,10-08-2007,Tamil,Narain,Sneha,Bharathwaj,"Three friends who are alumni of a dilapidated school join hands to save it from demolition. While gathering support, they revisit old memories which shaped their personalities.",8,0.3978
Piragu,21-09-2007,Tamil,Hamsavardhan,Keerthi Chawla,Srikanth Deva,"Piragu (English: Then) is a 2007 Tamil crime drama film directed by N. Jeeva. The film features Hamsavardhan, Keerthi Chawla and Sunitha Varma in lead roles, with Vadivelu, Kadhal Dhandapani, Malaysia Vasudevan, Sabitha Anand and Emey playing supporting roles. The film, produced by R. Saravana and S. K. Chandhrasekar, had musical score by Srikanth Deva and was released on 21 September 2007.",0,0.2824
Kuttrapathirikai,23-03-2007,Tamil,Ramki,Ramya Krishnan,Ilaiyaraaja,"Ramakrishnan and Arun both are ACP’s and colleagues, Ramakrishnan fall in love with Divya, and Arun loves Geetha, these two couples get married, but due to some misunderstanding between Arun & Geetha makes them depart, in the flash back. Mean time the Rajiv Gandhi assassination was carried out by Sivarasan & co and they get hide in Bangalore. As a special officer Karthikeyan is taking in charge to find the odd peoples. With the help of two ACP’s Ramakrishnan & Arun, Karthikeyan tracking the network in Tamil Nadu, at last they able to find the Sivarasan gang hiding in Bangalore, in a successful operation Ramakrishnan tries to capture the Sivarasn allies, but unfortunately Ramakrishnan able to capture only the dead bodies of the terrorist organization. What transpires later forms the crux of the story. Based on True Events (Rajiv Gandhi's Assassination).",0,0.5272
Thavam,05-10-2007,Tamil,Arun Vijay,Sanjjanaa Galrani,D. Imman,"Thavam is a 2007 Tamil film directed by Sakthi Paramesh. The film stars  and  in lead roles. The movie begins with Sumathi (Vanthana) and Subramaniam (Arun Vijay), strangers to one another, meet at a suicide point in Chennai. They realise that their goal is the same, that is Suicide! Both had choose to end their lives and duly writes suicide notes.  Sumathy's reason for taking the extreme step is her nagging relatives, who are also her guardians. They are after her ancestral money.  Subramaniam is cheated by a friend who promises a job for him in Dubai after taking Rs five lakh from him. Both consumes sleeping pills in a bid to end their lives in Subramaniam's room. However, they are rescued by the house-owner Mani (Janakaraj). Life takes a turn and Subramaniam lands a good job while Sumathy's relatives take her home.",0,0.2975
Puli Varudhu,21-12-2007,Tamil,Jithan Ramesh,Mallika Kapoor,Srikanth Deva,"Ramesh (Githan ramesh) son of Manivannan and Saranya. Manivannan is the leading Ad-Film maker. Karupa (Karunaas) and other friends stay in Ramesh's house as paying guests. Ramesh's parents treat them as their own. Manivannan and Saranya desperately want their son to fall in love and get married. Ramesh prefers arranged marriage.A mutual friend of Ramesh and Karunaas is getting a fixed marriage. Along with Karunaas, Ramesh goes to their friend's village to attend the marriage. On the way there he dreams he meets a beautiful girl, but also that his friend would die in an accident....",0,0.3293
Maya Kannadi,14-04-2007,Tamil,Cheran,Navya Nair,Ilaiyaraaja,"Maya Kannadi is a Tamil film directed by Cheran. It's his ninth directorial venture. He also plays the lead role with Navya Nair. Subbu, son of veteran producer Panchu Arunachalam is the producer. Ilayaraaja scores the music and Sarath Kumar, Arya and Malavika make cameo appearances in the film.",0,0.3285
Nam Naadu,21-09-2007,Tamil,R. Sarathkumar,Karthika Mathew,Srikanth Deva,"Nam Naadu is a Action based movie. It starts with Aalavandhar(Nasser) a corrupt politician who holds the post as Education minister and wants to become the chief minister. He is supported by his son-in-laws, Sathya(Saranraj) IPS Officer who runs a finance company and Ilamaran(Ponvannan) IAS officer, the district collector. With the idea of his in-laws, Aalavandhar tries to disturb peace in state and make situation against the CM.Muthazhagu (Sarath kumar) a honest youth wing leader of the same ruling party learns and opposes the move of his father and he stands by and for the...",5,0.3518
Adavadi,30-03-2007,Tamil,Sathyaraj,Radha,Deva,"An arrogant filmmaker's life shatters when an actress, who is madly in love with him, cajoles him and makes him fall in love with her, but leaves him for another man.",0,0.205
Sabari,16-03-2007,Tamil,Vijayakanth,Malavika,Mani Sharma,"Sabari goes on a 'revenge' mode and bumps off the rowdy elements, who are disturbing peace and tranquility in the city.From a serious cop to a caring doctor, it is a transformation for Captain Vijayakanth. But his mission remains the same and that is, eliminating the evil elements from the society.Seemingly inspired by Ramana, director Suresh has woven a script which suits Vijayakanth's new-found political image and gives him enough scope to flex his muscles and take on the baddies.A one-man army, Vijayakanth goes on a 'revenge' mode and bumps off the rowdy elements, who are...",5,0.2783
Pori,07-07-2007,Tamil,Jiiva,Pooja Umashankar,Dhina,"Hari (Jeeva) is an unemployed youth who runs a pavement book shop in Tripiclane area. His father (Nagesh) an upright retired school teacher buys him a shop in a building with his PF money. He names it “Periyar Bookshop” and runs it with friend Karunas. Meanwhile he constantly bumps into Pooja (Pooja), a television reporter and a love-hate relationship happens! However, one day a Malaysian based businessman (Seeman) comes and evicts him from the shop claiming that the place belongs to him. Hari discovers that his father was cheated by a land mafia gang which specializes in forged documents and is hand-in-glove with revenue officials. Hari decides to take the gauntlet and unveil the evil forces behind those property grabbers.",6,0.2082
Madurai Veeran,18-04-2007,Tamil,Jithan Ramesh,Saloni Aswani,Srikanth Deva,"Shiva, the son of a rich businessman, falls in love with a middle-class girl. However, when their parents oppose their relationship, they elope.",0,0.3001
Koodal Nagar,05-04-2007,Tamil,Bharath Srinivasan,Bhavana,Sabesh,"Koodal Nagar movie story is set in a suburb of Madurai. Suryan (Bharath) and Chandran (Bharath) are twins. Suryan, the elder of the two is soft spoken guy who works at a local lending library and he falls in love with Manimekala (Bhavana), daughter of Namasivayam (Mahadevan) the local politician-don and MLA. Chandran, the younger one, works as a mortuary assistant in the local government hospital and he's one among Namasivayam",1,0.3204
Thee Nagar,27-07-2007,Tamil,Karan,Sameksha Oswal,Jassie Gift,"Yamaha Murugan (Karan) is a do-gooder, who commands respect from student’s community for his good deed as students chairman in a city college. Unable to find a lucrative job, he sets up a tea shop in front of the college from here he passed out. Life goes smooth for Murugan until he comes across a corrupt cop FIR Murthy (Shanmugarajan). Murugan is targeted for no fault of his by FIR Murthy. Nadhiya (Udhayathara), a girl next door falls for Murugan's good conduct. Both develop romance. However a bloody duel between Murugan and Murthy brings a change in the former's life. The rest is the battle between the two to assert their supremacy over one other that ends with a riveting climax.",0,0.133
Sringaram,05-10-2007,Tamil,Manoj K Jayan,Aditi Rao Hydari,Lalgudi Jayaraman,"Follow the life of Madhura, a young woman who sets out on her journey to find her true identity.",0,0.1594
Machakaaran,08-11-2007,Tamil,Jeevan,Kamna Jethmalani,Yuvan Shankar Raja,"Vicky often gets into trouble due to bad luck. Things change when he meets and falls in love with Shivani, daughter of a rich businessman.",4.2,0.3011
Agaram,16-02-2007,Tamil,Nandha,Archana,Yuvan Shankar Raja,A young man moves into the city with his mother and grandmother after the death of his father. But the entire family is in peril when he starts an argument with a criminal's brother and is given a death threat.,0,0.172
Lee,16-02-2007,Tamil,Sibiraj,Meera Chopra,D. Imman,"Leelatharan, Lee to his friends, hangs out with a bunch of merry youths who do practically any work and play football in other times. It is a strong-willed and thick-tied group. Chellama, a worker in a facility for the mentally-challenged, is also kind of a groupie. Life is all merry and mirth till she espies Lee & co, attempting an assassination of sorts on a Minister. The bid fails, but Chellama is shocked and so are we. Why would this bunch want to take a crack at the murky world of politics and cricket.",4,0.1324
Muruga,07-03-2007,Tamil,Ashok Kumar Balakrishnan,Shruti Sharma,Karthik Raja,"Murugan (Ashok) falls in love with his schoolmate Amudha (Shruti Sharma), a rich girl who does not love him in return. When the news of Murugan's love reaches her family, Amudha's uncle Selvam (Riyaz Khan) tries to kill him, ultimately banishing Murugan and his mother from the village. Saddened, Murugan goes to Chennai and ends up with a job as a delivery boy. Having given up all hope of ever seeing Amutha again, he bumps into her when making a delivery at a medical college. Forgetting the past and her family's issues, the two become good friends, and this friendship develops into love. After completing her studies, Amutha returns to the village, only to discover that wedding preparations are underway as her parents had arranged for her to marry Selvam. Finally, Murugan and Amudha succeed in getting married with Amudha's father's blessings.",0,0.1936
Karuppusamy Kuththagaithaarar,14-05-2007,Tamil,Karan,Meenakshi,Dhina,"Karan plays this happy go lucky guy next door who is a small time contractor for cycle stands. When not at work, he kills time with his friends taking part in their mimicry troupe where he is famous for his Rajini look-alike acts. Life goes on for the protagonist until Meenakshi stumbles upon in his life. An aspiring medical student, she relates Karan’s benevolence to her late mother’s. Soon after, they both become victim of the stupid cupid’s bait.  Although in love with the uncle, Karan insists that education should be her priority over romance. Besides, their love affair wreaks havoc in Meenakshi’s upper caste family, which is known for cast prejudices. With a family to resist and her education to pay attention to, Meenakshi find it tough to get along. Finally, a seamless climax tells it all as to how the couple manages to pull it off against all the odds, predominantly Meenakshi’s family.",7,0.1124
