Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Youth,19-07-2002,Tamil,Vijay,Shaheen Khan,Mani Sharma,"On his wedding day, Shiva (Vijay) discovers that his cousin and bride, Aruna, has run away because she does not want to marry a cook. But he takes it lightly and moves to Chennai with the girl's brother (Shyam Ganesh) to look for a job. One night, he saves Sandya from some goons. In gratitude, she kisses him. Shiva starts to fall in love with Sandya. After several occasions where they bumped into each other, Shiva harbours hope that she too reciprocates his affections.",6,0.8577
University,04-10-2002,Tamil,Jeevan,Gajala,Ramesh Vinayagam,"This movie is about a socially awkward college student named Gandhi (Jeevan), who cannot seem to have joyful social interactions with people. He greatly differs from his peers-he doesn't smoke, drink or participate in any vices, which immediately sets him apart when it comes to friendships.",0,0.7393
Pammal K. Sambandam,14-01-2002,Tamil,Kamal Haasan,Simran,Deva,"When Sambandham gets hurt, Dr Janaki performs a surgery in order to heal him. However, during the surgery, Janaki accidentally leaves her wrist watch in Sambandham's stomach.",6.5,0.7114
Ramanaa,04-11-2002,Tamil,Vijayakanth,Simran,Ilaiyaraaja,Ramana decides to abolish corruption once for all with the help of his students who are now working in various government offices.,7.5,0.7143
Azhagi,14-01-2002,Tamil,R. Parthiban,Nandita Das,Ilaiyaraaja,"Shanmugam meets his childhood sweetheart after many years and employs her as his housemaid as she urgently needs a job. However, his wife creates problems when she learns about their relationship.",6.2,0.6153
Run,09-05-2002,Tamil,R. Madhavan,Meera Jasmine,Vidyasagar,Siva comes to Madras from a small Tamil Nadu town to study. He instantly falls in love with elusive stranger Priya who resists his charms quite persistently. Madhavan later discovers that romancing Priya can be a dangerous hobby.,6.8,0.6264
Varushamellam Vasantham,03-05-2002,Tamil,Manoj Bharathiraja,Anita Hassanandani Reddy,Sirpi,"An unemployed young man sacrifices his love for a girl who is engaged to marry his brother, but ends up earning the affection of his grandfather.",0,0.6607
123,01-06-2002,Tamil,Prabhu Deva,Jyothika,Deva,"Three men with physical impairments lead dull and monotonous lives. However, when Narmada, a young woman, befriends them, it brings lots of positive changes in them.",5.778,0.6619
Samurai,05-05-2002,Tamil,Vikram,Jaya Seal,Harris Jayaraj,"Samurai is directed by then debutante, Balaji Sakthivel and produced by S Dhanu under the Alayam Banner. The film starred Vikram, Anita, Jayaseel and Sriya Reddy in the lead roles.Vikram, a medico, leads a gang of four to abduct corrupt politicians and bureaucrats who use the loophole in law to enjoy their prison term in hospitals or guest houses.Anitha, a school girl and daughter of Nassar, a police officer on the trail of the mysterious gang, has a crush on Vikram. She is not aware of his real identity.",5.5,0.6313
Baba,15-08-2002,Tamil,Rajinikanth,Manisha Koirala,A.R. Rahman,"Baba is an atheist who always questions the existence of a higher power. But when a turn of events bestows him with divine powers, he uses the opportunity to help other people.",6.4,0.6852
Thenkasi Pattanam,21-06-2002,Tamil,R. Sarathkumar,Devayani,Suresh Peters,,5.5,0.5707
Ezhumalai,21-06-2002,Tamil,Arjun Sarja,Simran,Mani Sharma,"A young woman falls in love with a man and wishes to marry him. However, everything changes when she learns about her father's involvement in his first wife's death.",6.2,0.5
Raja,05-07-2002,Tamil,Ajith Kumar,Jyothika,S A Rajkumar,"Ajith is paranoid about getting married. Jyothika arrives at his place and begins to compel him to get married to her. The reason: Ajith was pouring his love out to someone else thinking that she was Jyothika! Under the cover of darkness Jyothika confesses her love for Ajith. Thinking that it was Priyanka Trivedi who was speaking to him, Ajith begins to love her. Suddenly, a villain pops out of nowhere and causes the death of Priyanka. Then, finally, after dilly dallying for a very long time, the story ends with the coming together of the lead pair of Ajith and Jyothika.",4,0.605
Thulluvadho Ilamai,10-05-2002,Tamil,Dhanush,Sherin Shringar,Yuvan Shankar Raja,"Six high-school classmates, three boys and three girls, coming from different strata of society, who have each their own problems in their respective families and escape from their homes, deciding to live together on their own with the help of an older friend of theirs.",7,0.5947
Roja Koottam,22-02-2002,Tamil,Srikanth,Bhumika Chawla,Bharathwaj,Two friends fall in love with the same girl.,4.6,0.3864
Bagavathi,04-11-2002,Tamil,Vijay,Reema Sen,Deva,"Bagavathi, a tea vendor, has big dreams for his younger brother, Guna. However, when Guna's girlfriend's father kills him, Bagavathi must fight to protect Guna's unborn child.",5.441,0.4832
Red,05-05-2002,Tamil,Ajith Kumar,Priya Gill,Deva,"Red is a local don who possesses a heart of gold. Seeni, another don in the area, is his biggest enemy. Red falls for Gayathri and she too likes him but wants him to give up his life of violence. Meanwhile Rajesh, a reporter, begins to serialize Red's story for Ananda Vikatan and it becomes quite the rage among readers.",5.1,0.5409
Devan,14-06-2002,Tamil,C. Arun Pandian,Meena,Ilaiyaraaja,"When the movie opens Devan(Arun Pandiyan) murdering photographer Jeeva(Thalaivasal Vijay) in cold blood in his house. Jeeva strategically positions a video camera to capture the impending murder but Devan never shows his face to it. And when Jeeva shouts out the name of his killer before dying, the audio is lost at that point. While the police search for the killer, Devan zeroes in on Chetta (Saikumar) as his next target. He follows Chetta to Chandigarh but is apprehended by CBI officer Ratnavel(Vijayakanth). But once Ratnavel realises Chetta's true nature, he begins to help Devan, even hiring successful lawyer Chakravarthy(Karthik) to fight for him. The flashback shows that Devan's sister (Kausalya) was killed by Chetta, Devan wants to avenge the death of his sister. In the climax, villain is killed.",6,0.3527
Villain,04-11-2002,Tamil,Ajith Kumar,Meena,Vidyasagar,"Shiva, a bus conductor, robs the corrupt in order to fund an organisation that aids those with disabilities. To avoid detection and trial, he pretends to be his twin, who has disabilities.",6.4,0.4917
Ivan,14-07-2002,Tamil,R. Parthiban,Meena,Ilaiyaraaja,"Ivan is a 2014 Tamil film directed by Parthiban. The film stars Parthiban, Meena, Soundarya and Thalaivasal Vijay in lead roles.",0,0.4982
Yey! Nee Romba Azhaga Irukke,13-07-2002,Tamil,Shaam,Sneha,Sabesh,A man falls in love with his childhood friend who does not seem to share the same feelings for him; meanwhile another woman is crazy about him.,8,0.3429
Namma Veetu Kalyanam,27-09-2002,Tamil,Murali,Meena,S A Rajkumar,"Amusing complications ensue when two jobless men pass themselves off as college professors in this entertaining yarn. Thrown into company with a pair of well-heeled sisters, one reserved and the other fiery the impostors soon win the ladies' hearts, and the couples each tie the knot. But when the truth comes out, will the men ever get back into their irate wives' good graces?",0,0.6816
Punnagai Desam,14-01-2002,Tamil,Tarun,Sneha,S A Rajkumar,Ganesh comes from village to meet his uncle and his daughter Ammu. His uncle refuses to acknowledge his presence and does not want his daughter to get married with him. He meets his friends  who are living in bad condition to achieve their dreams.,5.8,0.4021
Gemini,12-04-2002,Tamil,Vikram,Kiran Rathod,Bharathwaj,"Gemini, a gangster, falls for Manisha who reciprocates his love without knowing his truth. After getting arrested and completing his term, he tries to convince his lover that he is a changed man.",5.7,0.5241
Kadhal Virus,26-12-2002,Tamil,Richard Rishi,Sridevi Vijayakumar,A.R. Rahman,"Kadhal Virus is a 2002 Tamil film directed by Kathir. The film stars Richard, Sridevi Vijaykumar, Abbas and Manorama in lead roles.",0,0.3116
Unnai Ninaithu,10-05-2002,Tamil,Suriya,Laila,Sirpi,"A young man tries to explain to his lover that her fiance is a crook. She refuses to believe him. Later, she realizes her mistake and comes back to him. But the man now loves another woman.",6.3,0.2905
Sundhara Travels,06-09-2002,Tamil,Murali,Radha,Bharani,"Sundhara Travels is a 2002 Tamil film directed by Thaha. The film stars Murali - Gopikrishna, Vadivelu - Azhagu, Radha - Gayathri and P. Vasu - Gayathri",4.5,0.4024
Sri Bannari Amman,19-04-2002,Tamil,Vadivelu,Khushboo,T. Rajendar,Goddess Bannari Amman takes the form of a woman who is skilled in curing people's ailments and goes to a small village. She destroys evil and blesses the good part of the society.,0,0.2716
Thamizh,14-04-2002,Tamil,Prashanth,Simran,Bharathwaj,"Thamizh, a brave youth, looks forward to working with his brother in Kuwait. Meanwhile, circumstances force him to clash with some gangsters which earn him Periyavar's wrath.",6,0.3568
April Maadhathil,29-11-2002,Tamil,Srikanth,Sneha,Yuvan Shankar Raja,"Kathir comes from a poor family and aspires to study hard and start earning. After turning down many girls, he falls for Shweta, a rich girl, but both do not confess their feelings to each other.",4.6,0.3358
Shree,19-07-2002,Tamil,Suriya,Shrutika,Muralidharan T S,"Shree is a 2002 Tamil action film directed by Pushpavasagan which stars Suriya in the title role, with Shrutika and Gayatri Jayaraman in supporting roles. The film met with a poor response, critically and made poor business at the box office .",6.5,0.271
Mutham,05-12-2002,Tamil,Arun Vijay,Charulatha,Bharani,"Joseph (Ajayan) and Sudha (Anjali) get married against their parents' wishes and they elope with their friends' help. Sudha's father (Vincent Roy), a politician, wants to kill Sudha and her friends. They arrive at a beach resort where they meet an old man (Thalaivasal Vijay) who warns them about the dangers at the resort. He tells them that the place is haunted and murders can take place. The friends arrange for the couple's honeymoon, ignoring his pleadings to vacate the place. However, in the forest, all the friends get murdered one by one, it turns out that the old man was the one who committed these killings as he explains his flashback of his granddaughter getting killed in the name of sacrifice by unscrupulous businessmen for the sake of buying the forest where the resort has been built as for that he kills each and every person who visits this resort. In the end, the old man gets stabbed and Arun and his lover escape from the place being worried about the situation.",0,0.2915
Karmegam,02-08-2002,Tamil,Mammootty,Manorama,Vidyasagar,Karmegham is a 2002 Tamil drama film directed by S. P. Rajkumar. The film features Mammootty and Radha Ravi in lead roles. The film had musical score by Vidyasagar and was released in 2002,0,0.2201
Padai Veetu Amman,04-11-2002,Tamil,Ramki,Meena,S A Rajkumar,A powerful man of a village kills a devotee on the eve of her wedding; he does this as his daughter is in love with the groom. He also seeks the help of an occult to acquire treasure until a neighboring deity comes to the rescue of this village.,7,0.3789
King,06-09-2002,Tamil,Vikram,Sneha,Dhina,"King story evolves around Raja, a business management student and professional magician living in Hong Kong with his single-father, Shanmugam, who he loves a lot. Then one day, they end up in a car accident, and when Shanmugam is in need of blood, he is given an unanalyzed amount of blood which was infected with multiple sclerosis.Dr. Cheenu suggests to Raja that he take his father to his old home in India, and to keep him happy for the last 2 months of his life. It is then that Raja finds out that Shanmugam was exiled from his home 25 years ago because he had...",5.9,0.2345
Samasthanam,27-09-2002,Tamil,R. Sarathkumar,Devayani,Deva,,5.2,0.2411
Virumbugiren,21-12-2002,Tamil,Prashanth,Sneha,Deva,"Shivan an aspiring designer's hopes crash when he lands up with the responsibility of looking after his mother and younger brothers with his father's sudden death. Since his father dies while in service, Shivan is forced to take up his father's job as a fire service man. He meets Thavamani, a beautiful rustic while on a posting in a village and they fall in love. But the girl's father and the whole village are against the lovers. How the lovers' fight against all odds and win form the rest of this love story.",4,0.3858
Shakalaka Baby,18-10-2002,Tamil,Ramki,Roja Selvamani,S A Rajkumar,A mindless comedy movie which starts with kidnapping of two grooms on their wedding day by the brides and somehow ends with a spoof on Veerappan. Two unattractive grooms are married to two sisters. The guys get henpecked and they don't have a happy marriage. Enters Shakalaka baby who attracts both the grooms and their father in law.  What transpires later forms the crux of the story.,0,0.1884
Game,04-11-2002,Tamil,Karthik Muthuraman,Radha,S.P. Venkatesh,Raja joins the worker's union and fights for the rights of his fellow employees. He opposes the injustice that his peers are forced to go through by the chairman of their company.,0,0.2469
Raajjiyam,14-04-2002,Tamil,Vijayakanth,Shamita Shetty,Bharathwaj,"Karthikeyan runs a secret agency. When he proves that the governor's son has killed his own wife, the leader gets angry and decides to seek revenge.",5.5,0.1775
Solla Marandha Kadhai,04-11-2002,Tamil,Cheran,Rathi Arumugam,Ilaiyaraaja,"Sivadhanu, an educated but unemployed honest man, gets married to the daughter of a rich man and moves to their house. However, taunts and disrespect compel him to find a new job in another town.",0,0.2128
