Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Varalaru,20-10-2006,Tamil,Ajith Kumar,Asin Thottumkal,A.R. Rahman,"Shiva, the ageing business tycoon, bound to his wheelchair, sharing a strong bonding with his son Vishnu. Indulgent, while Vishnu whiles away his time with his cronies taking life easy. But then suddenly Vishnu starts behaving out of character, his drunken bouts and acts causing the father much shame and embarrassment. And when Vishnu professes to remember nothing of what he had done, the father takes him to a psychiatrist.",6.2,0.6313
Paramasivan,14-01-2006,Tamil,Ajith Kumar,Laila,Vidyasagar,"Nandakumar, a police officer, appoints Siva, a convict, to find and kill the terrorists responsible for a bomb blast. However, Siva is unaware that Nandakumar intends to kill him after the mission.",4.5,0.6915
Thalai Nagaram,19-05-2006,Tamil,Sundar C,Jyothirmayi,D. Imman,"After Right, a petty criminal, kills Bhai's son, Bhai's gangsters seek revenge by killing Right's friend Balu. Later, Right decides to lead a normal life, but a corrupt police officer exploits him.",6.4,0.758
Nenjirukkum Varai,15-12-2006,Tamil,Narain,Poonam Kaur,Srikanth Deva,"Ganesh,who is from poor family tend to fall in love with a rich girl Bhuvana.Bhuvana meet with an accident that could cost her life and Ganesh tries to save her by all means he have.",0,0.7983
Sillunu Oru Kaadhal,08-09-2006,Tamil,Suriya,Jyothika,A.R. Rahman,"Gowtham and Kundhavi married then she finds a diary from his time at college, five years earlier. She thinks he would rather be married to Aishwarya, his college sweetheart, so she makes arrangements for them to meet again.",6.9,0.7034
Madhu,12-05-2006,Tamil,Jithan Ramesh,Priyamani,Ilaiyaraaja,"When Madhu proposes to a pious Mercy, she refuses. However, Madhu continues to follow Mercy and reaches her hometown. Things go wrong when Mercy's bold friend Esther comes to the village.",0,0.485
Sivappathigaram,24-11-2006,Tamil,Vishal Krishna,Mamta Mohandas,Vidyasagar,A man is working on a project with a smart professor whose daughter starts to like the man. During the legislature elections some mysterious killings take place. It's up to the guy to trace the killer.,4.7,0.5651
Kovai Brothers,23-02-2006,Tamil,Sathyaraj,Namitha,D. Imman,"Kovai Brothers is a 2006 Tamil film directed by Sakthi Chidambaram. The film stars Sathyaraj, Sibiraj, Namitha and Vadivelu in lead roles.",4.8,0.5791
Imsai Arasan 23am Pulikesi,08-07-2006,Tamil,Vadivelu,Tejashree,Murali,"Set in the late 18th century during the early stages of the British Raj, the film tells the story of twin brothers separated at birth. Pulikesi XXIII, the foolish elder brother, becomes a puppet of his uncle, the Chief Minister, while Ukraputhan, the wise younger brother, becomes a patriot intent on saving his land and his brother.",7.6,0.6111
Thalaimagan,01-09-2006,Tamil,R. Sarathkumar,Nayanthara,Srikanth Deva,"Thaimagan is a story of an investigative journalist Dheeran (Sarathkumar) who is intent on exposing corrupt minister Shanmugavadivelu (Mukesh Tiwari) and his stooge, the state director general of police (DGP) Alangaram (Seema Biswas).The story revolves around a bottled water plant in a village sanctioned by the minister for a quid pro quo. Dheeran is against the project as it would deplete the ground water resources and warns the people and government about its dangers. The minister sends his goons to silence the newspaper owner (Vijayakumar) permanently. But the...",4,0.4652
Kalvanin Kadhali,14-02-2006,Tamil,S. J. Suryah,Nayanthara,Yuvan Shankar Raja,"Sathya is a Casanova by character and he sets his sights on Haritha and manages to woo her. She loves him whole heartedly and he is not in favor of that. At one moment he falls for Haritha, but at the same time, she comes to know about his real character, and she ends their relationship. The story is about how Sathya changes himself and earns her love back.",1.5,0.534
Vallavan,21-10-2006,Tamil,Silambarasan,Nayanthara,Yuvan Shankar Raja,"A man loves a woman even though she is three years older than him. Although she reciprocates initially, the age difference and his past with a classmate lead her to break up with him.",5.167,0.3853
Kedi,24-09-2006,Tamil,Ravi Krishna,Tamannaah Bhatia,Yuvan Shankar Raja,A happy-go-lucky student at a university gets embroiled in a love triangle with two very different young women.,3.2,0.4573
Dishyum,12-05-2006,Tamil,Jiiva,Sandhya,Vijay Antony,"Bhaskar, a stuntman, is smitten with Cinthya, a college student. However, his heart is broken when he learns that she doesn't love him back but he still to tries persuade her.",5.333,0.4543
Kalabha Kadhalan,16-02-2006,Tamil,Arya,Renuka Menon,Niru,A sister in law (Akshaya) falls in love with her brother in law Akhilan (Arya). But he refuses her because he adores his wife (Renuka Menon) and he never would cheat on her. He hides all facts to his wife in order to protect her. Finally the sister in law commits suicide after a tragedy that becomes the climax of the film.,5.5,0.3957
Jambhavan,01-09-2006,Tamil,Prashanth,Meghna Naidu,Bharathwaj,"Jambhavan movie is about Velan (Prashanth) who is a responsible son of a village landlord (Vijayakumar). Adored by the villagers for his good deeds, Prashanth gets a shock when Vijayakumar informs that he is his foster son.A shocked Velan sets out on a mission to know about his past. He reaches Chennai and comes to know that his family members were killed by a dreaded gangster Deva (Vijayan). He had then vowed to kill him and his gang. In the name of Jambhavan, he starts to kill rowdies in the society.Suffering an injury in his head, Velan loses memory and is later adopted by Vijayakumar. He comes to know that his job was just half-done. The rest is how he puts an end to Fefsi Vijayan and his men coming to Chennai.",4,0.4932
Pasa Kiligal,14-01-2006,Tamil,Prabhu,Navya Nair,Vidyasagar,Sethupathy and his brother Sevathayya are fond of their only sister Maragadham living in Melur village.Vairaghya Bhoopathy who is the chief of the neighboring village Aalur and the two families are rival for generations. But Maragadham falls for Nallarasu who is the brother of Bhoopathy.Then comes Alakalan who a schemer who wants to marry Maragadham. Both the brothers humiliate him and send him back.,0,0.459
Something Something… Unakkum Enakkum,18-06-2006,Tamil,Ravi Mohan,Trisha Krishnan,Devi Sri Prasad,"The story starts in a jail, where prisoner Muthupandi (Prabhu) is being interrogated by a police officer (Vijayakumar) about his past. Without hesitation, Muthupandi tells. Muthupandi is a son of the soil, a very hard working self-made man who dotes on his only sister Kavitha (Trisha Krishnan). Their mother died very early and it was Muthupandi who brought up Kavitha with a lot of love and affection. Kavitha’s best friend Lalitha (Richa Pallod), who is getting married, takes Kavitha to her house for the nuptial ceremony. As an emotional scene prior to this notes, this is the first time Kavitha has been away from her brother.",6.2,0.541
Suyetchai MLA,05-05-2006,Tamil,Sathyaraj,Abitha,Sabesh,"When Nambirajan's sister's would-be father-in-law insults him and challenges him to amass name and wealth, Nambirajan strives hard to become a powerful politician.",0,0.4695
Kusthi,25-08-2006,Tamil,Karthik Muthuraman,Manya,D. Imman,Kusthi movie revolves around Jeeva (Prabhu) runs away from home unwilling to marry local chieftain (Radha Ravi),0,0.3566
Perarasu,14-09-2006,Tamil,Vijayakanth,Ragasiya,Pravin Mani,"CBI officer Kasi gets tasked to investigate the disappearance of a judge. However, when he finds the culprits, who are three corrupt policemen, they get killed one by one and Kasi gets framed for it.",5.2,0.446
Parijatham,09-06-2006,Tamil,Prithviraj Sukumaran,Seetha,Dharan Kumar,"Prakashraj and Seetha have a son named Surendhar (Prithviraj Sukumaran). Sumathi (Saranya Bhagyaraj) is the daughter of Sarath Babu. Sumathi lived in a palatial house and enjoyed a luxurious life in her childhood. However, her father Sarathbabu loses his textile business in a fire accident and is pushed to poverty.",0,0.3798
Em Magan,08-09-2006,Tamil,Bharath Srinivasan,Gopika,Vidyasagar,"Emtan runs a provision shop in a village. His son Krishna who is a student of poultry science, helps him in the shop. A strict father Emtan is always at his son's back. His strict ways of dealing his son leaves an uncomfortable scene in the house. Vadivelu (Krishna's uncle) is the only solace for him in the house. Krishna meets his childhood crush Janani, who is the daughter of his uncle. Both their families are at loggerheads. A death in their family brings them together. Unfortunately Krishna and Janani are...",7.6,0.3381
Vattaram,21-10-2006,Tamil,Arya,Kirat Bhattal,Bharathwaj,"Gurupadam, a ganglord, kicks out his driver due to certain accusations against him. The driver's son, Burma, grows up and joins the boss's gang with revenge on his mind.",5.1,0.4812
Azhagiya Asura,22-12-2006,Tamil,Sampath Raj,Regina Cassandra,Brahma,"Guna unites his brother and his lover after overcoming a number of problems. But when he falls in love with a girl who does not reciprocate his feelings, his brother's wife comes to his aid.",0,0.4274
Poi,22-12-2006,Tamil,Uday Kiran,Vimala Raman,Vidyasagar,"Valluvanar is an upright political leader in Tamil Nadu much respected for his honesty and uprightness. And he refuses to compromise on this trait even when his only son Kamban finds himself in jail for no fault of his. The opposition party takes advantage of the situation and bails out Kamban, who joins this party much to his father's embarrassment. The media laps it up sensationalizing it further. Then Kamban decides to leave the country until things cool down. Only his mother Vasuki with whom he is close is aware of this plan. Kamban arrives at Sri Lanka where he be-friend's Banerjee, a Bengali and stays with him. One day he finds a Tamil book on the beach which he traces to Shilpa the owner of the book, who is a college student preparing for the civil services examination. The film juggles between reality and fiction, where Theepori, the fictitious father image of Kamban advises him to fall in love. The rest of the story is about the emotional conflict between her career and love.",2,0.3802
Dharmapuri,21-10-2006,Tamil,Vijayakanth,Raai Laxmi,Srikanth Deva,"Dharmapuri movie revolves around Sivaram (Vijayakanth) who lives in exile in Rameswaram with his parents, father Meiyappan (Vijaykumar) and mother Sumithra. Meiyappan is a sincere farmer and a head of a village in Dharmapuri.He strongly believes in traditional industry and encourages his fellow people to take up businesses like making clay pots and artifacts instead of selling their lands to large builders in cities, who want their lands for its rich sand soil. To gain confidence among his people, Meiyappan donates his 200 acres of land for the benefit of the village.",5.5,0.3237
Pachchak Kuthira,14-04-2006,Tamil,R. Parthiban,Namitha,Sabesh,"A man, who lives in the slums, is infamous for harassing people. He is unaware that the people hate him. When he finally realises this, he decides to transform himself completely.",2,0.2991
Idhaya Thirudan,03-02-2006,Tamil,Ravi Mohan,Kamna Jethmalani,Bharathwaj,"To rebel against her mother, Deepika, a young girl, sends explicit pictures of herself to a fictitious email address. However, the pictures are received by a real person and the two fall in love.",2.5,0.3785
Yuga,14-07-2006,Tamil,Richard Rishi,Swarnamalya,Dhina,Yuga movie revolves around Narrain (Nasser) who a scientist and his assistant Banu (Swarnamalya) are conducting a research on comets. By chance they discover the imminent doom that will befall the people of the world due to a comet. To prevent the people from panicking they decide to hide this matter from the public. They organize a World scientists,0,0.213
Manathodu Mazhaikalam,22-09-2006,Tamil,Shaam,Nithya Das,Karthik Raja,"Siva (Shaam) and Sathya (Nithyadas) are collegemates. She is a good friend of Siva. She is always with him, both in his happy and sad moments. When he is in a tight corner, Sathya with the help of her father, helps Siva to come out it unscathed. Their friendship continues even after their college days. The parents of Siva and Sathya mistake their friendship as an affair. In the course of time, Siva marries Sruthy (Samiksha) and Sathya marries Karthik (Jaya Surya). Sruthy soon becomes pregnant but dies of complications in childbirth. Siva is left to raise his son on his own. Many years pass, and Siva's son begins to treat him badly, leaving Siva destitute. At the same time, Karthik informs Siva that Sathya is in her death bed due to heart problems. In due course of time, Sathya dies. The film ends as Karthik and Siva, both widowers, walk together vowing to remain good friends for the remainder of their lives.",0,0.2579
Chithiram Pesuthadi,10-02-2006,Tamil,Narain,Bhavana,Sundar C. Babu,A henchman who is loyal to his boss falls in love with a woman who changes his views on life and decides to mend his violent ways.,5.6,0.4296
June R,08-02-2006,Tamil,Biju Menon,Jyothika,Sharreth,"June R, an orphan, was born in the month of June, for which she was named. She works in an advertising agency. One day she happens to come across a middle-aged woman hurt badly in an accident.",5.5,0.2805
Aadum Koothu,04-12-2006,Tamil,Cheran,Navya Nair,Isaac Thomas Kottukappally,"Manimekhala, a village girl, can see what others do not and her predictions always come true. However, she sets out to investigate the illusions, which leads her to disturbing truths.",0,0.2693
Thirudi,22-12-2006,Tamil,Kathir,Dhanya Mary Varghese,Bharani,"Thirudi (transl. Lady thief) is a 2006 Tamil language romance film directed by K. Shankar. The film stars newcomers Kathir and Dhanya Mary Varghese, with Sundar, Marina, Rajeev, Ponmaran, Gunasekhar, Kuyili, Vadivukkarasi, and Sempuli Jagan playing supporting roles. The film was produced by Mahadevan Ganesh and Usha Venkatramani. It had music by Bharani, cinematography by D. Shankar, and editing by S. Satish. The film released on 22 December 2006.",0,0.234
Sudesi,08-05-2006,Tamil,Vijayakanth,Ashima Bhalla,Srikanth Deva,"An idealist named Hindustani comes across evidence against the State's Chief Minister R.C. Narayan. He abducts his aide, a politician named Raghavchari, then fakes his death by a motor vehicle accident. After convincing everyone about this death, he keeps him captive, and starts to blackmail the Chief Minister with hopes to bring about change - but Narayan has other plans for him.",5,0.2494
E,21-10-2006,Tamil,Jiiva,Nayanthara,Srikanth Deva,E movie revolves around bio-war and its potential dangers and how poor gullible Indians are made victims by International pharmaceutical companies that come to India to uses its people as Guiana Pigs to test their new formulations.,5.833,0.4314
Azhagai Irukkirai Bayamai Irukkirathu,14-04-2006,Tamil,Bharath Srinivasan,Mallika Kapoor,Yuvan Shankar Raja,"Mano loves Jo but when he realises that Jo is in love with Prem, he decides to help her in winning Prem's love.",4,0.1571
Iruvar Mattum,30-11-2006,Tamil,Abhinay,Sunitha Varma,Vijay Antony,coming soon...,0,0.1683
Nee Venunda Chellam,03-04-2006,Tamil,Jithan Ramesh,Gajala,Dhina,"Nee Venunda Chellam movie revolves around Kannan (Ramesh) see Geetha (Gajala), who happens to be his friend's neighbor. After several encounter with her, Kannan falls in love with her. To convey his love interest, Kannan sends her a letter. At that time, little does he realize that Geetha is the daughter of Viswanathan (Thilakan) who is a cynical and vengeful man.Viswanathan gets hold of this letter and finds out that the person who had written it is none other than the one who humiliated him sometime ago. He decides to wreck his vengeance on him. Viswanathan passes this note to...",1,0.1816
Chennai Kadhal,08-12-2006,Tamil,Bharath Srinivasan,Genelia D'Souza,Joshua Sreedhar,Chennai Kadhal movie is a city based love story. Gautham (Bharath) who is a college drop-out and a good-for-nothing guy (like his father always says). Gowtham meets Narmada (Genelia) who is the daughter of a local don Sakthivel (Radha Ravi). He falls in love with Narmada ( Genelia).She lives in a hostel after learning that her dad is a criminal who now wants her to marry his partner Sardar,2,0.2575
Vathiyar,15-10-2006,Tamil,Arjun Sarja,Mallika Kapoor,D. Imman,"Dorai (Arjun) is a do-gooder don. But a police force led by ACP Easwara Pandian (Prakash Raj) and his sidekick (Sathyan) are after him. However, the poor need him as he is a Good Samaritan running an orphanage. He has help from his friends (Manivannan and Vadivelu). But Dorai has a problem. His mother (Sujatha) doesn’t approve of his ways. She feels that he is just a loutish goon. There is also Anjali (Mallika Kapoor), a TV journo, who is in love with Dorai because of his dare devil ways. Dorai has a past too. He was just an honest-to-goodness school teacher, who ends up as the deathly Dorai after a fire ravages a school and kills several children. The incident forces him to take on the system of venal officials and politics. Now, Dorai’s biggest task is to nip a dark and dire politician who wants to bomb the city. The rest, as they, is all cinematic clichés.",4.8,0.2259
Naalai,17-05-2006,Tamil,Richard Rishi,Madhumitha,Muhammad Asif Ali,"Naalai movie revolves around two orphans Justin (Richard) and Nattu (Natraj) who are work as henchmen to Nair (Nasser). They are his loyal servants and  both are prepared to lay their lives for their master.However a sequence  of events results in Nair developing mistrust and hatred on the two. He  employs another youth in their place and plans to bump them off.Eventually Justin ends up in prison and Nattu loses his leg thanks to Nair's plans . After three years (when Justin completes his jail term ), Justin along with Nattu decides to stay away from violence and lead a peaceful lifeCharu (Madhumitha) who is a girl next door falls in love with Justin and both decide to marry. Meanwhile a reformed Nair seeks appology to both Nattu and Justin before his death.The rest is all but Justin and Nattu going all guns blazing to take revenge on their enemies.",0,0.2612
Uyir,01-06-2006,Tamil,Srikanth,Samvrutha Sunil,Joshua Sreedhar,"Sundar lives with his brother's family but is unaware that his sister-in-law Arundathi lusts for him. After his brother's suicide, Sundar is forced to look after Arundathi and her children.",2.7,0.1212
Madrasi,10-07-2006,Tamil,Arjun Sarja,Vedhika,D. Imman,"Kasi (Arjun) comes to Mumbai to track his parents' killers. He is successful in finding the first two. In order to find the third one he joins a goon Ravi Bhai (Raj Kapoor). This Ravi Bhai is in loggerheads with his own brother, Mani Bhai (Fefsi Vijayn). Mani Bhai runs another gang and the leading goonda in this gang is Siva (Jagapati Babu). Once upon a time in some Jail, Siva and Kasi were good friends. But now they are thirsty for each other's blood. They unite finally when their loved ones are killed.They plot to kill sivas brother by killing vedhika and divert Arjun. Arjun and Vedhika die in the end.",2,0.1779
Gurukshetram,11-08-2006,Tamil,Sathyaraj,Roja Selvamani,Isaac Thomas Kottukappally,"Kurukshetram (2006) is a Tamil film directed by director Jeyabharathi, starring Sathyaraj, Roja and Rajendra. Bharath (Sathyaraj) and his wife Vaishnavi (Roja) live in Western America with their children Subash and Sindu. Riots break out in the part of America where Bharath and his family live.",0,0.1531
