Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Viswasam,10-01-2019,Tamil,Ajith Kumar,Nayanthara,D. Imman,"A village ruffian, who settles disputes in his native, takes on a big shot when he tries to sort out the rough patch in his marriage after several years.",6.3,2.362
Bigil,17-10-2019,Tamil,Vijay,Nayanthara,A.R. Rahman,"A do-gooder don wants his footballer son to uplift the life of his people by becoming a champion, but fate draws the youngster into a life of violence. Will he be able to fulfill his father’s dream when an opportunity comes his way seven years later?",6.5,2.4132
Kaithi,25-10-2019,Tamil,Karthi,Black Sheep Deepthi,Sam C S,"Dilli, a convicted criminal, is out on parole to meet his daughter. However, a drug bust sets him off on a mission to save the life of police officers.",7.5,2.3201
Thadam,01-03-2019,Tamil,Arun Vijay,Vidhya Pradeep,Arun Raj,The murder of a youngster creates confusion among a few cops when they find out that the one accused in the crime has a look-alike!,7.1,2.4005
Namma Veettu Pillai,27-09-2019,Tamil,Sivakarthikeyan,Aishwarya Rajesh,D. Imman,"Arumpon wants his sister to get married into a good family, but is forced to accept her marriage to a local goon, with whom he is at loggerheads. Will the brother-sister relationship survive?",5.353,1.9489
Peranbu,01-02-2019,Tamil,Mammootty,Sadhana,Yuvan Shankar Raja,"A single father tries to raise his daughter, who has cerebral palsy, even as she is beginning to wake up to her sexuality.",7.5,1.7948
Kaappaan,19-09-2019,Tamil,Suriya,Sayesha Saigal,Harris Jayaraj,"A Special Protection Group officer has to identify the threat to the prime minister, who he is protecting, and also the nation.",5.5,1.4013
House Owner,27-06-2019,Tamil,Kishore,Lovelyn Chandrasekhar,Ghibran,"An elderly couple, a house wife and a retired army man, go through some unanticipated moments during a rainy season in Chennai.",6.2,1.5409
Adithya Varma,21-11-2019,Tamil,Dhruv Vikram,Banita Sandhu,Radhan,A brilliant and short-tempered young surgeon goes down a self-destructive path when the love of his life is forced to marry another man.,6.1,1.8506
Kanchana 3,19-04-2019,Tamil,Raghava Lawrence,Kovai Sarala,S. Thaman,A young man who gets easily scared is possessed by a ghost that is seeking revenge.,4.159,1.4674
Game Over,14-06-2019,Tamil,Anish Kuruvilla,Taapsee Pannu,Ron Ethan Yohaan,"Swapna, a nyctophobic game designer on a turbulent road to recovery from an incident that scarred her deeply, has to fight her inner demons to stay alive in the game called life.",6.1,1.2643
Kuppathu Raja,05-04-2019,Tamil,G. V. Prakash Kumar,Palak Lalwani,G. V. Prakash Kumar,A story about the relationship between the slum dwellers in Chennai and how certain anti-social elements create unrest in their lives.,5,1.1317
Petta,10-01-2019,Tamil,Rajinikanth,Simran,Anirudh Ravichander,"A hostel warden becomes the target of a dreaded politician and his gangster son, but little do they realise that it is they who should fear him.",7.1,1.5606
Enai Noki Paayum Thota,29-11-2019,Tamil,Dhanush,Megha Akash,Darbuka Siva,"A college student’s life takes an unexpected turn when he falls for an actress caught in a dangerous web of control. As their love story unfolds, he is drawn into a high-stakes world where survival becomes the ultimate challenge.",5.5,1.6333
Sigai,09-01-2019,Tamil,Kathir,Riythvika,Ron Ethan Yohaan,A pimp must investigate the sudden disappearance of his network’s most demanded prostitute.,5.7,1.3142
Sillu Karuppatti,26-12-2019,Tamil,Samuthirakani,Sunaina,Pradeep Kumar,An anthology of four romantic stories across four age groups connected by that magical thread called love.,6.9,1.0396
Uriyadi 2,05-04-2019,Tamil,Vijay Kumar,Vismaya,Govindh Vasantha,A young man struggles for justice for the victims who are affected by the chemical plant leakage which lead to many deaths in the village.,7,1.1651
Mehandi Circus,19-04-2019,Tamil,Madhampatty Rangaraj,Shweta Tripathi Sharma,Sean Roldan,"A music shop owner falls in love with a girl from a circus troupe that visits his village, but caste and class stand in the way.",6,1.1573
100,10-05-2019,Tamil,Atharvaa Murali,Hansika Motwani,Sam C S,"A young cop, who works in a police control room, tries to solve the mysterious case of a kidnapped girl.",6.632,0.9587
Dev,14-02-2019,Tamil,Karthi,Rakul Preet Singh,Harris Jayaraj,A youngster who has to fight against all the odds in order to achieve his desires.,5,0.9826
Kolaiyuthir Kaalam,08-08-2019,Tamil,Prathap Pothan,Nayanthara,Yuvan Shankar Raja,"The heiress of a multi-millionaire, a hearing and speech impaired young woman, has to fend off a slasher all alone in her palatial estate.",4.2,0.98
Sangathamizhan,15-11-2019,Tamil,Vijay Sethupathi,Raashii Khanna,Vivek Siva,"A village is protesting against the setting up a copper plant, but when their leader dies, the corporate company behind the plant sends in a look-alike to facilitate their plan.",4.5,1.054
Dharma Prabhu,28-06-2019,Tamil,Yogi Babu,Janani Iyer,Justin Prabhakaran,Lord Shiva accuses Yama for saving the life of a criminal-politician when the latter tries to stop a little girl from dying. Yama is given a few days' time to rectify his action.,4.75,0.8269
Super Deluxe,29-03-2019,Tamil,Vijay Sethupathi,Samantha Ruth Prabhu,Yuvan Shankar Raja,"An unfaithful newly-wed wife, an estranged parent, a priest and an angry son suddenly find themselves in the most unexpected predicaments, each poised to experience their destiny, all on one fateful day.",7.726,1.0312
Mr. Local,17-05-2019,Tamil,Sivakarthikeyan,Nayanthara,HipHop Tamizha Adhi,A happy-go-lucky guy lands in trouble after he locks horns with an egoistic lady.,5,0.757
Kadaram Kondan,19-07-2019,Tamil,Vikram,Akshara Haasan,Ghibran,Kadaram Kondan (Conqueror of Kadaram):  The pregnant wife of a young doctor is kidnapped and the kidnappers want him to help free a patient who is admitted in the hospital. Who is the patient? And why are the cops and criminals after him?,5.4,1.1107
Asuran,02-10-2019,Tamil,Dhanush,Manju Warrier,G. V. Prakash Kumar,A family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste. Can the pacifist father be able to save his hot-blooded son?,7.7,0.9581
Nerkonda Paarvai,08-08-2019,Tamil,Ajith Kumar,Shraddha Srinath,Yuvan Shankar Raja,"When three young women are harassed and implicated in a crime they didn't commit, a bipolar lawyer sets out to help them clear their names and prove it to everyone that a woman's consent matters.",6.8,0.9457
Sagaa,01-02-2019,Tamil,Saran Shakthi,Ayraa,Shabir Sulthan,"Young orphans Sathya and Kadhir are raised by a local lady-goon in the dark areas of a bustling metro. They are orphaned again when she is killed by her own brother after a dispute over property. Sathya and Kadhir avenge her death, which lands them in jail. While in jail, Sathya befriends two other inmates and manages to escape with them.",5,0.9874
Action,15-11-2019,Tamil,Vishal Krishna,Tamannaah Bhatia,HipHop Tamizha Adhi,An Indian army officer goes after the mastermind behind a terror attack that also resulted in personal loss to him.,4.969,1.055
Jada,06-12-2019,Tamil,Kathir,Roshini Prakash,Sam C S,"Jada is an upcoming Indian Tamil language sports drama film written and directed by Kumaran on his directorial debut. The film stars Kathir and newcomer Roshini in the lead roles, while Kishore and Yogi Babu play supporting roles.",4,0.9199
Aadai,19-07-2019,Tamil,Vivek Prasanna,Amala Paul,Pradeep Kumar,A free-spirited girl gets the shock of her life when she finds herself naked in an abandoned building after a late-night party.,6,0.9687
Hero,18-12-2019,Tamil,Sivakarthikeyan,Kalyani Priyadarshan,Yuvan Shankar Raja,A fraudster gets to fulfill his childhood dream of being a superhero when he takes on a ruthless businessman whose business strategy is to crush the dreams of children.,6.5,1.0765
90 ML,01-03-2019,Tamil,Anson Paul,Oviya Helen,Silambarasan,"Thamara, Paru, Kajal and Suganya are four friends who are rather tired of their uneventful routine. However, things take a turn for the better with the arrival of the spirited and outgoing Rita, a young woman who encourages them to live their lives to the fullest.",4.9,1.1078
Airaa,28-03-2019,Tamil,Kalaiyarasan,Nayanthara,Sundaramurthy K. S.,A young woman encounters a supernatural presence in her grandmother's home.,5,0.8109
Nungambakkam,26-07-2019,Tamil,Ajmal Ameer,Ayraa,Sam D. Raj,"The story based on the sensational Swathi murder case. Nungambakkam title refers to the railway station in Chennai where the 24-year-old software engineer Swathi was stabbed to death. Swathi was murdered when she was waiting for the train in the morning at the Nungambakkam railway station on June 24, 2016.",0,0.8859
Kee,10-05-2019,Tamil,Jiiva,Nikki Galrani,Vishal Chandrasekhar,A hacker gets the shock of his life when another hacker tries to destroy his dear ones.,6.273,0.6823
Aruvam,10-10-2019,Tamil,Siddharth,Catherine Tresa,S. Thaman,A food safety officer and a teacher who has no sense of smell come together to fight the practice of food adulteration and its devastating effect on people.,4.083,0.915
Kaaviyyan,18-10-2019,Tamil,Shaam,Athmeeya Rajan,Syam Mohan MM,"Akilan Vishwanathan, an Indian cop known for his intellectual mind, chases the culprit involved in a multiple kidnapping and murder in Las Vegas. Will he be able to succeed?",0,0.8139
Thambi,19-12-2019,Tamil,Karthi,Jyothika,Govindh Vasantha,Brother and sister who get separated and reunite years later when the brother has grown to be a criminal.,6.4,0.9923
Comali,14-08-2019,Tamil,Ravi Mohan,Kajal Agarwal,HipHop Tamizha Jeeva,A youngster in his mid-30s goes through a series of struggles after coming to terms with the fact that he was in coma for 16 years.,6.2,0.816
Natpe Thunai,04-04-2019,Tamil,HipHop Tamizha Adhi,Anagha,HipHop Tamizha Adhi,"Prabakaran, an international hockey player who choose to leave the sport picks it up again only to save the ground of a local team.",5.5,0.7684
Ayogya,11-05-2019,Tamil,Vishal Krishna,Raashii Khanna,Sam C S,"When a corrupt cop gets embroiled in a heroic brawl, he has no idea how it would eventually lead him to a shocking rape case and change his life forever.",7.188,0.7516
Vantha Rajavathaan Varuven,01-02-2019,Tamil,Silambarasan,Megha Akash,HipHop Tamizha Adhi,The young heir of a rich family embarks on a journey to effect a reconciliation between estranged family members.,5.9,0.7326
Irandam Ulagaporin Kadaisi Gundu,05-12-2019,Tamil,Dinesh Ravi,Anandhi,Tenma,A hardworking lorry driver who works at an old paper mart learns about the presence of a bomb and does everything he can to stop it from exploding.,6.6,0.7145
Nenjamundu Nermaiyundu Odu Raja,14-06-2019,Tamil,Rio Raj,Shirin Kanchwala,Shabir Sulthan,Two ambitious youngsters who make a living through a YouTube channel agree to perform a few tasks for a businessman when the latter offers them huge money.,5,0.6347
Puppy,11-10-2019,Tamil,Varun Kamal,Samyuktha Hegde,Dharan Kumar,A final year college student gets the shock of his life after knowing that he's gonna become a father as his girlfriend shows positive pregnancy test result. How is he going to face his parents?,4.8,0.6405
