Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Ilaingan,14-01-2011,Tamil,Pa. Vijay,Meera Jasmine,Vidyasagar,"Karky  works in a shipyard owned by Rajanayagam, a feudalistic industrialist who imprisons his workers in the factory compound and refuses to allow them to have any link with the outside world. How Karky unites the workers and leads them to freedom is what the movie is about.",5.2,0.803
Ko,22-04-2011,Tamil,Jiiva,Karthika Nair,Harris Jayaraj,"Ashwin is a photographer, covering the upcoming elections for a newspaper. His life gets entangled with politics when one of his published photographs upsets a corrupt political party.",7.144,1.1089
Mayakkam Enna,25-11-2011,Tamil,Dhanush,Richa Gangopadhyay,G. V. Prakash Kumar,"Karthik splits his time between aimlessly hanging around his friends and dreams of being an assistant to his role model, an arrogant yet world renowned wildlife photographer. When Karthik's close friend Sundar introduces his girlfriend Yamini to their group, they can't stand each other initially, but there lies the twist, when opposites attract.",6.6,0.6465
Rajapattai,23-12-2011,Tamil,Vikram,Deeksha Seth,Yuvan Shankar Raja,"Murugan is a stunt actor in movies and his only aim in life is to become a good villain and get featured prominently in movie posters and cutouts. At a temple festival, he rescues Dakshinamoorthy from goons trying to kidnap him on orders from his son, who wants to take over land on which an orphanage is located. Murugan takes Dakshina to his mansion to keep him safe. Soon, thugs arrive in search of Dakshina as the land was promised to politician Ranganayaki alias Akka in return for an MLA seat to his son. It is now up to Murugan to foil their plan.",2.8,0.7762
Kaavalan,15-01-2011,Tamil,Vijay,Asin Thottumkal,Vidyasagar,"Bhoominathan aka Bhoomi is introduced to us as a person who gets into many local fights. Worried about his future, his family sends him to Muthuramalingam (Raj Kiran), a much respected personality in his place Semmanur, to put Bhoomi's life on the right track. But things don't go as planned. Muthuramalingam's adversary threatens to kill his daughter Meera (Asin) as a revenge against his own daughter's fate. So Bhoomi is given the job of Meera's bodyguard at college. Meera goes to college with her friend Madhu but is irritated by Bhoomi's presence everywhere. So she devises a plan.",5.6,0.7001
Vedi,30-09-2011,Tamil,Vishal Krishna,Sameera Reddy,Vijay Antony,"Prabhakaran travels all the way from Tamil Nadu to Kolkata for a purpose. He takes up a job in a college and meets Aishwarya. He also comes across Paro in Kolkata and they end up falling head over heels in love with each other. Meanwhile, there is a group in the look out for Prabhakaran at the behest of Eswara Pandian and his son. The ensuing sequence of events results in Prabhakaran revealing his true face through a flashback and there begin the twists and turns, which also unravels a sibling story with underworld background.",5.125,0.6959
Velayudham,26-10-2011,Tamil,Vijay,Genelia D'Souza,Vijay Antony,An ordinary milkman is forced to become the fictional character Velayudham who takes on the scum of the earth.,5.323,0.6588
Venghai,08-07-2011,Tamil,Dhanush,Tamannaah Bhatia,Devi Sri Prasad,"A young man supports his father in opposing a local MLA, who often gives them trouble.",5.9,0.6194
Azhagar Samiyin Kuthirai,12-05-2011,Tamil,Appukutty,Saranya Mohan,Ilaiyaraaja,"Azhagarsami loses his only source of livelihood, a horse. At the same time, during the Thiruvizha festival, the horse meant to carry the temple deity also goes missing.",6,0.5825
Aaranya Kaandam,10-06-2011,Tamil,Jackie Shroff,Yasmin Ponnappa,Yuvan Shankar Raja,A drama that unfolds between two rival mafia gangs on a single day when a bag of cocaine gets stolen by two innocent people.,7.764,0.5617
Kullanari Koottam,25-03-2011,Tamil,Vishnu Vishal,Remya Nambeesan,V. Selvaganesh,"Vetri, a jobless young man, meets Priya and falls in love with her. However, he faces challenges when her father wants him to join the police force.",5.333,0.6624
Vandhaan Vendraan,16-09-2011,Tamil,Jiiva,Taapsee Pannu,S. Thaman,,4.8,0.4301
Vaanam,29-04-2011,Tamil,Silambarasan,Anushka Shetty,Yuvan Shankar Raja,"Five people from varied strata of society – a slum dweller who works as a cable operator, a runaway prostitute, a desperate woman drowning in debt, a rising musician, and a grief-stricken Muslim man – end up together in the same hospital, at a time when it is attacked by terrorists.",5.9,0.5354
Uyarthiru 420,11-08-2011,Tamil,Snehan,Meghana Raj,Mani Sharma,"A conman falls for the girl he was deceiving and decides to work as an honest man. While working in a hotel, he discovers that his boss is being troubled by a high profile man and plans to help him by conning the man.",4.5,0.4499
Pillayar Theru Kadaisi Veedu,24-06-2011,Tamil,Jithan Ramesh,Sanchita Padukone,Chakri,"Pillaiyar Theru Kadaisi Veedu is a Tamil-language romantic comedy drama film written and directed by newcomer Thirumalai Kishore, starring Githan Ramesh in the lead role as a T. Rajendar fan, while Sanchita Padukone and Telugu actress Suhasini, making her Tamil film debut, play lead female characters, with Jayaprakash, Prakash Raj, comedian Soori and Ilavarasu essaying supporting roles. The film, produced by Ramesh's home production Super Good Films, has music scored by Telugu composer Chakri in his debut Tamil film.",3,0.5635
Veppam,29-07-2011,Tamil,Nani,Nithya Menen,Joshua Sreedhar,"In the slums of Chennai, Karthik, a young engineering student, falls in love with Revathy, his childhood friend. However, their lives are entangled with the dark underbelly of the city, where Karthik's father, Jyothi, a drunkard and drug peddler, has abandoned them. Karthik's friend Vishnu, who owns a mechanic shop, gets embroiled in Jyothi's illegal dealings, leading to a chain of events that puts their lives in danger. As Karthik and Revathy navigate their love amidst the chaos, they must confront the harsh realities of their world, including crime, betrayal, and loss. Ultimately, Karthik must make a choice between his love for Revathy and his need for revenge against his father, who is responsible for the death of his friend Vishnu.",5.4,0.5163
Puli Vesham,26-08-2011,Tamil,Karthik Muthuraman,Sadha,Srikanth Deva,"Munian (R.K), the innocent turned underworld dada. The naïve youngster from a remote village becomes a dreaded dada who could fix anyone and anything for money. He spends the money to treat a girl who is in coma for six months. Who is that girl and why does he spend money for her?",4.5,0.5088
Eththan,27-05-2011,Tamil,Vimal,Sanusha Santhosh,Taj Noor,"Sathyamurthy alias Sathya is the son of a school teacher in Kumbakonam. Vimal is a happy-go-lucky youngster, who yearns to do business. To achieve his 'mission', he borrows money from all quarters and is almost drowned in debts. Even as his father advices him to start leading life in a right manner, enters Selvi, a student. Sathya gets acquainted to Selvi and his life takes a turn. Meanwhile, Selvi gets into trouble and the baton is passed on Sathya to ensure that all goes well. How Sathya helps her overcome troubles and does romance blossom between the two forms the rest.",6.5,0.4698
Nanjupuram,01-03-2011,Tamil,Raaghav,Mounika,Raaghav,"Velu, a forward thinking youngster of Nanjupuram, an isolated, snake infested village located in the interior of South India, must win an internal battle between rationale and paranoia to unite with Malar, the girl he loves.",5,0.3929
Mambattiyan,01-09-2011,Tamil,Prashanth,Meera Jasmine,S. Thaman,"Mambattiyan is a 2011 Tamil action film directed by Thiagarajan, starring his son Prashanth as the titular character. The film, also starring Meera Jasmine, Prakash Raj, Vadivelu and Mumaith Khan in other pivotal roles, is a remake of the 1983 Tamil blockbuster of the same title that starred Thiagarajan himself and Saritha",3,0.5486
Engeyum Eppodhum,16-09-2011,Tamil,Jai Sampath,Anjali,C. Sathya,"Amudha, a village girl visiting Chennai for the first time, falls in love with Gautham, a stranger, who shows her around the city. Kathiresan, a metal worker, is infatuated by Manimegalai, a nurse.",7.1,0.5245
Seedan,25-02-2011,Tamil,Unni Mukundan,Ananya,Dhina,"Seedan (Tamil: சீடன்) (English: Disciple) is a 2011 Indian Tamil-language drama film directed by Subramaniya Shiva. The film stars newcomer Unni Mukundan and Ananya of Naadodigal fame in the lead and features Dhanush in an extended guest appearance, while Suhasini, Sheela and Vivek appear in supporting roles.  The film, a remake of the 2002 Malayalam hit film, Nandanam, released on 25 February 2011 to mixed reviews. The whole film is shot inside a palacial set created by art director Jacki. The whole house including the exterior and interior was built in Prasad Studios. After more than a few decades a full traditional house set is made for a Tamil film.",4.5,0.3568
Mudhal Idam,19-08-2011,Tamil,Vidharth,Kalairani,D. Imman,"Mahesh is a thug in Thanjavur. His only ambition is emerge as the Number 1 rowdy with his name topping the list of wanted criminals in the local police station. He is called 'Yamakunji' by his friends for he wants to send fear in the spine of his opponents. He indulges in all unlawful activities to achieve his mission. But for his mother, he is the best son on earth. She earns her livelihood running an idly shop. Mahesh meets Mythili , a school student and daughter of a bus conductor. Though Mahesh is hated by all, Mythili falls for him. However, Mythili's father opposes their affair. Things take a turn when Karuppu Balu, the number one rowdy in the area comes out of the jail. Mahesh incurs the wrath of aspiring MLA for no fault of his. Things take a turn, when Mythili elopes from her house and Mahesh is forced to kill Balu. The movie ends with a strong message.",0,0.3696
Raa Raa,07-10-2011,Tamil,Udhaya,Shweta Basu Prasad,Srikanth Deva,"Royapuram to Royapettai (Raa raa) is a simplistic love story about two people with background that is so disparate, it’s seemingly impossible for them to unite in marriage.",0,0.4408
Thoonga Nagaram,04-02-2011,Tamil,Vimal,Anjali,Sundar C. Babu,A story of four friends from different walks of life who get together in an unusual venue in the most unexpected manner.,4.5,0.4814
Mahaan Kanakku,29-12-2011,Tamil,Ramana,Devadarshini,A K Rishal Sai,Mahaan Kanakku movie is tamil movie is directed by Sampath.Ramana is lead male role and pair with female lead role Rich Sniha.Music Director is A K Rishal Sai for the movie.,0,0.3609
Vaagai Sooda Vaa,30-09-2011,Tamil,Vimal,Iniya,Ghibran,"Veluthambi, who aspires for a government job, finds himself teaching poor children in a village. When he learns that they are appointed as bonded labourers, he decides to bring about a change.",7.2,0.3893
Avan Ivan,17-06-2011,Tamil,G. M. Kumar,Janani Iyer,Yuvan Shankar Raja,A landlord takes a liking to two half-brothers who con people and adopts them. But his adopted family's harmony is disrupted when a smuggler enters their lives.,5.833,0.506
Ponnar Shankar,09-04-2011,Tamil,Prashanth,Pooja Chopra,Ilaiyaraaja,"Ponnar Shankar is based on historical novel written by Kalangir M. Karunanidhi. Story is about the two warriors, both are brothers named Ponner and Sankar living in Kongu Nadu (present day Coimbatore, Erode etc..). This is a historical movie and these two warriors are even worshipped today at most of the above mentioned part of Tamil Nadu.",4.8,0.4684
Yuvan Yuvathi,26-08-2011,Tamil,Bharath Srinivasan,Rima Kallingal,Vijay Antony,"Kathirvel Murugan (Bharath) is a software engineer in Chennai. He shares his room with friend Sakkarai (Santhanam). Kathir hails from Usilampatti but wants to project him as city-bred and his ambition is to settle in USA. Kathir's father Sevaka Pandian (Sampathraj) is against his son's attitude. An influential local chieftain, he is against inter-caste marriage and love. Kathir meets Nisha (Rima Kaleengal), who too wants to go abroad. The latter loses her passport and Kathir helps her find it. Slowly Kathir falls for her. Meanwhile, Sevaka Pandian arranges for his son's wedding with a High Court judge's daughter. In the meantime, Kathir and Nisha get their visa and get ready to leave together for USA. The former thinks that he has escaped from his marriage and when he wants to propose to Nisha, he gets a rude shock. She informs him that she is going to USA for her marriage. What happens after this forms the rest of the plot.",2.5,0.3602
Aadu Puli,18-02-2011,Tamil,Aadhi Pinisetty,Poorna,Sundar C. Babu,"Aadu Puli is a 2011 Indian Tamil masala–action film written and directed by newcomer Vijay Prakash. Starring Aadhi, Poorna, Prabhu Ganesan and Suresh, the film released on 18 February 2011. The film opened to negative reviews and was an Average Grosser at the Box office.",7,0.2659
Uchithanai Muharnthaal,16-12-2011,Tamil,Sathyaraj,Neenika,D. Imman,"Punithavadhi, a thirteen-year-old girl, is raped and impregnated by Sri Lankan military soldiers. The girl's mother tries to save her with the help of a professor.",0,0.2281
Mouna Guru,16-12-2011,Tamil,Arulnithi,Iniya,S. Thaman,"A young man with a rebellious nature relocates from Madurai to Chennai following a series of incidents. However, he unknowingly gets embroiled in a murder conspiracy and his life spirals out of order.",7.5,0.3804
Sattapadi Kutram,25-03-2011,Tamil,Sathyaraj,Muktha George,Vijay Antony,"Sattappadi Kuttram is a revolutionary theme based subject which comes with a message to the society in which Seeman is playing the role of an advocate who fights hard to ensure that wrongdoers gets punishment as per the law. Ilayathalapathy Vijay will be playing a cameo role in this flick. Sathyaraj will play an intense role in this Sattapadi Kutram, which is being directed by S.A. Chandrasekar. The movie, which has music by Vijay Antony, also stars Vikranth, Harish Kalyan, Vasanth, Bhanu, Ishwarya, Jayashree and newcomer Komal Sharma.",0,0.2853
Thambi Vettothi Sundaram,11-11-2011,Tamil,Karan,Anjali,Vidyasagar,Thambi Vettothi Sundaram movie deals with an off-beat subject based on a true story happened in Kanyakumari. It is based on the life of a person in a place that is on the Tamilnadu - Kerala border.,0,0.2917
Kalla Malla Sulla,16-09-2011,Tamil,V. Ravichandran,Ragini Dwivedi,Alex Paul,Kalla Malla Sulla movie is a remake of  Tamil movie Charlie Chaplin. The story revolves around a newspaper editor Ramesh and his wife Ramya. She always suspects Ramesh,0,0.3084
Kandaen,20-05-2011,Tamil,Shanthanu Bhagyaraj,Rashmi Gautham,Vijay Ebenezer,Kanden movie is an romantic comedy entertainer featuring Santhanu Bhagyaraj and Rashmi Gautham in lead roles along woth comedian Santhanam. The film is directed by Mugil and the music is scored by Vijay Ebanezar.,5,0.318
Sabash Sariyana Potti,27-05-2011,Tamil,Jayaram,Sriranjini,S. Thaman,"Sabash Sariyana Potti is a laugh riot acts by Jayaram & directs by popular small screen actor Venu Arvind. The film is about the problems faced by an extremely popular actor, who wants to enter politics, and everything is told in a hilarious way. “The movie is a complete laughathon”, Sriranjani plays the heroine while music is by Thaman.",0,0.3005
Poraali,01-12-2011,Tamil,M. Sasikumar,Swathi Reddy,Sundar C. Babu,"Kumaran and Nallavan reach Chennai from Thrissur in search of jobs and land at the house of their friend Pulikutty. They land jobs at a fuel station and Nallavan promptly falls for co-worker Tamilarasi. At Pulikutty's house, Kumaran has constant run-ins with neighbour and movie dancer Bharathi. But after coming to know about his helpful nature and honest intentions, she expresses her love for him. Just when things start looking up in life for Kumaran and his friends, the past comes back to haunt them.",6.3,0.3867
Bhavani IPS,11-03-2011,Tamil,Vivek,Sneha,Dhina,"Bhavani (Sneha), an honest police officer in Hyderabad, is posted as Assistant Commissioner of police in Tirunelveli upon the request of Tamil Nadu government. The town is controlled by Sivalingam (Kota Srinivasa Rao), a rich and influential baddie and an aspiring politician. He indulges in all unlawful activities.",4,0.3387
Pathinaaru,28-01-2011,Tamil,Shiva,Madhu Shalini,Yuvan Shankar Raja,"Shiva and Indu are city-based students,who love each other. However, their love is strongly opposed by the latter’s parents. They're given a handwritten book titled ""Pathinaaru"" (Sixteen) by Indhu's mother to read. The book depicts a real-life story about two village teenagers Gopi and Ilavarasi, and their romance as they step into adolescence. Facing opposition from her affluent family, the gutsy Ilavarasi takes some bold unconventional steps, which backfires on her. The story of unrequited love and betrayal leaves Indu in a dilemma and she prepares to go with her family’s desires. But Siva is not ready to give up Indu and sets out to do his own investigation to get to the bottom of what ultimately happened to Gopi and Ilavarasi.",4.5,0.1914
Vellore Maavattam,05-10-2011,Tamil,Nandha,Poorna,Sundar C. Babu,"Vellore Maavattam (Tamil: வேலூர் மாவட்டம்; English: Vellore district) is a 2011 Tamil action film written and directed by R. N. R. Manohar, starring Nandha and Poorna. Produced by AGS Entertainment,[2] the film released on 5 October 2011 on the occasion of the festival of Ayudha Pooja.",6.3,0.3748
Appalam,15-11-2011,Tamil,S. Gana,Raja Ilya,R. Lawrence,"Appalasamy (Gana) and his wife Nalaini (Jaclyn Victor) is blessed with a beautiful girl called Shruthi (Raja Ilya). One fateful day, Nalaini gets into a car accident while on the phone arguing with Appalasamy. He promises to his late wife that he will take good care of their daughter, which leads him to become overprotective of her.",0,0.2682
Singam Puli,04-03-2011,Tamil,Jiiva,Divya Spandana,Mani Sharma,"This film involves around two characters both have been played by Jeeva. Siva is fisherman and does good things and on the other hand Ashok is a lawyer, womanizer and does bad things. At one point Ashok kills a girl with whom he made love. By certain amount of doubt, his brother Siva drags Ashok to court, there he uses his professional knowledge to escape out of the case.",5.278,0.2791
Mappillai,08-04-2011,Tamil,Dhanush,Manisha Koirala,Mani Sharma,"Rajeshwari agrees to get her daughter Gayathri married to her beau Saravanan, thinking him to be subservient. But her plans are foiled when she realises that he has a violent past.",4.526,0.3096
Marudhavelu,18-11-2011,Tamil,Kailash,Nakshathra,James Vasanthan,Marudhavelu is accused of a crime that he didn't commit. He decides to fight back.,0,0.2975
Varnam,07-10-2011,Tamil,Sampath Raj,Monica,Isaac Thomas Kottukappally,"Varnam is a Tamil drama film directed by Raju S. M., starring Giridharan, Monica, Sampath Raj, Aathish, Aswatha and Vijaya Sethupathi in the lead roles. Varnam is the story of seventeen year old Mani learning that privilege and prejudice have a price. Mani's uncle Durai exploits the helpless lower caste farmers. Mani's teacher Kavitha questions Mani's prejudices. His inner turmoil and violent consequences of his casual acts form rest of the story.",0,0.2707
Zha,29-12-2011,Tamil,Raaghav,Sangeeta Krishnasamy,Raaghav,how women are being abused sexually in a male chauvinistic world. Yazhini is living an awful life as she went through painful experiences like rape and abuse at a very young age. The helpless girl could not fight for her rights and lives an underground life in rehab,0,0.1738
Doo,05-08-2011,Tamil,Manobala,Nakshathra,Abhishek Lawrance,"Doo is well knit tale, the story begins with Vasanth (Sanjay) who works in the sub registrar office. He lives with his mom (urvashi) and hangs out with his friends (jeeva, jegan). His life takes a turn when he meets his school friend Swapna (nakshatra), a software professional.  In no time, they fall in love. However, as they get to know each other, things begin to change and they split.The story takes a turn with the arrival of Anu (sangeetha), a journalist and she takes a special position in Sanjay's life. However, both Sanjay and Swapna are unable to come over each other's absence.  What happens after that forms the rest of the story.",0,0.1125
Aanmai Thavarael,03-06-2011,Tamil,Sampath Raj,Sonu Gowda,Mariya Manohar,"Aanmai Thavarael movie is an action based love story that travels from Chennai to Goa. This movie also deals with the second biggest crime in the world, about the business and their networks all over the world.",1,0.2223
Vithagan,18-11-2011,Tamil,R. Parthiban,Poorna,Joshua Sreedhar,"Vithagan happens to be the 50th film of Parthipan, has him in the role of a police officer, who is brainy as well as brawny.",6,0.1262
