Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Enthiran,01-10-2010,Tamil,Rajinikanth,Aishwarya Rai Bachchan,A.R. Rahman,"Dr. Vaseegaran creates Chitti, a powerful robot in his own image, but it is rejected by the scientific body AIRD due to its lack of human behaviour and emotions. After a lightning strike triggers emotions in Chitti, he begins to develop human-like feelings. However, Chitti falls in love with Dr. Vaseegaran's fiancée, Sana, and turns against his creator, leading to dangerous consequences.",6.6,2.9409
Naan Mahaan Alla,20-08-2010,Tamil,Karthi,Kajal Agarwal,Yuvan Shankar Raja,"A playful young man leads a very happy life, but everything changes when his father witnesses a heinous crime.",6.5,1.7521
Vinnaithaandi Varuvaayaa,26-02-2010,Tamil,Silambarasan,Trisha Krishnan,A.R. Rahman,"A young, aspiring filmmaker falls in love with a girl who moves into the house above his, but her sophisticated nature does more harm than good to him.",7.6,1.4768
Madrasapattinam,09-07-2010,Tamil,Arya,Amy Jackson,G. V. Prakash Kumar,"Amy, the wife of an English governor, falls in love with Parithi, a villager, and they run away. However, they are caught and she is taken back to London. Years later, she comes back in search of him.",7,1.2492
Raavanan,18-06-2010,Tamil,Vikram,Aishwarya Rai Bachchan,A.R. Rahman,"After inspector Dev stirs the reign of Veeraiya, a tribal outlaw, the latter responds by kidnapping his wife, Ragini. While she tries to escape from him, Dev fights many resistances to find her.",7,1.2366
Singam,28-05-2010,Tamil,Suriya,Anushka Shetty,Devi Sri Prasad,"The story, set in the backdrop of Nallore, a small town in Thoothukudi District, revolves around Sub-Inspector Durai Singam, a brave and just policeman who serves in his hometown primarily to fulfill his father’s wish. Durai Singam settles every dispute in his town patiently with his words of wisdom and resorts to force only when the situation demands it. Kavya, a city girl who comes on vacation to Nallore, falls in love with Durai Singam. Erimalai, Durai Singam's bumbling colleague and friend, often accompanies him.",6.7,1.4083
Uthama Puthiran,05-11-2010,Tamil,Dhanush,Genelia D'Souza,Vijay Antony,"Siva is asked to help a friend in a love marriage. Siva kidnaps Pooja on a mistaken identity from the marriage hall. When Pooja is kidnapped, her uncles and their henchmen follow them.",6.3,1.264
Goa,29-01-2010,Tamil,Vaibhav,Pia Bajpiee,Yuvan Shankar Raja,"Three young men, who always get into trouble in their village, dream of an effortless life. For this, they run away to Goa in the hope of finding and getting married to rich foreign women.",6,1.0772
Aayirathil Oruvan,14-01-2010,Tamil,Karthi,Reema Sen,G. V. Prakash Kumar,"Anitha, a government official, embarks on a journey to find Chandramouli, an archaeologist, who went to Vietnam to search for any existence of the prince of the Chola dynasty.",6.6,1.0684
Thamizh Padam,20-01-2010,Tamil,Shiva,Disha Pandey,N. Kannan,"""Thamizh Padam"" is mockumentary comedy film which parodies contemporary commercial films in Tamil cinema, mocking the stereotypical scenes.",6,0.7979
