Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Patiala House,28-01-2011,Hindi,Akshay Kumar,Anushka Sharma,Shankar Mahadevan,"Parghat Singh 'Gattu' Kahlon is a middle aged shopkeeper who secretly practices bowling at night in order to keep his dream of playing for England alive. Even though his family members despise him for giving up his dreams only due to his father's wish, they find a ray of hope and convince him to play for England while they plan to hide the truth from his father.",6,1.0961
Chillar Party,08-07-2011,Hindi,Naman Jain,Shriya Sharma,Amit Trivedi,"A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony, take on the big bad world of politics when one of their friend's life is endangered.",6.8,1.0298
Bbuddah Hoga Terra Baap,01-07-2011,Hindi,Amitabh Bachchan,Hema Malini,Vishal Dadlani,"After a series of bomb blasts in Mumbai, ACP Karan Malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart, Tanya P. Nath, to marry him. He then sets about interrogating several suspects so much so that an underworld gangster, Kabir, is compelled to hire an assassin to do away with him. The potential killer, Viju, is an uptight older ex-convict as well as a former gangster, who now runs a pub in Paris, and is willing to kill Karan. As he sets about this gruesome task, he comes across an old flame, Kamini, as well as his estranged wife, Sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and Bandooks behind and spend the rest of his life praying and watching the Bhakti Channel.",5,1.14
Thank You,08-04-2011,Hindi,Akshay Kumar,Sonam Kapoor Ahuja,Pritam Chakraborty,"Three married womanisers cheat on their wives. In order to catch them red-handed, their sceptic wives enlist a detective who specialises in investigating extramarital relationships.",5,1.131
Rascals,06-10-2011,Hindi,Sanjay Dutt,Kangana Ranaut,Shekhar Ravjiani,Two rival con-men attempt to outdo each other to woo a wealthy woman.,3.8,1.0488
Murder 2,07-07-2011,Hindi,Emraan Hashmi,Jacqueline Fernandez,Harshit Saxena,A former police officer gets hired by a gangster to trace missing call girls and their abductor.,5.7,0.797
That Girl in Yellow Boots,02-09-2011,Hindi,Naseeruddin Shah,Kalki Koechlin,Naren Chandavarkar,An Anglo-Indian woman works in a seedy Mumbai massage parlor while trying to find her long-lost father.,5.7,1.2078
Shagird,13-05-2011,Hindi,Nana Patekar,Rimi Sen,Abhishek Ray,"Hanumant Singh is the quirky cop in the police department. He is a man of action who delivers most of the time but he has unusual ways to accomplish his mission. More importantly, he doesn't think twice before hobnobbing with corrupt politicians and gangsters and taking bribes for services rendered. Trouble begins when a new and seemingly honest recruit joins his team.",6,0.542
Double Dhamaal,24-06-2011,Hindi,Ritesh Deshmukh,Mallika Sherawat,Anand Raj Anand,Four slackers decide to avenge their humiliation at the hands of a con-man.,4.6,0.6161
Shor in the City,28-04-2011,Hindi,Sundeep Kishan,Preeti Desai,Harpeet,Various residents and career-criminals face challenges in crime-laden Mumbai.,6.3,0.761
Mausam,23-09-2011,Hindi,Shahid Kapoor,Sonam Kapoor Ahuja,Pritam Chakraborty,"A war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths.",5.7,0.8476
Tanu Weds Manu,25-02-2011,Hindi,R. Madhavan,Kangana Ranaut,Krsna Solo,Manu comes to India to find a bride for himself and falls for Tanu at first sight but she is a free spirited girl has no plans of marrying him.,6.8,0.7104
Yamla Pagla Deewana,14-01-2011,Hindi,Dharmendra,Kulraj Randhawa,Sandesh Shandilya,Dharmendra and Bobby play a crooked father-son pair based in Varanasi. Sunny plays a Canada based upright man who gets to know after two decades that he has a father and brother in Varanasi. The film is about Sunny's journey to his past.,5.4,0.8683
Dil Toh Baccha Hai Ji,28-01-2011,Hindi,Ajay Devgn,Shazahn Padamsee,Pritam Chakraborty,Three roommates are in search of true love. They each find a girl with whom they fall head over heels in love with. Now they just have to get the women to reciprocate.,6,0.6428
Bubble Gum,28-07-2011,Hindi,Sachin Khedekar,Apoorva Arora,Kumar Bapi,"Jamshedpur-based Vedant Rawat lives a middle-classed lifestyle with his parents, Mukund and Sudha; and an elder deaf-mute brother, Vidhur, who is enrolled in a Delhi-based hostel - in an era before mobile phones, Internet and Facebook. He has a crush on Jenny, who studies in Sacred Heart Convent School, and lives a wealthy lifestyle with her father, who is a senior police officer, mother and a younger brother. He meets on the sly with her and both share bubble gum. Vedant will soon face challenges when Vidhur comes to visit for Holi and he will be required to spend more time with him then with Jenny; while a fellow-student, Ratan Singh Chauhan, is determined to woo and win Jenny's affections at any and all costs. Things get complicated even more after a disturbed Vedant damages Vidhur's hearing aid, and starts stealing in order to get even with Ratan.",4.2,0.5602
Naughty @ 40,14-04-2011,Hindi,Govinda,Yuvika Chaudhary,Monty Sharma,"Laxminarayan Kapoor lives a wealthy lifestyle in London along with his religious wife, Maya; son Ravinder; and two nephews, Sandeep and Randeep. While the nephews have adapted themselves to the country and women, Ravinder is still a virgin at 40, and is a sleep-walker. After getting his leg pulled constantly, he asks his father to get him married, and is introduced to a statuesque beauty - who rejects him after discovering his sleep-walking disorder. His parents then get him married to Gauri, and he hopes to end his celibacy, in vain albeit, as she turns out to be child-like and naive. Frustrated, unable to get intimate he befriends a Caucasian female, Sharon, and decides to marry her. Watch what response he gets, and the impact this has on everyone.",3,0.5411
Michael,15-09-2011,Hindi,Naseeruddin Shah,Mahie Gill,Vinayak Netke,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",5.5,0.6006
Love Breakups Zindagi,07-10-2011,Hindi,Zayed Khan,Dia Mirza,Sulaiman Merchant,A couple and many of their friends experience changes and challenges in their respective lives after attending a wedding.,6.4,0.6236
Always Kabhi Kabhi,17-06-2011,Hindi,Ali Fazal,Zoa Morani,Pritam Chakraborty,"Four students come of age during a year at their school, St Marks with various encounters.",3.8,0.5676
Force,30-09-2011,Hindi,John Abraham,Genelia D'Souza,Harris Jayaraj,A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,6.5,0.7773
Miley Naa Miley Hum,04-11-2011,Hindi,Kabir Bedi,Kangana Ranaut,Sajid Ali Khan,A tennis player incurs his pushy divorced parents' displeasure when he pretends to fall for a struggling model.,4,0.634
Soundtrack,07-10-2011,Hindi,Rajeev Khandelwal,Soha Ali Khan,Karsh Kale,"Loud music, substance and alcohol abuse wreck the life and career of a talented music DJ, but Gauri helps him overcome his difficulties.",6.6,0.5572
F.A.L.T.U.,01-04-2011,Hindi,Arshad Warsi,Puja Gupta,Sachin Sanghvi,Three loser friends create a fake university to avoid working for their parents.,5.5,0.3734
Luv Ka The End,06-05-2011,Hindi,Taha Shah Badussha,Shraddha Kapoor,Ram Sampath,"Rhea is the typical girl next door who is in love with Luv Nanda, a rich and famous boy in college. As they plan to take their relationship to the next level, Rhea realises that Luv is not as nice as she thought. So, she decides to get even and bring Luv down! All in the span of one night. Buckle up for one crazy night as the girls discover the meaning of love, life, friendship and more.",4.9,0.5953
Pride of India: Shama Zaidi,01-01-2011,Hindi,M.S. Sathyu,Shama Zaidi,Vishwajeet,The film starts with the earliest form of cinema and how Shama Zaidi became an integral part of the evolution of Indian Cinema.,0,0.333
My Friend Pinto,14-10-2011,Hindi,Prateik Babbar,Kalki Koechlin,Atul Gogavale,"Sweet, honest, and optimistic Michael Pinto has a knack for finding trouble. The search for a childhood friend leads him to the big city, and into an outlandish adventure.",5.7,0.3633
404: Error Not Found,20-05-2011,Hindi,Mukesh Bhhatt,Tisca Chopra,Imaad Shah,A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,6,0.4219
Chargesheet,30-09-2011,Hindi,Dev Anand,Divya Dutta,A.D. Boys,The story revolves around the murder case of an actress.,0,0.3805
Tell Me O Kkhuda,27-10-2011,Hindi,Dharmendra,Esha Deol,Pritam Chakraborty,"After finding she was adopted as child, a young woman sets out to look for her biological parents.",2.8,0.5819
Bheja Fry 2,17-06-2011,Hindi,Vinay Pathak,Minissha Lamba,Sneha Khanwalkar,"Good hearted but not worldly-wise, the rolly-polly tax inspector, Bharat Bhushan (Vinay Pathak) is back to fulfill his long cherished dream of becoming a singer. To further his media ambition he enters a game show hoping to win a cash prize with which he can make his own music album. Eventually Bhushan goes on to win the competition which also gifts him a free stay on a cruise ship.",4.4,0.3707
Yeh Saali Zindagi,04-02-2011,Hindi,Irrfan Khan,Aditi Rao Hydari,Abhishek Ray,Arun who has seen his lover in other man's arms cant forget her beauty and is always distracted by it. And wants to help her in any sought of situation even save her love from kidnappers.,5.6,0.4858
Love Express,10-06-2011,Hindi,Om Puri,Mayuri Kango,Jaidev Kumar,Series of rumors and the incompatibility of both the bride and groom throw a train-bound wedding party out of gear.,0,0.3002
Shabri,08-11-2011,Hindi,Zakir Hussain,Isha Koppikar,Raju Singh,An impoverished woman faces off against gangsters as well as the police after her brother is killed.,3.2,0.4488
The Desire: A Journey of a Woman,22-08-2011,Hindi,Yu Xia,Shilpa Shetty Kundra,Vishwa Mohan Bhatt,"Gautami is an Indian Odissi Dancer whose passion in life is dance. Jai Leang is a rising Chinese painter whose paintings are highly influenced by Chinese culture. Jai is drawn to Gautami because of her grace and charm. She pays no attention to him; she doesn't believe in marriage after her father dumped her mother for another woman. Gautami travel worldwide for her shows; it's a deliberate move on her part, and she and Jai lose contact. Gary organises an exhibition of Jai's paintings in India where his search for Gautami begins. He locates her in a monastery. He pleads to make a portrait of her. That night turns out to be fateful.",4,0.4269
Cycle Kick,17-06-2011,Hindi,Nishan K. P. Nanaiah,Girija Oak,Sanjoy Chowdhury,"Ramu yearns to play football while his brother, Deva, wants a bicycle. The brothers are happy when they find an abandoned bicycle, but things start to go wrong when it is stolen from them.",7,0.1791
Phhir,12-08-2011,Hindi,Rajneesh Duggal,Adah Sharma,Raghav Sachar,A doctor's wife goes missing and enlists a psychic to help the police investigation.,2,0.2706
Jaanleva,20-12-2011,Hindi,Rajat Bedi,Nigaar Khan,Surjit Choubey,,0,0.1561
Not a Love Story,19-08-2011,Hindi,Deepak Dobriyal,Mahie Gill,Dharam Bhatt,An aspiring movie actress and her boyfriend are arrested and charged with homicide.,5.7,0.1843
Noise,12-08-2011,Hindi,Vineet Kumar Singh,Amardeep Jha,Suhaas Ahuja,"Lallan and Meena, a couple from Banaras (North India), are consumed by their pursuit to survive in the seedy ghettos of Mumbai city. Lallan ambles about hopelessly while Meena is losing touch with her emotions, almost turning into a machine herself. One day over a phone call, they find each other while embracing death, divorce and redemption.",0,0.1039
