Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
My Name Is Khan,10-02-2010,Hindi,Shah Rukh Khan,Kajol,Shankar Mahadevan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",8.035,5.4231
Kites,21-05-2010,Hindi,Hrithik Roshan,Bárbara Mori,Rajesh Roshan,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",7.2,3.0241
Karthik Calling Karthik,26-02-2010,Hindi,Farhan Akhtar,Deepika Padukone,Ehsaan Noorani,"A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",6.2,2.1731
Lafangey Parindey,20-08-2010,Hindi,Neil Nitin Mukesh,Deepika Padukone,R. Anandh,"The path of a street fighter and a dancer on skates, who are in love, is paved by friendship, grit and hope.",5.9,1.8667
Guzaarish,16-11-2010,Hindi,Hrithik Roshan,Aishwarya Rai Bachchan,Sanjay Leela Bhansali,"Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",7.363,1.8095
Pyaar Impossible!,08-01-2010,Hindi,Uday Chopra,Priyanka Chopra Jonas,Salim Merchant,"Be-spectacled geek, Abhay falls in love with college hottie, Alisha and silently slinks away into the shadows when he realises she's unattainable. Seven years later, he re-enters her life as the nanny and hopes to woo the single mom, this time at least. Does he succeed?",5.1,1.8305
Hisss,22-10-2010,Hindi,Irrfan Khan,Mallika Sherawat,Anu Malik,"After being diagnosed with brain cancer, a desperate American man kidnaps the reptilian lover of the snake goddess in hopes of gaining immortality.",3.5,2.1388
Raavan,18-06-2010,Hindi,Abhishek Bachchan,Aishwarya Rai Bachchan,A.R. Rahman,"A bandit leader kidnaps the wife of the policeman who killed his sister, but later falls in love with her.",4.9,1.9228
Aisha,06-08-2010,Hindi,Abhay Deol,Sonam Kapoor Ahuja,Amit Trivedi,"Aisha, who loves playing matchmaker much to her friend Arjun's disapproval, finds a new target in the simple Shefali. But in the process, she ends up ruining her own relationship with close friends.",5.2,1.7755
Dabangg,10-09-2010,Hindi,Salman Khan,Sonakshi Sinha,Lalit Pandit,A troubled relationship with his younger half-brother and stepfather compels Chulbul Pandey to become a corrupt but fearless cop whose life changes when he locks horns with a corrupt political leader.,5.9,1.8232
