Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Dev.D,06-02-2009,Hindi,Abhay Deol,Mahie Gill,Amit Trivedi,"After breaking up with his childhood love Paro, Dev finds solace in drugs and alcohol. He soon bumps into Leni, a prostitute, and falls for her.",6.9,1.2919
Kaminey,14-08-2009,Hindi,Shahid Kapoor,Priyanka Chopra Jonas,Vishal Bhardwaj,"Two brothers, as different as chalk and cheese, find their lives intertwined when one puts himself in danger via a `get rich quick' scheme and the other finds there is a price on his head.",6.735,1.2654
Chandni Chowk to China,15-01-2009,Hindi,Akshay Kumar,Deepika Padukone,Loy Mendonsa,A cook from Chandni Chowk gets mistaken for the reincarnation of an ancient peasant warrior by the residents of an oppressed Chinese village.,4.6,1.2351
Luck,24-07-2009,Hindi,Sanjay Dutt,Shruti Haasan,Salim Merchant,"Born lucky, Karim Moussa takes to exploiting it instead of focusing on studies. Now a wealthy gambler, he decides to recruit about a dozen lucky people to participate in a deadly game of survival.",4.6,0.9308
All the Best: Fun Begins,16-10-2009,Hindi,Ajay Devgn,Bipasha Basu,Pritam Chakraborty,"In order to increase his monthly allowance, Veer lies to his stepbrother Dharm about being married. When Dharm unexpectedly arrives in Goa, he mistakes Prem's wife for Veer's. This case of mistaken identities leads to chaotic and hilarious situations.",6.1,1.1324
Blue,16-10-2009,Hindi,Akshay Kumar,Lara Dutta,A.R. Rahman,Three men pursue sunken treasure left by a ship wrecked in the shark infested Pacific.,3.9,1.3021
Dil Bole Hadippa!,18-09-2009,Hindi,Shahid Kapoor,Rani Mukerji,Pritam Chakraborty,"Veera, a fire-cracker of a girl who lives in a small village but dreams of playing cricket in the big league. Rohan is an accomplished captain of a county cricket team in England. Rohan returns to India to captain his father's cricket team which has been losing for the last 8 years. In a Village where girls don't play Cricket, Veera has to put on a put on a turban & beard to live her dream.",5.4,1.1167
Delhi-6,20-02-2009,Hindi,Abhishek Bachchan,Sonam Kapoor Ahuja,A.R. Rahman,"Roshan, an NRI, arrives in Old Delhi with his ailing grandmother and starts to rediscover himself before getting caught in a religious dispute that shakes the once peaceful neighborhood.",6,1.246
Vaada Raha... I Promise,11-09-2009,Hindi,Bobby Deol,Kangana Ranaut,Babbu Mann,"Dr. Duke Chawla, a paralytic patient awaits death as his fiancee leaves him. However, he befriends a boy who's terminally ill, helps him to live life the fullest.",8.5,0.8022
Chintu Ji,04-09-2009,Hindi,Rishi Kapoor,Kulraj Randhawa,Raju Singh,"Rishi 'Chintuji' Kapoor, the son of a legendary actor, decides to enter politics and go to Hadbahedi, a remote village. However, he creates havoc by misleading the villagers who trust him simply because he is famous.",3.3,0.662
Aa Dekhen Zara,27-03-2009,Hindi,Neil Nitin Mukesh,Bipasha Basu,Gourov Dasgupta,"A photographer (Ray) has nothing going for him, until he inherits a camera from his grandfather. This changes his life in a way that he could not have ever imagined in his wildest dreams.",4,0.7994
Tum Mile,13-11-2009,Hindi,Emraan Hashmi,Soha Ali Khan,Pritam Chakraborty,"Akshay and Sanjana, two estranged lovers, struggle to stay alive during the floods in Mumbai in 2005 and realise their true destiny during the calamity.",5.1,0.8299
99,15-05-2009,Hindi,Kunal Khemu,Soha Ali Khan,Ashu,Two unlucky delinquents stumble into a series of random misadventures when they attempt to collect a debt for their boss.,6.6,1.2018
Gulaal,13-03-2009,Hindi,Raj Singh Chaudhary,Jesse Randhawa,Piyush Mishra,"A law student witnesses the struggles of the Rajputs, deception, homicide and crime after being elected as General Secretary of his college.",6.6,0.6678
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",22-05-2009,Hindi,Rajit Kapoor,Manisha Koirala,Sandesh Shandilya,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",6,0.6644
Teree Sang: A Kidult Love Story,07-08-2009,Hindi,Ruslaan Mumtaz,Sushmita Mukherjee,Sachin Sanghvi,"A 15-year-old Maahi, who hails from an rich family, falls in love with Kabir, a 17-year-old. When she becomes pregnant, their families' opposition forces the couple to elope.",7.2,0.581
Kurbaan,20-11-2009,Hindi,Saif Ali Khan,Kareena Kapoor Khan,Sulaiman Merchant,"When a handsome young Indian couple (Saif Ali Khan and Kareena Kapoor) moves into the suburbs to claim their stake in the American dream, they are shocked to discover that they've become enmeshed in a secretive terrorist plot. But as tensions escalate, the bride begins to wonder if her husband has told her everything he knows.",4.9,0.7955
Firaaq,20-03-2009,Hindi,Naseeruddin Shah,Shahana Goswami,Rajat Dholakia,"Firaaq is an Urdu word that means both separation and quest. The film is a work of fiction, based on a thousand stories. The story is set over a 24-hour period, one month after a campaign that took place in Gujarat, India, in 2002. It traces the emotional journey of ordinary people- some who were victims, some perpetrators and some who choose to watch silently.",6.1,0.6293
Raaz: The Mystery Continues...,23-01-2009,Hindi,Emraan Hashmi,Kangana Ranaut,Pranay M. Rijia,"A beautiful lady turns up in an architect's masterpiece.When he founds that she is real, he realizes that she is haunted and hunted by the reasons they have to find out",5.6,0.6737
Ek: The Power of One,27-03-2009,Hindi,Bobby Deol,Shriya Saran,Pritam Chakraborty,"Mumbai-based Nandkumar Sharma is a high-priced hit-man. He is paid a princely 1.5 Crore Rupees to injure Anna Mhatre, so that the later can get enough 'sympathy' votes to get him elected as the next Chief Minister, but ends up killing him. On the run from the Police, he ends up assuming the guise of Hoshiyarpur's Puran Singh, who has been away from home for the last 18 years, and does succeed in fooling Puran's joint family. But his hopes for settling there appear to be in vain with the arrival of a CBI Team, led by Inspector Mahendra Kumar Rane - who is determined to expose and arrest Nandkumar at any and all costs.",4.7,0.6964
8 x 10 Tasveer,03-04-2009,Hindi,Akshay Kumar,Ayesha Takia,Salim Merchant,"8X10 Tasveer is a story about young man named Jai Puri, (Akshay Kumar), who possesses supernatural powers. Jai is of Indian origin who works as a forest ranger in Canada. His life is shattered by a loss of a very important person in his life. This personal tragedy leads him to use his unique supernatural power to unravel the mystery behind the murder.",5,0.6394
London Dreams,30-10-2009,Hindi,Ajay Devgn,Asin Thottumkal,Loy Mendonsa,"A man arrives in London and forms a band. However, he begins to feel jealous when his childhood friend becomes more popular overnight, putting his fame at stake.",5.1,0.659
Meri Life Mein Uski Wife,16-10-2009,Hindi,Jatin Grewal,Hina Tasleem,Arun Daga,"Four men attempt to sleep with their friend's new wife, whilst she herself tries to seduce her disinterested husband.",2,0.4784
Main Aurr Mrs Khanna,16-10-2009,Hindi,Salman Khan,Kareena Kapoor Khan,Sajid Ali Khan,"Three people, each having different aspirations from life, are caught in a tangle of emotions and don’t know the way out. There’s a husband and wife with love eroding from their life. And there’s a single, happy-go-lucky dude who falls in love with the wife.",5,0.7866
Life Partner,14-08-2009,Hindi,Fardeen Khan,Genelia D'Souza,Pritam Chakraborty,"The film is about three close friends, each one having a different perspective about marriage. Govinda plays a divorce lawyer in the film who doesn't believe in marriage and is a Casanova of sorts. Khan plays a character for whom being in love matters most and D'Souza plays his love interest. Kapoor plays a Gujarati who believes in the system of arranged marriage and Desai plays his Gujarati wife.",4.4,0.4664
Ek Tho Chance,11-12-2009,Hindi,Ali Fazal,Amrita Arora,Ismail Darbar,"The film tells the tale of Mumbai city and the millions who get off the train at VT station at every second of the day, hoping to latch on to the magic of Mumbai.",0,0.5399
Fruit & Nut,23-10-2009,Hindi,Boman Irani,Dia Mirza,Sangeet-Siddharth,"Eccentric, badly in debt, Mumbai Municipal employee, Jolly Maker, is infatuated with Monica Gokhale, a member of the Mumbai Heritage Society. He gets his chance to prove his worth when he hears that she has been abducted mysteriously through a flush of the Municipality's toilet. He does rescue her inadvertently, becomes a hero overnight. But the tables get turned when both of them, along with her dad, Madhav, get abducted and are fated to die in a diabolical game of 'Kaun Banega Swargwasi'.",3,0.3556
Aao Wish Karein,13-11-2009,Hindi,Aftab Shivdasani,Aamna Shariff,Mikey McCleary,"12 year old Mickey's life was almost like a fairy tale, a beautiful family, best buddy 'Bonnie' and his angel on earth-Mitika. But one beautiful day Mickey's fairy tale is shattered into a million pieces. It was the day he realized he was an adopted child and his 23 year old angel Mitika called him a 'Kid'. Mickey was feeling so low that he wished for a miracle. He wished to become big. When he woke up the next morning his whole life changed. But is this miracle a blessing or a curse?",7.2,0.2726
Agyaat,07-08-2009,Hindi,Nithiin,Priyanka Kothari,Tutul,"A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu.",3.4,0.4738
Sankat City,10-07-2009,Hindi,Kay Kay Menon,Rimi Sen,Ranjit Barot,"Owning several aquariums, fish-loving Mumbai-based Guru makes a living stealing cars, getting them to his garage-owner friend, Ganpat Gajanan Jagirdar, and re-selling them through an associate, Sharafat. One day he steals a Mercedez and takes it to Ganpat. They inspect the car, find a bag containing Rs.1 Crore, decide to keep it and improve their lifestyles. Ganpat 'refurbishes' the vehicle, and Sharafat finds a buyer in Suleman, who quite unfortunately, recognizes it, and informs the owner, Fauzdaar - a ruthless gangster and money-lender. Guru is located, interrogated brutally, and agrees to return the cash which is still stashed in the garage. When he goes there - Ganpat, who had hidden the cash, has met with an accident, is gravely injured, and requires immediate hospitalization. While recuperating, the doctor finds that he has completely lost his memory. With rising fears of a meteor crashing in the city...",5.2,0.4319
Phir Kabhi,22-08-2009,Hindi,Mithun Chakraborty,Dimple Kapadia,Shantanu Moitra,Phir Kabhi tells the story of two high school sweethearts who rekindle their romance at a school reunion decades later at their old age.,6,0.3262
Jashnn: The Music Within,17-07-2009,Hindi,Adhyayan Suman,Anjana Sukhani,Sharib Sabri,Jashnn Music Within,7.5,0.3225
Chal Chalein,07-08-2009,Hindi,Mithun Chakraborty,Shilpa Shukla,Ilaiyaraaja,"A student kills himself after he is pressurised to get good grades. Agitated, the collegians decide to sue his parents, the college and the government for his death.",10,0.2999
Jugaad,13-02-2009,Hindi,Manoj Bajpayee,Hrishitaa Bhatt,Krishna,"The catch is Jugaad comes to life when the MCD locks the doors of advertising agency under the sealing drive. Life turns around to the worst and pushes the desperate CEO towards Jugaad and all makeshift efforts. In the process many characters like property dealer, power brokers, so called connected people with politicians and senior officers walk into the story.",5.3,0.2605
Ishwar Sakshi,27-08-2009,Hindi,Chandan Madan,Ankita Shrivastav,Rajesh Prasad,"Ishwar Sakshi is a Hindi drama starring Ankita Srivastava, Sandeep Bhansali, Chandan Madan and S.M. Zaheer. A father Seth Haridas (Zaheer) promises to marry off his daughter Jyoti (Srivastava) to a young man Madhav (Madan) with the statue of Lord Vishnu (Bhansali) as the witness. Later, he goes back on his word and Madhav appeals to the Lord for help.",0,0.0895
