Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Paheli,24-06-2005,Hindi,Shah Rukh Khan,Rani Mukerji,M.M. Keeravaani,"Kishanlal marries the beautiful Lachchi, but the day after the wedding, he leaves on business for five years. When Kishanlal reappears only a few days later, Lachchi is delighted, but this new Kishanlal is in fact a spirit who has taken the form of Lachchi's husband, after having seen her by chance and fallen in love with her. Four years later, the real Kishanlal returns and the townsfolk must determine who is who.",6.1,3.525
Sarkar,01-07-2005,Hindi,Amitabh Bachchan,Supriya Pathak,Amar Mohile,"Subhash Nagre runs a parallel government in the city where he has a cult following. When his enemies plot to murder him, his son takes charge and stands up against them.",6.8,2.1052
Black,04-02-2005,Hindi,Amitabh Bachchan,Rani Mukerji,Monty Sharma,"Unable to see, hear, or speak after a childhood illness, a young woman grows up prone to violent outbursts until an eccentric tutor changes her life.",7.645,2.0079
Mangal Pandey - The Rising,12-08-2005,Hindi,Aamir Khan,Rani Mukerji,A.R. Rahman,"The film begins in 1857, when India was ruled by the British East India Company. Mangal Pandey is a sepoy, a soldier of Indian origin, in the army of the East India Company. Pandey is fighting in the Anglo-Afghan Wars and saves the life of his British commanding officer, William Gordon. Gordon is indebted to Pandey and a strong friendship develops between them, transcending both rank and race.",6.1,1.5006
Salaam Namaste,09-09-2005,Hindi,Saif Ali Khan,Preity Zinta,Vishal Dadlani,"Salaam Namaste is about two Indians who have left their houses to make a life on their own, and how they meet and how they tackle their own relationships and problems and overcome them themselves without their families",6.2,1.5867
Main Aisa Hi Hoon,06-05-2005,Hindi,Ajay Devgn,Sushmita Sen,Himesh Reshammiya,A mentally challenged man fights his former father-in-law for custody of his daughter.,5.2,1.4263
Water,08-09-2005,Hindi,John Abraham,Lisa Ray,A.R. Rahman,"The year is 1938, and Mahatma Gandhi's groundbreaking philosophies are sweeping across India, but 8-year-old Chuyia, newly widowed, must go to live with other outcast widows on an ashram. Her presence transforms the ashram as she befriends two of her compatriots.",6.8,1.8689
Kaal,29-04-2005,Hindi,Ajay Devgn,Esha Deol,Salim Merchant,"After a series of deaths in Orbit Wildlife Park are attributed to a man-eating tiger, wildlife reporter Krish Thapar decides to investigate the incidents for a magazine article. But something deadlier than tigers hunts in the forest.",4.6,1.2038
Maine Pyaar Kyun Kiya?,15-07-2005,Hindi,Salman Khan,Sushmita Sen,Himesh Reshammiya,"Dr Samir is an absolute charmer when it comes to women, but he poses as a married man to keep them at bay. Love becomes a three-ring-circus for him after he ends up tangled in his web of lies with his girlfriend Sonia and pretend wife Naina.",5.4,1.5107
Garam Masala,03-11-2005,Hindi,Akshay Kumar,Daisy Bopanna,Pritam Chakraborty,"Photographer and serial womaniser, Mac devises a scheme to keep three airhostesses, who are unaware of each other, as  his live-in partners. Everything works fine as long as they only come home every third day. But changing schedules, a jealous friend and his fiancé might just break apart his elaborately structured life of deceit.",5.8,1.0375
Matrubhoomi: A Nation Without Women,26-01-2005,Hindi,Sudhir Pandey,Tulip Joshi,Sulaiman Merchant,"A woman, attended by two midwives, is giving birth in a small village in India. When the child's cry rings, the father bangs on a steel plate to attract the attention of all the villagers, ...",6.6,1.0112
Zeher,25-03-2005,Hindi,Emraan Hashmi,Shamita Shetty,Mithoon Sharma,"Siddharth and Sonia are happily married until Anna walks into Siddharth's life. Things go from bad to worse, when Anna gets killed and Siddharth finds himself sinking in troubled waters.",5.3,0.9482
