Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Jawan,07-09-2023,Hindi,Shah Rukh Khan,Nayanthara,Anirudh Ravichander,"An emotional journey of a prison warden, driven by a personal vendetta while keeping up to a promise made years ago, recruits inmates to commit outrageous crimes that shed light on corruption and injustice, in an attempt to get even with his past,  and that leads him to an unexpected reunion.",7.151,9.3129
12th Fail,11-08-2023,Hindi,Vikrant Massey,Medha Shankr,Shantanu Moitra,"Based on the true story of IPS officer Manoj Kumar Sharma, 12th Fail sheds limelight on fearlessly embracing the idea of restarting the academic journey despite the setbacks and challenges and reclaiming one's destiny at a place where millions of students attempt the world's toughest competitive exam: UPSC.",8,6.9783
Animal,01-12-2023,Hindi,Ranbir Kapoor,Rashmika Mandanna,Harshavardhan Rameshwar,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,6.292,6.0523
Pathaan,25-01-2023,Hindi,Shah Rukh Khan,Deepika Padukone,Sanchit Balhara,"A soldier caught by enemies and presumed dead comes back to complete his mission, accompanied by old companions and foes.",6.488,4.7891
Adipurush,16-06-2023,Hindi,Prabhas,Kriti Sanon,Atul Gogavale,"7000 years ago, Ayodhya's Prince Raghava and Prince Sesh along with the Mighty Vanar Warriors travels to the island of Lanka with an aim to rescue Raghava's wife Janaki, who has been abducted by Lankesh, the king of Lanka.",4.934,4.0222
Tiger 3,12-11-2023,Hindi,Salman Khan,Katrina Kaif,Tanuj Tiku,"Following the events of Tiger Zinda Hai, War, and Pathaan, Avinash Singh Rathore returns as Tiger but this time the battle is within. He has to choose between his country or family as an old enemy is after his life, who claims that his family was killed by Tiger. He holds Tiger captive in Pakistan as the Indian agent's loyalty towards his country faces its biggest test.",5.8,3.3973
Mrs. Chatterjee Vs Norway,16-03-2023,Hindi,Jim Sarbh,Rani Mukerji,Hitesh Sonik,An immigrant Indian mother fights the Norwegian foster care system and legal machinery to win back custody of her children.,5.4,3.5884
Dunki,21-12-2023,Hindi,Shah Rukh Khan,Taapsee Pannu,Pritam Chakraborty,"Four friends from a sleepy little village in Punjab share a common dream: to go to England. Their problem is that they have neither the visa nor the ticket. A soldier alights from a train one day, and their lives change. He gives them a soldier's promise: He will take them to the land of their dreams. What follows is a hilarious and heartwarming tale of a perilous journey through the desert and the sea, but most crucially through the hinterlands of their mind.",6.2,5.2685
Pippa,10-11-2023,Hindi,Ishaan Khatter,Mrunal Thakur,Hiral Viradia,"The story of Captain Balram Singh Mehta of India’s 45 Cavalry regiment who, along with his siblings, fought on the eastern front during the Indo-Pakistani war of 1971. Named after the Russian amphibious war tank “PT-76”, which floats on water like an empty ‘pippa’ (tin) of ghee, the film traces Mehta's coming-of-age as he steps up to prove himself in a war to liberate Bangladesh.",4.9,2.7523
Sam Bahadur,01-12-2023,Hindi,Vicky Kaushal,Sanya Malhotra,Ketan Sodha,"Based on the life of Sam Manekshaw, who was the Chief of the Army Staff of the Indian Army during the Indo-Pakistani War of 1971, and the first Indian Army officer to be promoted to the rank of Field Marshal.",6.9,2.6136
Kho Gaye Hum Kahan,26-12-2023,Hindi,Siddhant Chaturvedi,Ananya Panday,Sid Shirodkar,"Three best friends juggle life as 20-somethings in Mumbai, where romance, ambition and heartbreak collide with the addictive draw of social media.",6.6,2.0329
Rocky Aur Rani Kii Prem Kahaani,28-07-2023,Hindi,Ranveer Singh,Alia Bhatt,Pritam Chakraborty,"Gym-freak brat Rocky falls in love with Rani, who comes from a well-educated Bengali family. Being from polar opposite worlds, the two decide to switch their families to adjust to each other's cultures and backgrounds and to know if their marriage will survive. Rocky and Rani are trapped in a world where they are united by love but divided by families and the ultimate question is will they fit in?",6.3,2.3936
Gadar 2,11-08-2023,Hindi,Sunny Deol,Ameesha Patel,Mithoon Sharma,"When Tara Singh goes missing during a skirmish and is believed to be captured in Pakistan, his son Jeete sets out to rescue him and enters a labyrinth from which they both must escape at all costs.",6.2,1.713
Lust Stories 2,29-06-2023,Hindi,Angad Bedi,Neena Gupta,Aman Pant,"Four eminent Indian directors explore sex, desire and love through short films in this sequel to 2018's Emmy-nominated 'Lust Stories'.",5.7,2.2724
OMG 2,11-08-2023,Hindi,Pankaj Tripathi,Yami Gautam,Sandesh Shandilya,"Life is bliss until one day Kanti Sharan Mudgal’s son Vivek is blamed for immoral conduct and expelled from school. Overwhelmed, Kanti plans to leave town until a divine intervention leads him to seek justice by taking those responsible to court.",7.25,1.716
Shehzada,17-02-2023,Hindi,Kartik Aaryan,Kriti Sanon,Julius Packiam,"Bantu has grown up suffering his father Valmiki’s vitriolic tongue until he discovers that he’s actually an heir to an influential family, who was exchanged at birth. He moves into their mansion to protect them from a criminal drug lord’s attack and helps the family sort their issues.",5.6,2.9553
Khufiya,05-10-2023,Hindi,Ali Fazal,Tabu,Vishal Bhardwaj,"When a mole in an intelligence unit leads to the murder of an undercover spy, a hardened agent relentlessly pursues him to avenge the death.",6.5,2.2017
Bholaa,30-03-2023,Hindi,Ajay Devgn,Tabu,Ravi Basrur,"An ex-convict must undertake a perilous, violent journey in order to meet his daughter after ten years of imprisonment.",6,2.6932
Bawaal,21-07-2023,Hindi,Varun Dhawan,Janhvi Kapoor,Akashdeep Sengupta,"Ajay Dixit, an ordinary history teacher in a high school, enjoys mini celebrityhood in his town courtesy of the fake image he has built. He shares a strained relationship with his newly-wed wife. Circumstances force him to take a trip to Europe for the World War II trail accompanied by his wife. Will his relationship with his wife survive this trip? Will he manage to win the war within?",6.1,1.5605
Mrs.,17-11-2023,Hindi,Nishant Dahiya,Sanya Malhotra,Sagar Desai,A newly wed finds herself in an overcooked and tasteless happily ever-after laced with patriarchal traditions.,5.8,2.4807
Joram,07-12-2023,Hindi,Manoj Bajpayee,Tannishtha Chatterjee,Pratul Vishera,A father is on the run with his little baby girl to escape the ghosts of his past and the forces that want him dead.,7.4,2.5997
Agra,29-09-2023,Hindi,Rahul Roy,Priyanka Bose,Karan Gour,The story of a family and an exploration of space in an increasingly crowded world. It follows the quest for a sexual odyssey of an individual.,5,1.8515
Kisi Ka Bhai... Kisi Ki Jaan,21-04-2023,Hindi,Salman Khan,Pooja Hegde,Devi Sri Prasad,"Bhaijaan, a self-defense trainer lives happily as a bachelor with his three brothers Moh, Ishq and Luv and uses violence to settle disputes. When his brothers, who’ve already found partners, come together to fix a match for him, Bhagya Lakshmi, Bhaijaan decides to mend his ways for his lover's sake. All hell breaks loose when he learns about Bhagya's family facing threats from their haunting past.",5.3,2.0552
Fukrey 3,28-09-2023,Hindi,Pulkit Samrat,Richa Chadha,Tanishk Bagchi,"In the third installment, the Fukras plan to take over Delhi, and run for city elections. However, they have no money and so they take on an international job to make a quick buck, which changes their lives forever. In the first two films, we saw them using dreams, then premonitions to make money but now they’ve been gifted with a new & unique talent which is going to make them millionaires.",5.7,1.5147
Tu Jhoothi Main Makkaar,08-03-2023,Hindi,Ranbir Kapoor,Shraddha Kapoor,Pritam Chakraborty,"To earn extra cash, Mickey helps couples break up — but life gets complicated when he falls for Tinni, a career woman with an independent streak.",6.298,1.8638
Bheed,24-03-2023,Hindi,Rajkummar Rao,Bhumi Pednekar,Mangesh Dhakade,"8 hours, complete lockdown in the whole of India, movement shut and state borders sealed. Thousands of migrants without food, water and mode of transport were forced to return to their homes. A crisis that shook the whole nation, a time when borders of disparity divided the people and one man stood for humanity.",6,2.3122
The Archies,07-12-2023,Hindi,Agastya Nanda,Suhana Khan,Ankur Tewari,"Set in 1960s India, Archie and the gang navigate romance, friendship and the future of Riverdale as developers threaten to destroy a beloved park.",5.991,3.0302
Ghoomer,18-08-2023,Hindi,Abhishek Bachchan,Saiyami Kher,Amit Trivedi,"Anina, a young woman batting prodigy, loses her right hand in an unfortunate accident on the eve of her international cricketing debut. An unsympathetic, failed and frustrated cricketer enters her life, gives her a new dream and transforms her fate by the most innovative training, to make her play for the Indian cricket team again, as a bowler.",8.6,1.4374
Yaariyan 2,20-10-2023,Hindi,Yash Daasguptaa,Divya Khosla Kumar,Manan Bhardwaj,"As three cousins embrace the warmth of a new city, they also face challenges that transform their lives.",4.4,1.5841
Tejas,27-10-2023,Hindi,Varun Mitra,Kangana Ranaut,Shashwat Sachdev,"Indian Air Force officer Tejas sets out on a dangerous mission to rescue an Indian spy from Pakistan. While she faces the terrorists that come her way, she must also fight the ghosts of her past.",4.3,0.9323
Gumraah,07-04-2023,Hindi,Aditya Roy Kapur,Mrunal Thakur,Ketan Sodha,A murder investigation becomes complicated after the cops discover a pair of lookalike suspects.,6.8,1.2083
Bloody Daddy,09-06-2023,Hindi,Shahid Kapoor,Diana Penty,Aditya Dev,"Sumair Azad, a dirty cop and his friend, Jaggi, steal Sikandar Chowdhary's cocaine bag. As a result, Sikandar kidnaps Sumair's son, but things take a turn when he loses the cocaine bag as he faces off Gurugram’s drug lords, a crime boss, murderous narcs and straight cops on one fateful night.",5.8,1.4392
Jaane Jaan,21-09-2023,Hindi,Jaideep Ahlawat,Kareena Kapoor Khan,Laxmikant Shantaram Kudalkar,"When a single mother her teenage daughter becomes ensnared in a deadly crime,  find an unexpected ally in their neighbor, a simple, doting but genius teacher math teacher comes to aid, while a tenacious cop digs into the case.",7.117,2.1532
Gulmohar,03-03-2023,Hindi,Manoj Bajpayee,Sharmila Tagore,Kanishk Seth,"Batra family has just four days left to vacate their house of 34 years. Amidst the mayhem and uncertainties of the future, insecurities and secrets surface.",6.2,1.3334
Three of Us,03-11-2023,Hindi,Jaideep Ahlawat,Shefali Shah,Alokananda Dasgupta,"Shailaja embarks on a confrontational journey with her husband and childhood-love as she finds herself at the cusp of her past, present and future. Stitched with a very delicate thread of emotions, this film is about love, loss, healing, awareness and liberation.",7.3,2.6025
Mission Majnu,20-01-2023,Hindi,Sidharth Malhotra,Rashmika Mandanna,Ketan Sodha,"Set in the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.",6.6,1.3022
Kathal,19-05-2023,Hindi,Anant Joshi,Sanya Malhotra,Ram Sampath,"When two prized jackfruits disappear from a politician's garden, a spirited cop's investigation takes an unexpected turn as she digs for the truth.",5.9,1.3168
Chor Nikal Ke Bhaga,24-03-2023,Hindi,Sunny Kaushal,Yami Gautam,Ketan Sodha,A flight attendant and her boyfriend must steal a cache of diamonds to clear an old debt — but the plan spins into a mayhem when the plane gets hijacked.,6.917,1.3
Bhagwan Bharose,13-05-2023,Hindi,Satendra Soni,Masumeh Makhija,Indian Ocean,"A story about two young, impressionable kids whose ideas about faith are constantly questioned and changed as their little world expands and takes into its fold, their country's fast-changing socio-political landscape.",6.7,0.9634
Dream Girl 2,25-08-2023,Hindi,Ayushmann Khurrana,Ananya Panday,Manmeet Singh,"Karam, a small-town boy from Mathura, is struggling every day to pay his father's debt, who has borrowed money from nearly everyone on the planet. On the other hand, he is deeply in love with Pari, whose father has kept the conditions to marry her. To make ends meet, Karam dons as Pooja, which creates wild chaos and a comedy of errors.",5.6,2.0084
Aankh Micholi,03-11-2023,Hindi,Abhimanyu Dasani,Mrunal Thakur,Jigar Saraiya,A family of misfits is trying to hide some secrets from the NRI suitor and his family as they want their daughter to get married to a well-to-do NRI guy resulting in a series of comical twists and turns.,5.1,0.9988
Sajini Shinde Ka Viral Video,27-10-2023,Hindi,Subodh Bhave,Nimrat Kaur,Sachin Sanghvi,"While facing backlash after a video of her at a nightclub goes viral, a teacher disappears suddenly — and a tenacious cop begins a thorny investigation.",6.6,1.0394
Tumse Na Ho Payega,29-09-2023,Hindi,Karan Jotwani,Mahima Makwana,Abhishek Arora,"When the world starts regarding Gaurav as a loser, he sets off on a journey to prove everyone (and their mothers) wrong.",7.4,1.0138
Ganapath,20-10-2023,Hindi,Tiger Shroff,Kriti Sanon,Vishal Mishra,"In a dystopian future, Ganapath, a relentless and skilled vigilante, embarks on a mission to dismantle a powerful criminal empire that has gripped the city in fear. Ganapath becomes a symbol of hope for the oppressed in which leads dark.",3,1.2446
Starfish,24-11-2023,Hindi,Milind Soman,Khushali Kumar,Amar Mohile,"A skilled commercial diver in Malta, Tara Salgaonkar is a mystery to everyone around her. A strong girl who defies social conventions, she is trying to come to terms with her dark past.",3.6,2.0885
Mast Mein Rehne Ka,08-12-2023,Hindi,Jackie Shroff,Neena Gupta,Anurag Saikia,"A man chooses an old widower's home for his first robbery, kicking off a set of events that have them both look at life in a new way and with new companions in the starkness of the city of Mumbai.",7.6,0.9644
Selfiee,24-02-2023,Hindi,Akshay Kumar,Nushrratt Bharuccha,Tanishk Bagchi,"RTO officer Om Prakash strikes a golden opportunity to meet his icon, Vijay Kumar. Bhut when his love gets spurned by the superstar, a clash of egos ensues.",5.9,1.1479
Almost Pyaar with DJ Mohabbat,03-02-2023,Hindi,Paritosh Sand,Alaya F,Amit Trivedi,"In pursuit of forbidden love, two young couples from different worlds find their lives entangled as rebellion and intolerance collide in dual stories.",3.3,0.884
The Ladykiller,03-11-2023,Hindi,Arjun Kapoor,Bhumi Pednekar,Ketan Sodha,"When a small-town playboy falls in love for a dangerous girl, they embark on a journey of a dangerous romance.",6,0.8478
Mission Raniganj,06-10-2023,Hindi,Akshay Kumar,Parineeti Chopra,Sandeep Shirodkar,"A real-life story of additional chief mining engineer Jaswant Singh Gill who helped in the rescue of people when a coal mine in Raniganj, West Bengal, was flooded. The incident dates back to 1989.",5.8,0.851
Haddi,07-09-2023,Hindi,Nawazuddin Siddiqui,Ila Arun,Rohan Pradhan,"A transgender woman, Haddi, moves to Delhi to join a gang of transpeople and cross-dressers headed by an influential man. But is this move aspirational or driven by revenge?",5.2,1.9973
Satyaprem Ki Katha,29-06-2023,Hindi,Kartik Aaryan,Kiara Advani,Manan Bhardwaj,"Sattu is a good-hearted but good-for-nothing LLB fail guy who dreams of marrying the IT girl of Ahmedabad, Katha, a girl way out of his league. However, fate has other plans and Katha and he end up getting married, much to her dismay. From here on starts Sattu’s tryst to make his wife fall in love with him and how while doing so, he ends up discovering himself and proves to be a worthy husband!",6.8,1.073
Apurva,15-11-2023,Hindi,Abhishek Banerjee,Tara Sutaria,Ketan Sodha,"In the merciless Chambal ravines, a regular girl must outwit hardcore dacoits to survive one night before any help comes her way.",5.7,1.1505
Lost,16-02-2023,Hindi,Pankaj Kapur,Yami Gautam,Shantanu Moitra,"Crime reporter Vidhi investigates the sudden disappearance of a college student. While society associates different theories for his disappearance, what really is the true story?",5.2,0.8351
Kuttey,13-01-2023,Hindi,Arjun Kapoor,Tabu,Debarpito Saha,"A van carrying crores of cash. One rainy night in the outskirts of Mumbai. Unaware of each other, three stray gangs cross paths on the hunt. Unfortunately, all of them have the same plan. Bullets... Blood... Betrayal... It’s every man for himself... All the dogs after one bone. Will these dogs bite the bone, or will they lose to greed?",6,1.1082
The Vaccine War,28-09-2023,Hindi,Nana Patekar,Pallavi Joshi,Vikram Bam,"Faced with the catastrophic challenge of fighting a global crisis like no other, Indian scientists take on the mantle of producing vaccine despite not having enough resources and infrastructure to save the nation's sixteen million citizens.",7.5,0.9585
Anu,29-07-2023,Hindi,Pulkit Arora,Jessie Lawrence,Mukund Ambarish,"When a recent widow moves to New Zealand from India, she's forced to confront her grief by completing an ordinary ritual in an extraordinary circumstance: quarantine.",6,0.6775
Chatrapathi,12-05-2023,Hindi,Bellamkonda Srinivas,Nushrratt Bharuccha,Tanishk Bagchi,"When Shivaji and his family and the entire community of his village are one day forced to leave Pakistan, he is separated from his beloved mother, who once adopted him, while fleeing to India. Having grown into a respectable and feared man a few years later, Shivaji now sets out in search of his next of kin. But he also stands up for the rights of his people who are forced into forced labor by an exploiter and devotes his whole life to this task, which is why he is henceforth referred to as 'Chatrapathi'.",7,1.0283
Friday Night Plan,01-09-2023,Hindi,Babil Khan,Juhi Chawla Mehta,Rahul Pais,"When their mother takes off on a business trip, two bickering brothers unite to secretly attend the hottest party of the year before she returns.",5.9,0.9533
Khichdi 2: Mission Paanthukistan,17-11-2023,Hindi,Rajeev Mehta,Supriya Pathak,Raju Singh,"The Parekh family goes on an adventure to save the world with Praful serving as an emperor of a fictional country Paanthukistan. The absurdity, the gags and the silliness return as the Parekh family's adventure transcends various landscapes – cities, beaches, snow-clad mountains, deserts, and caves.",3.7,0.8355
Zara Hatke Zara Bachke,02-06-2023,Hindi,Vicky Kaushal,Sara Ali Khan,Sachin Sanghvi,"Kapil and Somya fall in love, get married and are happily living in a joint family. However, soon the love fades away and the couple is on the verge of a divorce, but not a real one as a twist awaits the two families.",5.9,0.9647
The Face of the Faceless,07-02-2023,Hindi,Mohit Prajapati,Vincy Aloshious,Alphons Joseph,"Based on Sr. Rani Maria, this tale depicts the trials and tribulations of a woman who rose above the boundaries of her religion, realized the universal oneness, and committed her life to women's empowerment.",0,0.758
Sirf Ek Bandaa Kaafi Hai,02-06-2023,Hindi,Manoj Bajpayee,Adrija Sinha,Sangeet Haldipur,An ordinary lawyer is out to fight an extraordinary case! But can he win against a powerful godman accused of assaulting a minor and deliver justice to the victim?,7.1,0.6953
Gaslight,31-03-2023,Hindi,Vikrant Massey,Sara Ali Khan,Gaurav Chatterji,"Meesha, a young paraplegic woman confined to a wheelchair, returns to her family’s royal estate after 15 years at the behest of her estranged father, only to learn that he’s mysteriously missing and probably dead.",5.5,0.8559
