Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Chandigarh Kare Aashiqui,10-12-2021,Hindi,Ayushmann Khurrana,Vaani Kapoor,Sachin Sanghvi,"Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a Zumba teacher. All seems well until a revelation causes turmoil in their love story.",5.9,1.3212
12 “o” CLOCK,08-01-2021,Hindi,Makrand Deshpande,Divya Jagdale,M.M. Keeravaani,"Aahuti a metaphysics student from Delhi, shifts to Mumbai to be close to her fiancee, what happens next when she discovers the apartment she lives in is haunted.",3,1.0054
Bhoot Police,10-09-2021,Hindi,Saif Ali Khan,Yami Gautam,Kamal Digiya,"Two brothers Vibhooti and Chiraunji have fought their share of ghosts. However, a new case in a remote village forces them to rethink their own abilities and beliefs.",5.3,1.3051
Mumbai Saga,19-03-2021,Hindi,John Abraham,Kajal Agarwal,Amar Mohile,"The film, set in the 1980s and 90s, chronicles the transformation of Bombay to Mumbai. The story is a cat and mouse game between a deadly don, Amartya Rao, who doesn’t think twice before killing, and there’s nobody who could stop him and a cop, who is dogging his every step.",5.6,1.3441
Sandeep Aur Pinky Faraar,19-03-2021,Hindi,Arjun Kapoor,Parineeti Chopra,Dharma Vish,"Sandeep, a bank executive & Pinky, a suspended cop, are marked for a kill. Phones tapped, accounts blocked, they escape but escaping is not freedom.",6.6,1.0626
Bell Bottom,19-08-2021,Hindi,Akshay Kumar,Huma Qureshi,Shantanu Dutta,"By the early ‘80s, India had already witnessed multiple airplane hijacks. In 1984, the country was made to face another such challenge. BellBottom, a RAW Agent, sees through the plan and thus begins India's first overseas covert operation. An operation, lead by a forgotten hero, that went on to create one of the most defining moments for India.",6.2,1.0594
Toofaan,16-07-2021,Hindi,Farhan Akhtar,Mrunal Thakur,Shankar Mahadevan,"An inspiring story about an orphan boy from the streets of Dongri, who grows up to become a local goon of his area and how his life changes after he meets the young and compassionate Ananya, who guides him towards the right path and makes him realize his true calling i.e boxing.",4.9,1.1471
Tadap,03-12-2021,Hindi,Ahan Shetty,Tara Sutaria,Pritam Chakraborty,"Passionate Ishana falls madly in love with Ramisa. As their love grows stronger by the day, fate plays the villain and throws one hurdle after another.",6.8,1.0516
Dybbuk,29-10-2021,Hindi,Emraan Hashmi,Nikita Dutta,Gourov Dasgupta,"Mahi, a newly married woman, brings an antique Jewish box into her home. When Mahi and her husband Sam begin to have paranormal experiences, they soon learn that the box is a dybbuk containing an evil spirit. The couple then seeks the help of a rabbi to unravel its mystery. Will they survive this ordeal before their child is born?",5.5,1.1269
Tuesdays And Fridays,19-02-2021,Hindi,Anmol Thakeria Dhillon,Jhataleka Malhotra,Tony Kakkar,Two millennials get into a relationship where they are allowed to meet only on 'Tuesdays & Fridays'.,4.4,0.766
Atrangi Re,24-12-2021,Hindi,Dhanush,Sara Ali Khan,A.R. Rahman,Runaway Rinku gets forcefully married to already engaged Vishu. Both don't want this marriage and make a deal to go on their separate ways. The equation gets weirder when Rinku's lover Sajjad shows up and Vishu starts developing feelings for her.,6.615,1.2498
Time to Dance,12-03-2021,Hindi,Sooraj Pancholi,Isabelle Kaif,Rochak Kohli,"When a ballroom dancer’s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner.",4,0.5967
Hum Do Hamare Do,29-10-2021,Hindi,Rajkummar Rao,Kriti Sanon,Sachin Sanghvi,"Self-made man Dhruv and social media star Anya fall in love and decide to marry. Just one problem - he's an orphan because  Anya will only marry a guy, who has an adorable family, so the only solution - arrange a 'fake' set of parents.",5,0.8392
Rashmi Rocket,15-10-2021,Hindi,Priyanshu Painyuli,Taapsee Pannu,Amit Trivedi,"Born in the small-town of Kutch, Rashmi overcomes all societal barriers to become a national-level athlete. But her glory is hindered when she is asked to undergo a gender test.",6.5,1.0057
The Power,14-01-2021,Hindi,Vidyut Jammwal,Shruti Haasan,Sulaiman Merchant,"It is a hair-raising journey into the world of two lovers as both their families are ripped apart for the sake of revenge and power, and an entertaining look at how they rise out of that pit of blood lust and despair, together.",6.5,0.8752
Bunty Aur Babli 2,19-11-2021,Hindi,Saif Ali Khan,Rani Mukerji,Shankar Mahadevan,"Bunty and Babli are forced out of retirement as a new pair of cons emerge, doing robberies in their name with their trademark sigil across India.",5.4,1.0408
Hungama 2,23-07-2021,Hindi,Paresh Rawal,Shilpa Shetty Kundra,Ronnie Raphael,"A farcical comedy involving two families. Kapoors are headed by Colonel, who stays with his younger son, while Tiwaris are a childless couple. The lives of Kapoors and Tiwaris were as neat and perfect until one day a woman shows up at the door with an illegitimate child. Who is the father of this child?",4.5,1.0751
99 Songs,16-04-2021,Hindi,Ehan Bhat,Edilsy Vargas,A.R. Rahman,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",5.2,1.0814
Saina,26-03-2021,Hindi,Manav Kaul,Parineeti Chopra,Amaal Mallik,Champion. Olympic Medallist. The Doyen of Indian Badminton. Saina Nehwal is all of this and much more. This biopic chronicles the inspiring story of a gifted youngster's ascendance to the pinnacle of the Badminton World through sheer passion and perseverance.,6.4,0.7488
Satyameva Jayate 2,25-11-2021,Hindi,John Abraham,Divya Khosla Kumar,Arko Pravo Mukherjee,"Satya Azad, an upright Home Minister wants to cleanse the country of corruption with his Anti-Corruption Bill. However, it fails to get enough ‘Ayes’, not only from his allies, but also from his wife Vidya a member of the Opposition, who votes ‘Nay’ in the Vidhan Sabha. When a couple of gruesome killings take place in the city, ACP Jay Azad is brought in to nab the murderer, never mind his motive.",5.5,0.7666
Bhuj: The Pride of India,13-08-2021,Hindi,Ajay Devgn,Sonakshi Sinha,Amar Mohile,"Set in the backdrop of the 1971 Indo-Pakistan War, the film tells the story of the IAF Squadron Leader Vijay Karnik, and his bravery, patriotism and determination.",5.5,1.1137
Sherni,18-06-2021,Hindi,Brijendra Kala,Vidya Balan,Naren Chandavarkar,"A jaded forest officer leads a team of trackers and locals intending to capture an unsettled tigress while battling intense obstacles and pressures, both natural and man-made.",6.2,0.8292
Murder At Teesri Manzil 302,31-12-2021,Hindi,Irrfan Khan,Deepal Shaw,Sajid Ali Khan,"When a businessman’s wife gets kidnapped, the investigating officer finds something unusual about the case. Will the officer solve the mystery?",0,0.6786
Hello Charlie,09-04-2021,Hindi,Jackie Shroff,Elnaaz Norouzi,Tanishk Bagchi,"Charlie, a simpleton daydreamer, currently a pizza delivery boy is tasked with driving his uncle's truck , Girnaar Express, to deliver a gorilla from Mumbai to the jetty at Diu. However, Charlie is unaware that Gorilla is disguised business tycoon MD Makwana, who is on the run after committing a multi-crore scam.",6.6,0.6838
Tathagat,22-10-2021,Hindi,Harish Khanna,Sayani Gupta,Avishek Majumder,"Set in the meditative quietude of a Himalayan village, Tathagat is a poetically shot tale of guilt. Following the journey of a monk questioning his renunciation, this philosophical drama takes a thought-provoking look at the relationship between our childhood memories and adulthood perplexities.",7,0.654
Koi Jaane Na,02-04-2021,Hindi,Kunal Kapoor,Amyra Dastur,Rochak Kohli,A heartbroken writer struggling with writer`s block goes to a quiet hill station where he finds love again but uncovers a copycat serial killer who has mysteriously come alive and is killing everyone around him.,6.7,0.8091
Aadhaar,05-02-2021,Hindi,Vineet Kumar Singh,Alka Amin,Shantanu Moitra,"A group of people from government arrives to promote the new identification cards. Parsua becomes the first who has the card that everyone is reluctant to have, and becomes a star. One day, Parsua receives a divination sign that his wife will die due to the serial number.",0,0.5261
Sanak,15-10-2021,Hindi,Vidyut Jammwal,Rukmini Maitra,Jeet Gannguli,"Set in Mumbai, the story unfolds in a hospital that is under siege, where Vivaan Ahuja and his wife Anshika are trapped. Does he manage to rescue her and other hostages from the dangerous hoodlums?",6.3,0.6431
Bob Biswas,03-12-2021,Hindi,Abhishek Bachchan,Chitrangda Singh,Clinton Cerejo,"Bob Biswas, a hitman-for-hire, comes out of a prolonged coma and struggles to recall his identity but suffers a moral dilemma when the memories of his past resurface.",6.8,0.6333
420 IPC,17-12-2021,Hindi,Vinay Pathak,Gul Panag,Ranjit Barot,"CA Keswani is arrested for bank fraud and forgery. Keswani hires Birbal, a lawyer, to fight his case. But Birbal realises that there's more to it than what meets the eye.",0,0.4264
14 Phere,23-07-2021,Hindi,Vikrant Massey,Kriti Kharbanda,JAM8,"Sanjay, a Rajput from Jahanabad, falls in love with his college senior Aditi, a Jat from Jaipur. They want to get married, but don't want to hurt their families. So they plan to get married by arranging a fake set of parents. Will they succeed?",6.1,0.6613
Helmet,03-09-2021,Hindi,Aparshakti Khurana,Pranutan Bahl,Ketan Sodha,"Desperate to make some quick money, Lucky and his friends rob an e-commerce company truck. But to their surprise, the looted boxes contain condoms instead of electronic gadgets. They decide to sell them directly to the people, who want the product but are too embarrassed to buy it publicly.",6.1,0.4591
Bhavai,22-10-2021,Hindi,Pratik Gandhi,Aindrita Ray,Shabbir Ahmed,"The story is about the dream of Rajaram and its impact on the society. Rajaram an enthusiast by nature had only one dream of becoming an actor since his childhood. Being a village resident, he was deprived of that chance to live his dream. Will the duo be able to survive the obstacles or become a victim and succumb to the blind beliefs of the society? Who is the real Ravan, Rajaram or We ""The Society""?",0,0.4616
Collar Bomb,09-07-2021,Hindi,Jimmy Shergill,Asha Negi,Anshuman Mukherjee,"A celebrated cop is forced to commit crimes before a suicide bomber blows up a school. As he races against time, the idyllic town around him descends into chaos.",4,0.4602
Nail Polish,01-01-2021,Hindi,Arjun Rampal,Madhoo,Sanjay Wandrekar,"A high profile defence lawyer is promised a Rajya Sabha seat if he wins a case of an accused with charges of killing two migrant children. However, there's much more than what meets the eye in this courtroom drama that explores the uncertainty of human mind and the journey of criminal discovery.",6.6,0.4628
Silence... Can You Hear It?,26-03-2021,Hindi,Manoj Bajpayee,Prachi Desai,Gaurav Godkhindi,"When Pooja, the daughter of retired Justice Chaudhary, is found murdered under mysterious circumstances, ACP Verma is roped in to investigate this high-profile case. When everyone is hiding the truth, justice will thrive despite the silence.",6.1,0.6219
Aafat-e-Ishq,29-10-2021,Hindi,Deepak Dobriyal,Neha Sharma,Gaurav Chatterji,"Lallo, a 30-year old reclusive woman's life changes when she inherits her deceased employer's property. She yearns for love, but the men who enter her life die under mysterious circumstances.",4,0.345
Waah Zindagi,31-12-2021,Hindi,Sanjay Mishra,Plabita Borthakur,Parag Chhabra,"Ashok, a farmer's son, struggles to become an entrepreneur to win over his childhood sweetheart. Heartbroken, he joins the Make In India initiative to go against Chinese products.",9,0.3468
Velle,10-12-2021,Hindi,Abhay Deol,Anya Singh,Rochak Kohli,"Rishi is a writer/director who is narrating a script close to his heart to Rohini - possibly the lead protagonist of his film. As he begins his narration, we step into the world of Rahul, Riya, Rambo and Raju - four friends living their best days amusing people with childish shenanigans in school.  These four ""Vellas"" are complete and content with each other's company and couldn't care less about the world around them until life hits them in the face. An enthralling script narration on one end, and four immature kids trying to correct a plan gone wrong on the other - Velle is about laughter, friendships, frenzy and the unpredictability of life.",7,0.3297
RK/RKAY,14-05-2021,Hindi,Rajat Kapoor,Mallika Sherawat,Sagar Desai,"After wrapping up the shoot of his upcoming period film, in which he also plays the lead character Mehboob, Indie film director-writer RK (Rajat Kapoor) struggles to piece his film together on the editing table. Trouble escalates when he discovers that his lead character has vanished from the film’s footage and entered real life.",5,0.5399
The Rapist,07-10-2021,Hindi,Arjun Rampal,Konkona Sen Sharma,Neel Dutt,"Naina, a criminal psychology professor, is sexually assaulted in a slum she visits to help the daughter of a school custodian embroiled in a case of domestic violence and infanticide.",0,0.3651
Cash,19-11-2021,Hindi,Amol Parashar,Smriti Kalra,Akull,"Armaan, a 25-year old middle-class boy has an ambition of becoming India’s Elon Musk. On the day when the government announces demonetization, Armaan takes on the near-impossible task of laundering 5 crores of “dirty” money in less than 52 days before the banks stop accepting old notes,  along with his buddy Soda and a crooked real estate agent, Neha. But soon, hot on his heels are politicians, their minions, and a compulsively punctual dabbawala-turned-cop.",7,0.3708
Bekhudi,29-10-2021,Hindi,Adhyayan Suman,Divya Seth Shah,Rahul Nair,"A rich boy, Abhishek, falls for Sanya, who has a dark past. Will he manage to keep his cool after listening to various people describing various incidents about her life?",10,0.2536
Shaadisthan,11-06-2021,Hindi,Kay Kay Menon,Kirti Kulhari,Sahil Bhatia,An accidental road trip from Mumbai to Ajmer with a quirky wedding band forces Arshie’s orthodox parents to open their eyes to a new way of life.,7.5,0.2126
Dial 100,06-08-2021,Hindi,Manoj Bajpayee,Neena Gupta,Raju Singh,"The Police emergency control room receives a call from a woman, who sounds troubled and wants to commit suicide. As officer Nikhil tries to calm her down, he discovers that the hysterical woman has bought a gun. When asked, she tells him to stay tuned to find out about her real intentions. But as time progresses, Nikhil figures out that the woman has sinister intentions and his family is in danger.",6.3,0.2807
Kya Meri Sonam Gupta Bewafa Hai?,10-09-2021,Hindi,Jassie Gill,Surbhi Jyoti,Rahul Mishra,"Sintoo, a dejected lover, pens down his feelings on a currency note which goes viral and triggers a chain of hilarious events. Will he overcome the heartbreak and find closure?",6,0.2714
The Flute,16-04-2021,Hindi,Anurag Kashyap,Rituparna Sengupta,Debojyoti Mishra,,0,0.1735
Bishwa,30-09-2021,Hindi,Vinay Pathak,Usha Jadhav,Dhruv Dhalla,A visually challenged boy from the  mesmerising village of Chilika lake of Odisha defeats age old blind Odia faith.,0,0.1188
WingMan (The Universal Irony of Love),24-06-2021,Hindi,Shashank Arora,Trimala Adhikari,Tajdar Junaid,"Omi plods along in the daily tedium working as a matchmaker to urban callers searching for love through the company Wingman. With recent pain inflicted upon him by one-time girlfriend/childhood sweetheart Shikha and seemingly unable to bounce back from it or let it go, Omi makes a decision to pursue another woman, Nisha, who has her own baggage to bear. Will Omi’s choices bring him the solace and love he longs for or drive him further down a path of ungratified despair?",0,0.094
My Dog Is Sick,14-08-2021,Hindi,Anshuman Jha,Rajshri Deshpande,Rogue Atari,The alpha male and the conscious female both seeking to destroy each other by pushing dormant buttons and grasping pleasure in serving and devouring. It's a circle that liberates before it starts to suffocate.,1,0.0876
