Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Double XL,04-11-2022,Hindi,Mahat Raghavendra,Sonakshi Sinha,Kanishk Seth,"Rajshri wants to be a sports presenter on TV but is promptly told that she is 'too healthy' for it. Saira, a fashion designer also has hit rock bottom in her life after she is cheated on by her boyfriend. A chance encounter between the two leads them to London to discover themselves and challenge the norms of who's a 'normal woman'.",5.4,0.8455
Vikram Vedha,30-09-2022,Hindi,Saif Ali Khan,Radhika Apte,Sam C S,"Vikram, an honest officer with the Lucknow police, is on a mission to find and eliminate gangster Vedha. However, when Vedha surrenders himself to the police and starts narrating stories to Vikram, it blurs the lines between good and evil. Vedha questions Vikram's righteousness while the latter believes he is fair and just. But is he?",6.6,1.4763
"Monica, O My Darling",11-11-2022,Hindi,Rajkummar Rao,Huma Qureshi,Mikey McCleary,"A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing — not even death — is what it seems to be.",7.1,1.4083
Ram Setu,25-10-2022,Hindi,Akshay Kumar,Jacqueline Fernandez,Atul Gogavale,An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India’s heritage.,5.1,1.3673
Anek,27-05-2022,Hindi,Ayushmann Khurrana,Andrea Kevichusa,Mangesh Dhakade,"Amid the turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams.",6.1,1.3136
Nikamma,17-06-2022,Hindi,Abhimanyu Dasani,Shilpa Shetty Kundra,John Stewart Eduri,"Nikamma is an action-comedy, which is a remake of 2017 Telugu film film Middle Class Abbayi.",3.857,0.8537
Bhediya,25-11-2022,Hindi,Varun Dhawan,Kriti Sanon,Jigar Saraiya,"Inspired by legendary folklore rooted in Arunachal Pradesh, Bhediya tells the story of Bhaskar, a man who gets bitten by a mythical wolf and begins to transform into the creature himself. As Bhaskar and his ragtag buddies try to find answers, he is worried that the monster in him will wipe out human existence in the local town.",6.735,1.9477
Vadh,09-12-2022,Hindi,Sanjay Mishra,Neena Gupta,Gurcharan Singh,"Shambhunath Mishra, a retired middle school teacher is living a mundane middle-class life with his wife Manju Mishra in Gwalior. Life takes a complete turn for the Mishra family when a situation gets out of hand and it leads to a killing at the hands of Shambhunath Mishra. Mishra ji has very little time to plan cautiously to turn this into a “perfect murder” and leave no trace behind.",6,1.1381
Code Name: Tiranga,14-10-2022,Hindi,Harrdy Sandhu,Parineeti Chopra,Vipin Patwa,"Tasked with capturing a wanted criminal, a fierce undercover agent wrestles with perilously high stakes when her heart is pulled into the mission.",4.4,0.9614
Dhokha: Round D Corner,22-09-2022,Hindi,R. Madhavan,Khushali Kumar,Tanishk Bagchi,"When a delusional housewife with a personality disorder is taken hostage by a terrorist on the loose and a husband accused of cheating on his wife have their own versions of reality, how do we know who's saying the truth?",4.9,1.0428
Cobalt Blue,02-04-2022,Hindi,Prateik Babbar,Anjali Sivaraman,Clinton Cerejo,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.",6.1,1.1722
Jayeshbhai Jordaar,13-05-2022,Hindi,Ranveer Singh,Shalini Pandey,Vishal Dadlani,"A non-confrontational Jayesh decides to defy his patriarchal family and flee with his pregnant wife Mudra to save their unborn daughter from foeticide. A screwball, hilarious chase begins as Jayesh's father assembles all his might to nab them. Will this unlikely hero manage to create a safe and equal haven for his daughter?",5.7,1.1369
Babli Bouncer,23-09-2022,Hindi,Sahil Vaid,Tamannaah Bhatia,Tanishk Bagchi,"A first-of-its-kind for her village, Babli takes up a bouncer's job to win over her love, leading to a series of funny and heart-warming events.",6,1.2816
Goodbye,07-10-2022,Hindi,Amitabh Bachchan,Neena Gupta,Amit Trivedi,"After a mother's sudden death, chaos and grief collide when four adult siblings return to their traditional father's home for the funeral.",8,0.9716
Rocket Gang,11-11-2022,Hindi,Aditya Seal,Nikita Dutta,Amit Trivedi,"Five friends take a getaway trip and stay at Wonder Villa. But, the haunted villa's supernatural powers suck them in and their only chance to survive is by dancing.",4.5,1.3583
Jalsa,18-03-2022,Hindi,Manav Kaul,Vidya Balan,Gaurav Chatterji,"A hit and run of an 18-year-old girl becomes the hub of a wheel that sets into motion many a spoke - a journalist, a raging mother, a cop and a system all caught in an ethical dilemma. Questions are raised only to realize that the truth is rarely pure and never simple.",6.2,0.9785
Raksha Bandhan,11-08-2022,Hindi,Akshay Kumar,Bhumi Pednekar,Himesh Reshammiya,"Lala Kedarnath is blessed with 4 sisters. But his only worry is to find suitable grooms for each of them, as only then can he marry his childhood love. To what lengths will he go to succeed?",6,0.8825
Runway 34,29-04-2022,Hindi,Ajay Devgn,Rakul Preet Singh,Jasleen Kaur Royal,"A flying prodigy, Captain Vikrant Khanna's flight takes a stirring and mysterious trajectory after take-off from an international destination. Concurrently, it follows the tenacious Narayan Vedant in his pursuit to uncover the truth.",6.5,1.2808
Salaam Venky,09-12-2022,Hindi,Vishal Jethwa,Kajol,Mithoon Sharma,"Sujata, an ideal mother, who battles the most challenging situations one can ever face with a smile.",6.5,0.9151
Shabaash Mithu,15-07-2022,Hindi,Vijay Raaz,Taapsee Pannu,Amit Trivedi,"From child prodigy to trailblazing captain, Indian women's cricket icon Mithali Raj navigates highs and lows of professional career. A story of a young girl's determination and stance against discrimination, about her spirit, passion, courage, and her dreams.",6.1,0.9255
An Action Hero,02-12-2022,Hindi,Ayushmann Khurrana,Malaika Arora,Tanishk Bagchi,"At the age of just 30, Maanav at the peak of his acting career gets caught up in a murder accusation, which turns his own life into an eccentric action thriller as he flees the country, with a vengeful politician hot on his heels.",6.5,1.1021
Qala,24-11-2022,Hindi,Babil Khan,Triptii Dimri,Amit Trivedi,"Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her.",6.5,1.2164
Khuda Haafiz Chapter 2: Agni Pariksha,08-07-2022,Hindi,Vidyut Jammwal,Shivaleeka Oberoi,Mithoon Sharma,"Following a traumatic chapter in their lives, Sameer and Nargis try to lead a happy life by adopting Nandini, a friend's orphaned niece. But fate soon strikes back hard when Nandini goes missing.",7,0.7626
Badhaai Do,11-02-2022,Hindi,Rajkummar Rao,Bhumi Pednekar,Hitesh Sonik,A gay cop and a lesbian teacher enter a sham marriage to pacify their families but find that relationships — both real and fake — aren't all that easy.,6.926,1.1793
Freddy,02-12-2022,Hindi,Kartik Aaryan,Alaya F,Pritam Chakraborty,"Introverted and awkward Dr. Freddy Ginwala desperately searches for a soulmate. When he finally finds her, the relationship becomes as painful as a root canal.",7.1,0.8601
Forensic,24-06-2022,Hindi,Vikrant Massey,Radhika Apte,Rachita Arora,Little girls begin to disappear and their bodies are found soon after in the town of Mussoorie. Police officer Megha and forensic officer Johnny join hands to nab the killer.,4.5,0.8177
Thar,06-05-2022,Hindi,Anil Kapoor,Fatima Sana Shaikh,Ajay Jayanthi,A mysterious stranger arrives in a village situated in the Thar desert and crosses paths with a veteran cop investigating a case of brutal killings.,5.9,1.0268
Jaadugar,15-07-2022,Hindi,Jitendra Kumar,Arushi Sharma,Nilotpal Bora,A small-time magician with zero interest in football must lead his local team to the finals of a tournament if he wishes to marry the love of his life.,6.4,0.7212
JugJugg Jeeyo,24-06-2022,Hindi,Anil Kapoor,Neetu Singh,Tanishk Bagchi,"A marriage. A re-marriage. A pending divorce. It's been five years since Kukoo and Nainaa got married after knowing each other practically all their lives, and now they need to break it to their family that they want a divorce. Kukoo's parents, Bheem and Geeta, a couple that everyone looks up to, have no plans of making Kukoo and Naina's lives easier. They have their own plans and set of surprises in store for the young couple; all this in the middle of Kukoo's sister's wedding.",6,1.0987
Love Hostel,25-02-2022,Hindi,Vikrant Massey,Sanya Malhotra,Clinton Cerejo,"Set against the pulsating backdrop of rustic North India, Love Hostel traces the volatile journey of star-crossed lovers, being hunted by a ruthless mercenary on the orders of the area's MLA, who also happens to be the girl's grandmother.",5,0.9023
Kacchey Limbu,11-09-2022,Hindi,Mahesh Thakur,Radhikka Madan,Anshul Takkar,"In Mumbai, a pair of siblings find themselves on competing cricket teams as they struggle to balance familial loyalty with the pursuit of their passions.",5.5,0.7676
Kaun Pravin Tambe?,01-04-2022,Hindi,Shreyas Talpade,Anjali Patil,Anurag Saikia,Mumbai-born leg-spinner Pravin Tambe made his debut in professional cricket at the age of 41 in the IPL for Rajasthan Royals in 2013 not having played any international or even first-class cricket before that. The story traces the extraordinary journey of Tambe as he became the oldest debutant - at an age when most cricketers have retired or are on the verge of retirement - a modern-day fable of an underdog who fought against his destiny.,7.2,0.6736
Govinda Naam Mera,16-12-2022,Hindi,Vicky Kaushal,Bhumi Pednekar,John Stewart Eduri,"An abusive wife, a hot girlfriend and a court case, Govinda Waghmare is just not able to catch a break. The icing on top of that horrible cake - a murder.",5.3,0.871
Good Luck Jerry,29-07-2022,Hindi,Deepak Dobriyal,Janhvi Kapoor,Parag Chhabra,"In dire need of money, Jerry gets drawn into the dangerous world of drug trafficking. Things go awry when she decides to quit.",5.3,0.8374
Tara vs Bilal,28-10-2022,Hindi,Harshvardhan Rane,Sonia Rathee,Manan Bhardwaj,Sparks fly when vivacious yet sensitive Tara collides with a reclusive charmer Bilal in this slice of life story set in vibrant and diverse London.,4.6,1.6637
Jogi,16-09-2022,Hindi,Diljit Dosanjh,Amyra Dastur,Sameer Uddin,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",6.8,0.8586
Dhaakad,20-05-2022,Hindi,Arjun Rampal,Kangana Ranaut,Badshah,"Special Agent Agni is tasked to find information and eventually, eliminate Rudraveer, an international human trafficker and a coal mafioso. Things turn personal when Agni discovers a truth that connects her to Rudraveer.",4.4,0.7465
Plan A Plan B,30-09-2022,Hindi,Ritesh Deshmukh,Tamannaah Bhatia,Bann Chakraborty,"When an earnest matchmaker moves into an office next to a cynical divorce attorney, their bitter conflict is complicated by a growing attraction.",6.1,1.0774
Blurr,09-12-2022,Hindi,Gulshan Devaiah,Taapsee Pannu,Shivangi Bhayana,"With progressive blindness setting in, Gayatri has to find answers to her twin sister's unlikely death. As the lines of reality keep getting blurred, is she ready to look the truth in the eye?",3.7,0.7111
The Storyteller,08-10-2022,Hindi,Paresh Rawal,Tannishtha Chatterjee,Hriju Roy,"After decades of working in the printing industry in Kolkata in eastern India, Tarini has reached retirement age. He spends his days at home, having declined his son’s invitation to come to the United States. Then a friend shows him a help-wanted ad. Although he has never published a book, Tarini used to tell made-up stories to his friends in his youth, and the ad for a storyteller in Ahmedabad in western India piques his interest.",9.5,0.605
Rashtra Kavach Om,01-07-2022,Hindi,Aditya Roy Kapur,Sanjana Sanghi,Amandeep Singh Jolly,"Om, a special forces para commando officer, loses his memory while fighting enemies. After recovering from amnesia, Om is on a mission to save the nation from terrorists. As he fights the challenges the mission presents, he learns a shocking truth about his life.",5.364,0.5368
Ladki,15-07-2022,Hindi,Ravi Kale,Pooja Bhalekar,Ravi Shankar,"Heavily influenced by Bruce Lee’s wisdom and his martial art techniques, Pooja aspires to be like him. Will she be able to follow in his footsteps, or will she be forced to compromise her desire to lead a tranquil life like other girls?",7.5,0.9015
Janhit Mein Jaari,10-06-2022,Hindi,Anud Singh Dhaka,Nushrratt Bharuccha,Prini Siddhant Madhav,"A small-town girl from MP, Manokamna, gets a decent-paying job. But the work requires her to sell condoms. Will she be able to voice her beliefs while balancing her responsibilities and society?",6.1,0.9155
Toolsidas Junior,04-03-2022,Hindi,Sanjay Dutt,Sara Arjun,Daniel B George,"A young boy seeks to master the game of snooker to defend his father’s legacy after a humiliating loss. But first, he’ll need help from a hardened pro.",7.6,0.8522
Maja Ma,06-10-2022,Hindi,Gajraj Rao,Madhuri Dixit,Soumil Shringarpure,A rumour about an unassuming housewife threatens to disrupt her middle-class family's life on the eve of her son's engagement.,6.3,0.9187
Uunchai,11-11-2022,Hindi,Amitabh Bachchan,Neena Gupta,Amit Trivedi,"Amit, Om, Javed and Bhupen - a group of four friends - have come a long way in life. Bhupen had a lifelong dream of going to Mount Everest with his three friends but the idea is quashed immediately as soon as he expresses it to them during a get-together. However, Bhupen's sudden death leads the trio to leave their cozy Delhi lives and trek to Everest Base Camp as friendship was their only motivation.",6.1,1.039
Thai Massage,11-11-2022,Hindi,Gajraj Rao,Vibha Chibber,Anand Bhaskar,"A typical middle-class 70-year-old widower, Atmaram Dubey, who has been celibate for decades, realises he will probably never have sex. This awakening catapults him into an outrageous journey of self-discovery defying societal norms.",5.6,1.1098
Jhund,04-03-2022,Hindi,Amitabh Bachchan,Rinku Rajguru,Saket Kanetkar,A retired sports teacher transforms a bunch of teenage slum goons into disciplined football players against all odds.,6.6,0.6522
Sharmaji Namkeen,31-03-2022,Hindi,Rishi Kapoor,Juhi Chawla Mehta,Sneha Khanwalkar,"Late Rishi Kapoor in his swansong plays B. G. Sharma, a 58-year old middle-class widower living in West Delhi. After being laid off from the company he has worked for his entire life, Sharmaji struggles to deal with the beast called retirement. His struggle to stay relevant in front of his two sons finally ends when he rekindles his love for cooking through a kitty party. A bunch of merry women rekindle in Sharma, a passion for cooking and chutzpah in general, that help him find his true calling.",6.9,0.7849
India Lockdown,02-12-2022,Hindi,Prateik Babbar,Shweta Basu Prasad,Rohit Kulkarni,The Indian government announces a country-wide lockdown for 21 days due to the pandemic. India Lockdown encapsulates the story of four out of lakhs of individuals whose lives came to a standstill.,4.4,0.54
Judaa Hoke Bhi,15-07-2022,Hindi,Akshay Oberoi,Aindrita Ray,Puneet Dixit,"Aman Khanna, a once successful singer, is drowning his life into alcohol, despair and self- destruction after his 6 years old son died in a freak accident. Aman's wife, Meera who has an autobiographical bestseller to her credit is trying to cope with their financial burdens and Aman's lack of responsibility.",6,0.8725
Sherdil: The Pilibhit Saga,24-06-2022,Hindi,Pankaj Tripathi,Sayani Gupta,Shantanu Moitra,"Inspired by the real events that took place in the Pilibhit Tiger Reserve where people used to leave their elderly family members for tigers to prey on, and then claim compensation from the administration, it is a story of Gangaram, a patriarch of a farmer family entrenched in poverty because of three consecutive failed monsoons. He enters the forests to adopt the infamous Tiger practice to give up his life so that his family can have two square meals, however, what follows next is a series of unprecedented events.",5.5,1.4328
Mister Mummy,18-11-2022,Hindi,Ritesh Deshmukh,Genelia D'Souza,Rochak Kohli,"Amol, a cranky PT teacher and his wife Gugloo have opposing choices when it comes to children but destiny has something else planned for the childhood sweethearts.",5.2,0.8074
Tadka,04-11-2022,Hindi,Nana Patekar,Shriya Saran,Ilaiyaraaja,"A middle-aged Tukaram is passionate about food and archaeology but it’s a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth’s story spices up too.",7,0.5509
Operation Romeo,22-04-2022,Hindi,Sharad Kelkar,Vedika Pinto,Advait Nemlekar,Aditya Sharma and Neha Kasliwal are in a relationship which finds itself challenged one night when they’re out on a date and get harassed in the dead of the night by two men posing as policemen. Will the night change the course of their relationship?,6.2,0.4707
Hurdang,08-04-2022,Hindi,Sunny Kaushal,Nushrratt Bharuccha,Ishaan Chhabra,"In the 1990s' Allahabad, a brash college student gets drawn into an uproar surrounding a critical bill that will affect India's education system.",5,0.6295
Jungle Cry,20-05-2022,Hindi,Abhay Deol,Sherry Baines,Rohit Kulkarni,"12 boys from Kalinga Institute with no clue about rugby, trained hard to master this beautiful sport. Not only that, within just 4 months, they became the roaring The Jungle Cats of India and went on to win the 2007 Under-14 Rugby World Cup.",8.3,0.6895
Mere Desh Ki Dharti,06-05-2022,Hindi,Divyendu Sharma,Anupriya Goenka,Vikram Montrose,Encompasses the journey of two engineering friends who go on a new adventure in the farming industry.,7.1,0.5302
Middle Class Love,16-09-2022,Hindi,Prit Kamani,Eisha Singh,Himesh Reshammiya,"A young college boy is frustrated being in middle-class family setup and finds love the ideal way to get out of it. However, the path to getting rid of the middle-class thinking and probing parents wasn't so easy as it seemed initially, especially when he thought love would save him.",4.6,0.4042
Jahaan Chaar Yaar,16-09-2022,Hindi,Girish Kulkarni,Swara Bhasker,Anand Raj Anand,"Four dedicated housewives - Shivangi, Mansi, Neha, and Sakhina, whose lives revolve only around their husband and family, decide to escape the suffocating routine life by traveling to Goa for a few days to live life on their terms. They have no idea that their vacation will lead to a series of life-changing events.",0,0.3702
Nazar Andaaz,07-10-2022,Hindi,Kumud Mishra,Divya Dutta,Vishal Mishra,"Sudhir, blind by birth, lives alone with his housemaid Bhavani. While Bhavani is out, he takes in Ali to help around the house. Both Bhavani and Ali grow envious of each other. Nazar Andaaz is a comedic yet heartfelt story of these three.",4,0.2915
Ittu Si Baat,17-06-2022,Hindi,Neeraj Sood,Gayatri Bhardwaj,Vishal Mishra,"The film is set in the small town of Chunar, near Varanasi. Ittu Si Baat is a slice-of-life story of an up-and-coming cricketer who falls in love with his childhood friend. ""A modern take on first love, it's a sweet small-town love story loaded with teenage innocence comprising a talented and versatile star cast. The movie will take the audience on the journey of Bittu, who learns about the aspirations of his childhood crush Sapna and the extent to which he goes to fulfill her dreams.",3,0.8133
36 Farmhouse,21-01-2022,Hindi,Vijay Raaz,Barkha Singh,Subhash Ghai,"A father and son duo enter a farmhouse with ulterior motives. However, they soon learn of a bigger plot brewing within the farmhouse orchestrated by their rich masters.",7,0.609
Maarrich,09-12-2022,Hindi,Tusshar Kapoor,Anita Hassanandani Reddy,Vishal Mishra,"2 brutal murders, 6 suspects and one fearless cop - Rajiv Dixit, a sharp-witted Mumbai police officer , is on a mission to track down the unidentified killer behind these murders.",10,0.3435
Dear Molly,01-06-2022,Hindi,Fernando Lucumí Carabalí,Mrinmayee Godbole,Shailendra Barve,A wonderfully poignant story based on a father-daughter relationship. The film explores the journey of a daughter in search of her father in Sweden. The protagonist Molly had last seen her father when she was five years old.,2,0.2996
Dahini - The Witch,21-11-2022,Hindi,J. D. Chakravarthi,Tannishtha Chatterjee,George Joseph,,0,0.2771
Aye Zindagi,14-10-2022,Hindi,Satyajeet Dubey,Revathi,Surel Ingle,"Aye Zindagi follows the journey of a 28-year-old liver cirrhosis patient Vinay Chawla whose unlikely bond with a hospital grief counsellor Revathi, rekindles his hope and faith in life and makes him believe in the power of humanity",0,0.3659
Kahani Rubberband Ki,14-10-2022,Hindi,Manish Raisinghani,Avika Gor,Anup Bhat,"Kahani Rubberband Ki is an upcoming Hindi-language feature film produced and directed by Sarika Sanjot featuring Avika Gor, Pratik Gandhi, and Manish Raisinghan in lead roles.",7,0.3026
Odd Couple,15-07-2022,Hindi,Vijay Raaz,Suchitra Krishnamoorthi,Jay Rajesh Arya,A clerical error at the marriage registrar’s office leads to an unexpected twist in the life of four people. Will the two couples manage to come out of this complex relationship mess emotionally unscathed?,8,0.3129
Match Of Life,05-08-2022,Hindi,Rajpal Yadav,Supriya Karnik,Mohammed Afsar,"Match of Life"" is based on a cricketer's life who looks like Virat Kohli and what circumstances he faces in day-to-day life being a normal person with a celebrity face.",0,0.23
Holy Cow,26-08-2022,Hindi,Sanjay Mishra,Sadiya Siddiqui,Rev Shergill,"The story of how Salim's cow, Ruksar, goes missing and he starts searching for it at night.",4,0.1947
Chitrakut,20-05-2022,Hindi,Kiran Srinivas,Auritra Ghosh,Somesh Saha,"Chitrakut revolves around the lives of five people, their journey of change and metamorphosis as they search for love and companionship. When Debu met Alisha the beginning of a great love story blossomed in his head, unknown to him she was in a desperate attempt to get over her past love.",0,0.2395
Saroj Ka Rishta,16-09-2022,Hindi,Kumud Mishra,Sanah Kapoor,Sanjeev Chaturvedi,A Carefree and Confident Girl (Sanah Kapur) of her area who finds Love in Vikram(Randeep Rai).,0,0.3095
Before You Die,18-02-2022,Hindi,Mukesh Rishi,Zarina Wahab,Bob SN,Upcoming Hindi movie,0,0.1639
Atithi Bhooto Bhava,23-09-2022,Hindi,Jackie Shroff,Sharmin Segal,Prasad Sasthe,Srikant's life turns upside down when he bumps into a middle-aged ghost who claims to be his grandson from his previous birth. Things take an even more comical turn when the ghost seeks Srikant's help to meet his long-lost love.,9,0.2295
"Max, Min and Meowzaki",10-10-2022,Hindi,Adil Hussain,Mandira Bedi,Nitin Dubey,"Max and Min are about to break up. They argue endlessly about dividing their possessions, including their cat, Meowzaki, whom they have named after their favorite artist Miyazaki Hayao. Max’s father Ramesh, who lost his wife and has since been suffering from insomnia, meets charming therapist Dhaara. Max’s grandfather Sridhar, secretly enjoys drinking with his new friend Jennifer at the nursing home.",0,0.1986
Disconnect,05-04-2022,Hindi,Aditya Srivastava,Sanya Thakur,Arijit Guha,"A Comedy-Drama film that tells us the importance of genuine bonds and relationships in the world of fake social media followers and online friends. It started off in the mid-90s era when the telephone was the only source of communication, apart from meeting people in person. The story showcases the life of Jatinder, his best friend Babban, and the love of his life Dolly and how the smartphone era changed their outlook on the world and puts their relationship to the test.",0,0.1668
Ishq Pashmina,23-09-2022,Hindi,Bhavin Bhanushali,Zarina Wahab,Arvind Pandey,"It is the love story of Karan and Omisha who are deeply in love, but have never met each other. Perhaps, fate has other plans for them.",0,0.5376
Triple Cross,15-05-2022,Hindi,Ansh Beg Mirza,Mirza Rakshanda Khan,Ansh Beg Mirza,"Three strangers, A Hitman - Haider Pasha, A Gangster - Amjad Daniyal and a Sidekick - Abeer Gul gets trapped in a Carnivorous environment. Things are not what they seems. Outcast, Betrayed, all three suspecting each other are fighting for their life.",10,1.8758
