Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Agni Varsha,30-08-2002,Hindi,Amitabh Bachchan,Raveena Tandon,Sandesh Shandilya,"Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",3.3,0.8615
Pitaah,04-01-2002,Hindi,Sanjay Dutt,Nandita Das,Rahul Ranade,"A small town in rural India gets to witness a confrontation between two fathers - one a rich, powerful, influential, and cruel Zamindar Thakur Avadh Narayan Singh - who wants the man who filed a police complaint against his two sons to be killed immediately. And the other is Rudra, a poor laborer employed by Avadh, who wants justice when he finds out that his nine year old daughter, Durga, has been beaten and brutally raped by Avadh's sons, Bachhu, and Bhola. Amidst this background we have a corrupt doctor, who is willing to change his medical report after he is bribed appropriately; and a Police Inspector, Ramnarayan Bhardwaj, who is willing to drop any charges against Avadh's sons provided he gets his ""dues"" from the Thakur.",6.4,0.9216
Tumko Na Bhool Paayenge,24-02-2002,Hindi,Salman Khan,Sushmita Sen,Sajid Ali Khan,"An amnesiac has no recollection of his ex-girlfriend, a policeman or an old friend.",5.9,0.9744
Company,15-04-2002,Hindi,Ajay Devgn,Manisha Koirala,Sandeep Chowta,"Mallik is a henchman of Aslam Bhai, a Mumbai underworld kingpin. He inducts local hothead Chandu into the gang, and the two of them soon form a formidable faction within the gang, eventually displacing Aslam. As the empire grows, however, the two of them start drifting apart.",6.776,0.856
Kali Salwar,01-02-2002,Hindi,Irrfan Khan,Sadiya Siddiqui,Ved Nair,"Sultana, a small town prostitute and her pimp Khudabaksh migrate to the metropolis, bringing with them their dreams and meagre belongings. Sultana goes about her bright and artful seductions but somehow misses her targets. Her business collapses. Desperately, Khudabaksh too tries his hand at many jobs but is unsuccessful. Sultana's loneliness and despair get objectified in her desire for a 'salwaar' that she needs to complete her black ensemble for the observance of mourning for Moharram.",5.7,0.7113
Hathyar,18-10-2002,Hindi,Sanjay Dutt,Shilpa Shetty Kundra,Nitin Raikwar,"Hathyar is a narrative which probes into the household of Raghunath, a dreaded gangster. His bereaved son Rohit has to face a lot of flak from the outside world, repeatedly reminding him of the stigma attached to his family because of his father's past. Just like his father, circumstances force Rohit to become a gangster and he gets the name Boxer Bhai. Rohit has weaknesses, he cannot stand any woman being called a prostitute, because his mom, Sonu was one, and he has fallen hard for a married woman, Gauri, who is enduring a marriage with a physically abusive spouse. Rohit snatches her out of this abusive relationships and remarries her. But Rohit's problems are far from over. There is a change in the political scenario and Rohit does not find support from any godfather. He is ordered to be arrested - dead or alive.",4.5,0.7789
Badhaai Ho Badhaai,08-11-2002,Hindi,Anil Kapoor,Keerthi Reddy,Anu Malik,"The D'Souza and the Chaddha families are neighbors and have been good friends for as long as they can remember, and despite their diverse religion and cultural beliefs, celebrate Diwali and...",5.2,1.0696
Na Tum Jaano Na Hum,10-05-2002,Hindi,Saif Ali Khan,Esha Deol,Rajesh Roshan,"Esha and Rahul start a letter based friendship that blossoms into love. They don't exchange names or pictures. Her parents would like Esha to marry Akshay who's eager to tie the knot, so Esha is forced to make a decision...",4.6,0.8416
Makdee,22-11-2002,Hindi,Makrand Deshpande,Shweta Basu Prasad,Vishal Bhardwaj,"One half of an identical set of twins, the mischievous Chunni is known in her hometown for the pranks she plays, notably on her father, the schoolteacher and the village butcher. To get out of trouble, Chunni often impersonates her sister Munni and makes others look a fool.",6.6,0.58
Vadh,29-03-2002,Hindi,Nana Patekar,Anupama Verma,Sanjoy Chowdhury,"A leading psychologist's much younger wife begins an extramarital affair with his close friend. When the doctor finds out, he plots revenge, which puts himself, his wife, his close friend and his brother in mortal danger.",7.7,0.8096
Om Jai Jagadish,08-07-2002,Hindi,Anil Kapoor,Waheeda Rehman,Anu Malik,"Widowed Mrs. Saraswati Batra (Waheeda Rehman) has brought up three sons with a lot of care and love. Her eldest son Om (Anil Kapoor) is very honest and diligent; her two other sons Jai (Fardeen Khan), and Jagdish (Abhishek Bachchan) also live in the same house. this is their story",5,0.7699
Yeh Hai Jalwa,25-07-2002,Hindi,Salman Khan,Ameesha Patel,Himesh Reshammiya,"Raj Saxena goes to London, expecting his long lost Dad to warmly greet him. But things do not go as planned.",5.4,0.7609
23rd March 1931: Shaheed,07-06-2002,Hindi,Bobby Deol,Amrita Singh,Anand Raj Anand,"Bhagat Singh, a freedom fighter, is arrested for killing the British official responsible for the death of his mentor Lala Lajpatrai. He is ultimately hanged for his misdeed.",7.5,0.7253
Maine Dil Tujhko Diya,23-08-2002,Hindi,Sohail Khan,Sameera Reddy,Daboo Malik,"Ayesha is the elder daughter of rich business tycoon Mr. Verma, an overprotective father who's kept his two daughters away from modern influences. Ayesha goes to college and comes in contact with Ajay, the leader of a group called Aryans, responsible for handling the security at the college. Ajay's soft-spoken nature and humble, down-to-earth attitude soon make Ayesha his most ardent admirer.",5.5,0.6383
Deewangee,25-10-2002,Hindi,Ajay Devgn,Urmila Matondkar,Ismail Darbar,"Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent.",6.4,0.716
Road,27-09-2002,Hindi,Vivek Oberoi,Antara Mali,Nitin Raikwar,"Arvind Chauhan  and Lakhsmi are in love with each other. Lakhsmi's dad, a senior police inspector, hates Arvind, and so Arvind and Lakshmi decide to elope",4.7,0.5971
Gunaah,03-01-2002,Hindi,Dino Morea,Bipasha Basu,Sajid Ali Khan,"Tough cop Prabha (Bipasha Basu) is haunted by the demons of her past. Being an illegitimate daughter of a prostitute, she has had a very bad childhood and there once occurred an incident in her life when she was driven to the point of committing a murder. But today, now that she is a cop, she believes that she can clear her conscience by reforming a criminal. Prabha's life is turned topsy-turvy with the entry of Aditya (Dino Morea), who is a good person at heart but was forced to take the path of crime due to the wrong doing of the system. Prabha goes to Aditya's house to nab him, but gets carried away when she sees him bathing....",4.8,0.5209
Chalo Ishq Ladaaye,07-11-2002,Hindi,Govinda,Rani Mukerji,Himesh Reshammiya,"Popular but lonely Bollywood actress, Rani, lives a fairly isolated life, through publicly she is thronged by fans, and has taken to drinking alcohol in a big way. Thus intoxicated she runs her vehicle into a young man named Pappu, who suffers minor injuries. He recognizes her, and tells her that he is her number one fan, and will do anything for her. She wants him to kill her double-timing boyfriend, Rahul. He agrees to do so, provided she kills his overbearing, aged grandmother, to which she agrees. After Pappu completes his gruesome task, he meets with Rani, only to be told that she does not recognize him, but when presented with proof, she relents and agrees to fulfill her part of this trade.",4.2,0.5944
Karz,06-12-2002,Hindi,Suniel Shetty,Shilpa Shetty Kundra,Sanjeev Darshan,"Suraj is the adopted son of a wealthy hotel owner who is haunted by memories of his birth mother's rejection.  He befriends Raja not knowing that he is in fact his younger brother and even gives up his love Sapna to Raja.  Through Raja he is reunited with his birth mother and it is revealed that she was raped by a criminal who fathered Suraj.  After many fights, flying bodies, car chases, and broken glass, Suraj eventually exacts revenge on his birth father and dies happily in his mother's arms.",4.6,0.5033
Ek Chhotisi Love Story,06-09-2002,Hindi,Aditya Seal,Manisha Koirala,Aravind Nirmal,"Ek Chhotisi Love Story (English: One Small Love Story) is a 2002 romantic film directed by Shashilal K. Nair. The film is an adaptation of Krzysztof Kieślowski's A Short Film About Love (Krótki film o miłości 1988). It is a story of 15-year-old Aditya (Aditya Seal) and his voyeuristic love of his nameless neighbor (Manisha Koirala) featuring bathroom masturbation scenes — which are virtually unseen in Bollywood. Soon Aditya’s hobby turns into infatuation as he begins to follow her movements closely. He feels sexually drawn towards her when he sees her coming out of her bath, her hair dripping wet. He feels jealous when he catches her making love with her boyfriend (Ranvir Shorey).  Manisha is unaware of her secret admirer. When the boy musters up the courage and speaks his heart to her, she takes it in her stride and gives him a little teaser on adolescent love.",4.6,0.2519
Guru Mahaaguru,13-12-2002,Hindi,Naseeruddin Shah,Beena Banerjee,Bappi Lahiri,"After literally being torn apart as children, brothers Ajay (Mukul Dev) and Gautam (Ashutosh Rana) are leading separate adult lives but are both in search of the same thing: their father's killer. Each believes he's found the culprit, but what they don't realize is that their target is really an undercover cop who's infiltrated the criminal underworld to find the murderer. Om Puri and Naseeruddin Shah also star.",0,0.2881
Marshal,13-09-2002,Hindi,Ishrat Ali,Sapna Sappu,Ghulam Ali,"After the traumatic death of his brother, Inspector Ritesh finds that his niece has suffered a trauma and is unable to speak, while his widowed mother and sister-in-law are devastated by his sudden death. Then while apprehending some goons he finds himself surrounded by them and there is no way of calling for help. It is then a man named Marshal shows up and rescues him. Miraculously his niece also starts to speak. Ritesh finds this a good omen for his family and asks Marshal to stay on in their house, and even proposes that he marry his sister-in-law. What Ritesh does not know is that Marshal is a hired assassin and hit-man, and his next target is none other than Ritesh himself.",10,0.2746
Soch,23-08-2002,Hindi,Sanjay Kapoor,Raveena Tandon,Jatin Pandit,"Raj Matthews has been selected the best actor in the Bollywood Cine Awards. He dedicates this award to his pretty co-star, Preeti Sardesai. Raj has everything going for him. He is rich, famous, handsome, and popular. Preeti thinks a lot about him, and is even considering having an affair with him. Behind all the glitter and the glory lies an embittered Mrs. Matthews - namely Madhurika - who is insecure and jealous of Preeti, and suspects her husband of having an affair with her. She will not tolerate any woman to come between her and Raj - even if it means killing her or both of them.",0,0.3017
Nishad,01-09-2002,Hindi,Rajit Kapoor,Archana,Isaac Thomas Kottukappally,"A mistaken call from a young boy who is trying to reach his mother disrupts the peace of a couple, Gopi and Sati.",0,0.202
