Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Jumbo,25-12-2008,Hindi,Akshay Kumar,Lara Dutta,Ram Sampath,"Jumbo, a young elephant, embarks on a journey to find his father",8,4.6666
Rab Ne Bana Di Jodi,11-12-2008,Hindi,Shah Rukh Khan,Anushka Sharma,Sulaiman Merchant,"A lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",7.071,3.227
Ghajini,25-12-2008,Hindi,Aamir Khan,Asin Thottumkal,A.R. Rahman,"A man suffering from anterograde amnesia as a result of a violent attack in the past sets out to avenge his girlfriend's death with the aid of photographs, notes and tattoos all over his body.",7.007,2.8558
Shaurya,04-04-2008,Hindi,Kay Kay Menon,Amrita Rao,Adnan Sami,"Maj. Siddhant Chaudhary, an Indian Army lawyer, attempts to defend Capt. Javed Khan who is accused of killing a decorated officer. The problem is that Khan does not wish to be defended and freely admits to his crime.",6.8,2.6233
Jodhaa Akbar,13-02-2008,Hindi,Hrithik Roshan,Aishwarya Rai Bachchan,A.R. Rahman,A sixteenth century love story about a marriage of alliance that gave birth to true love between a Mughal emperor and a Rajput princess.,7.3,2.2963
Jannat,16-05-2008,Hindi,Emraan Hashmi,Sonal Chauhan,Pritam Chakraborty,A gambler turns into a cricket bookie banking on his sixth sense for the game. But his urge to make quick money pushes him into match-fixing and he loses control of his life and love.,6.1,2.0349
Fashion,29-10-2008,Hindi,Arjan Bajwa,Priyanka Chopra Jonas,Salim Merchant,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds out that there's a price for her glamorous new life.,6.4,1.7802
A Wednesday!,05-09-2008,Hindi,Anupam Kher,Deepal Shaw,Sanjoy Chowdhury,"Prakash Rathod, a retired police commissioner recounts the most memorable case of his career wherein he was informed about a bomb scare in Mumbai by an ordinary commoner.",6.954,1.6337
Oye Lucky! Lucky Oye!,28-11-2008,Hindi,Abhay Deol,Neetu Chandra,Dhruv Dhalla,"Lovinder Singh, a thief now in custody and facing trial, reflects on his life of crime while the press reflect on how he managed to get away with so much before being arrested.",7,1.1549
Dostana,13-11-2008,Hindi,Abhishek Bachchan,Priyanka Chopra Jonas,Salim Merchant,"Two straight guys pretend to be a gay couple to secure a posh Miami apartment, but fall for their gorgeous roommate. Hilarity ensues as they strive to convince everyone of the ruse while secretly trying to win her heart.",6.2,1.3319
Bachna Ae Haseeno,15-08-2008,Hindi,Ranbir Kapoor,Deepika Padukone,Salim Merchant,"Raj is a heartbreaker. His love stories with Mahi, Radhika and Gayatri finally teach him about love and life in their own sweet, sexy and sassy way.",6.1,1.6072
Golmaal Returns,29-10-2008,Hindi,Ajay Devgn,Kareena Kapoor Khan,Pritam Chakraborty,"Stuck all night on a yacht with a damsel in distress, Gopal lies to his soap opera junkie wife to avoid drama. This sets off a chain of chaotic events that ultimately land him smack dab in the middle of a police case.",5.4,1.1145
Bhoothnath,09-05-2008,Hindi,Amitabh Bachchan,Juhi Chawla Mehta,Salim Merchant,"Banku, his mother, Anjali Sharma and father move in to their new house -- the Nath villa, unaware of the fact that the house is inhabited by a ghost. It is learnt the ghost is not too happy with his new housemates. But what the ghost is not prepared for is his unlikely friendship with Banku. Now Banku must uncover the reason why his ghostly friend is stuck and help him to attain salvation.",6.1,1.3519
Dashavatar,13-06-2008,Hindi,Shatrughan Sinha,Rupali Ganguly,Anand Kurhekar,Two children are transported through time to learn about the 10 avatars of Lord Vishnu and discover that Vishnu took on various incarnations to combat evil in every era.,6.6,0.9635
Mere Baap Pehle Aap,13-06-2008,Hindi,Akshaye Khanna,Genelia D'Souza,Vidyasagar,"Apart from running a mall, Gaurav Rane has to take care of his widower father Janardhan and bail him out of the misadventures he gets into due to the influence of his father's eccentric friend Mr. Mathur. Gaurav soon falls in love with his former classmate Shikha and they find out about Janardhan's long lost love and they decide to reunite the lovers.",4.9,1.0982
God Tussi Great Ho,15-08-2008,Hindi,Amitabh Bachchan,Priyanka Chopra Jonas,Sajid Ali Khan,"When a rival steals his presentation and takes the credit for making it, a man gets fired from his job and lashes out on God for making his life miserable. However, God appears before him in human form and gives him his powers with a challenge to do better than him.",4.1,0.9903
Race,20-03-2008,Hindi,Saif Ali Khan,Bipasha Basu,Pritam Chakraborty,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,6.054,1.1871
Singh Is Kinng,08-08-2008,Hindi,Akshay Kumar,Katrina Kaif,Pritam Chakraborty,"A comic caper about Happy Singh, a Punjabi villager who goes through a series of misadventures and eventually becomes the King of the Australian underworld.",5.6,1.1147
Aamir,06-06-2008,Hindi,Rajeev Khandelwal,Aishwarya Bhaskar,Amit Trivedi,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,6.6,0.9887
Chamku,29-08-2008,Hindi,Bobby Deol,Priyanka Chopra Jonas,Monty Sharma,A traumatized child becomes a political activist but agrees to become an assassin upon being captured.,4.4,0.901
Krazzy 4,11-04-2008,Hindi,Arshad Warsi,Juhi Chawla Mehta,Rajesh Roshan,4 mental patients formulate the plan to rescue their kidnapped doctor and teach the kidnappers a lesson.,4.8,0.9424
