Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Besharam,02-10-2013,Hindi,Ranbir Kapoor,Pallavi Sharda,Lalit Pandit,"Babli is a street smart car mechanic living in a Delhi orphanage. He is charming and lives life to the fullest. He also steals cars to support his orphanage. He has no sense of right or wrong till he unwittingly hurts the love of his life, Tara. Babli realizes that there is no right way of doing the wrong thing. Babli sets out to fix all the wrongs in his life and he continues to be shameless about it.",4.6,0.7145
Satya 2,01-11-2013,Hindi,Sharwanand,Anaika Soti,Sanjeev Rathod,A man researches the mistakes made by mafia dons to reinvent the underworld.,5.9,0.9779
Ugly,17-05-2013,Hindi,Ronit Roy,Surveen Chawla,Brian McOmber,"A team of the best cops in Mumbai is dispatched to find a girl who has gone missing from her father's car. As the hunt for the kidnapper begins, fingers suspiciously point to closer home.",6.9,0.659
Phata Poster Nikhla Hero,20-09-2013,Hindi,Shahid Kapoor,Ileana D'Cruz,Pritam Chakraborty,"Vishwas, an aspiring actor, is mistaken for an inspector while dressed for a photo shoot.",5.1,0.7932
Jolly LLB,15-03-2013,Hindi,Arshad Warsi,Amrita Rao,Krsna Solo,"Wanting to earn fame and fortune, a small time lawyer files a PIL for an infamous hit-and-run, and thus learns what it really is like to be a lawyer.",7.1,1.0062
Zanjeer,05-09-2013,Hindi,Ram Charan,Priyanka Chopra Jonas,Harmeet Singh,A remake of the 1973 action film of the same name.,4.6,0.7463
Ghanchakkar,28-06-2013,Hindi,Emraan Hashmi,Vidya Balan,Amit Trivedi,A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,4.9,0.6935
Sixteen,12-07-2013,Hindi,Rohan Mehra,Wamiqa Gabbi,Prashant Pillai,Welcome to sixteen's world. A world where growing up has speeded up multifold times from the time you and me were kids.,5.9,0.6288
Policegiri,05-07-2013,Hindi,Sanjay Dutt,Prachi Desai,Himesh Reshammiya,"A cop named DCP Rudra is transferred to a new police station. As the city is riddled with crime and corruption, he decides to bring law and order back for which he has to go against Nagori Subramaniyam, the local mafia. He does not believe in the system of going by the book and instead fights fire with fire.",4.7,0.6544
Fukrey,14-06-2013,Hindi,Pulkit Samrat,Richa Chadha,Ram Sampath,"The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",6.4,0.7438
Once Upon a Time in Mumbai Dobaara!,14-08-2013,Hindi,Akshay Kumar,Sonakshi Sinha,Pritam Chakraborty,"Shoaib's life takes a precarious turn when he finds himself pitted against a younger contemporary - not just in ""business"", but in love...",5.1,0.6876
Shuddh Desi Romance,06-09-2013,Hindi,Sushant Singh Rajput,Parineeti Chopra,Sachin Sanghvi,A journey of three restless young people who junk the society's syllabus for finding love and decide to follow their heart.,5.7,0.7066
D-Day,19-07-2013,Hindi,Irrfan Khan,Huma Qureshi,Loy Mendonsa,Four Indian agents spend nine years under cover to track down India's most wanted criminal.,6.615,0.6399
Ankur Arora Murder Case,12-06-2013,Hindi,Arjun Mathur,Tisca Chopra,Chirantan Bhatt,"Romesh (Arjun Mathur) was a young medical intern who dared to dream. He was in awe of Dr. Asthana (Kay Kay Menon), the Chief of Surgery of the Shekhawat General Hospital. All he wanted to was be like him. He lived in with Riya, his co-intern and the love of his life.  However, when an eight year old boy, Ankur dies due to Dr. Asthana's medical negligence, Romesh realises that a good surgeon is not necessarily a good person.  Together with Ankur's mother Nandita, Dr Romesh sets out on a turbulent journey to fight for what is right. A fight for justice against his mentor, the hospital and the love of his life",5.2,0.5982
Zila Ghaziabad,22-02-2013,Hindi,Sanjay Dutt,Minissha Lamba,Amjad Nadeem,"In the city of Ghaziabad, gang war breaks between two rival groups led by Satbir Singh and Fauji. Thakur Pritam Singh, a corrupt police officer, is transferred to the city to handle the situation.",4,0.6861
3G,14-03-2013,Hindi,Neil Nitin Mukesh,Sonal Chauhan,Shailender Sodhi,"When Sam and Sheena are on vacation in the Fiji Islands, Sam buys a 3G enabled phone. Unforeseen events take place after he starts receiving unknown calls and finds his life at risk.",3.5,0.4451
Nautanki Saala!,12-04-2013,Hindi,Ayushmann Khurrana,Evelyn Sharma,Rochak Kohli,"Ram, a successful theatre artist, saves Mandar from committing suicide. He then ends up developing a special bond with Mandar and even helps solve his problems.",5.2,0.5054
Akaash Vani,24-01-2013,Hindi,Kartik Aaryan,Nushrratt Bharuccha,Hitesh Sonik,"Akaash and Vani leaving their house to go to college. Vani catches her train on the other hand Akaash travels by a truck as he misses his train. As they reach their the next day Vaani says ""I love you"" to Akaash. He replies to this in a filmy way and both of them become friends. Akaash and Vani fall in love with each other and continue a 4 year relationship.",5.5,0.5694
Ishkq in Paris,24-05-2013,Hindi,Gaurav Chanana,Preity Zinta,Sajid Ali Khan,Akash and Ishkq meet on a train from Rome to Paris and spend a romantic evening in the city.,5.6,0.524
Satyagraha,30-08-2013,Hindi,Amitabh Bachchan,Kareena Kapoor Khan,Indian Ocean,"Satyagraha is the story of a son who yearns for a father. Of a father, who grieves for his lost son. Of a young woman who fights so hard with life that she has forgotten to love. Of an ambitious rabble-rouser, for whom action is the knee-jerk mantra. It is the story of how these four discover one another, and come together to raise hell, shaking the powers that be to their very roots! But, Satyagraha is also the story of an influential power-hungry despot who will stop at nothing to destroy them.",6.2,0.7152
Yamla Pagla Deewana 2,07-06-2013,Hindi,Dharmendra,Neha Sharma,Sharib-Toshi,"The trio of Dharam, Paramveer and Gajodhar reunite, this time in the UK. Paramveer opens up the 'Yamla Pagla Deewana' club and re-encounters a visit with Dharam and Gajodhar, after their last visit to Canada. Now, the trio are back with double the fun, double the action, and double the romance, with Suman and Paramveer's love Reet.",3.5,0.6888
Mere Dad Ki Maruti,15-03-2013,Hindi,Saqib Saleem,Rhea Chakraborty,Sachin Gupta,"Twenty-something Sameer is a brat who thinks he can get away with anything. When he lands a lucky date with 'Chandigarh Ki Shakira', Jasleen, he decides to sneak out his Dad's brand new Maruti without a second thought. After a mad night at a pub, a fun drive around the famous Gehri route and one peck on the cheek, Sameer ends up losing the car. The car was meant to be a gift for his sister on her wedding and is probably the only thing his stingy dad, Tej Khullar ever spent money on. With only three days to find it, he must ensure his dad doesn't get a whiff of what he has done. Else, he will be turned into butter chicken. Sameer's life will be turned upside down as he comes face-to-face with some insane characters like a Bhai from chor bazaar, an old man with a rifle pointed at his nose and of course, the Chandigarh cops.",6.3,0.5515
Love in Bombay,02-08-2013,Hindi,Kishore Kumar,Joy Mukherjee,Jaikishan Dayabhai Panchal,"This film is a simple story of a village boy, Baadal (Joy Mukherjee) who meets a girl from the city, Preeti (Waheeda Rehman) in the most unusual circumstances and the couple eventually fall in love.",0,0.338
Jayantabhai Ki Luv Story,15-02-2013,Hindi,Vivek Oberoi,Neha Sharma,Jigar Saraiya,"A street thug with a soft heart and a young, hot-headed former company executive end up as neighbours.",5,0.5367
John Day,05-09-2013,Hindi,Naseeruddin Shah,Shernaz Patel,Sandeep Chowta,"A mysterious death of a young girl unfolds a web of secrets and a conspiracy. The father of the girl, John day, is a simple , honest and god fearing man. Gautam , a nihilistic cop, the key player behind the tragic incident gets embroiled and sucked into the deep abyss that turns lethal. The thin line that separates the saint and the beast now stands blurred... broken... forever",5.3,0.321
Issaq,27-07-2013,Hindi,Prateik Babbar,Amyra Dastur,Prashant Pillai,"A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.",4,0.5108
Sunglass,10-11-2013,Hindi,R. Madhavan,Konkona Sen Sharma,Raja Narayan Deb,"A bilingual satirical comedy about the seven-year itch of a married couple, and how their life turns topsy-turvy with the entry of what seems to be an ordinary pair of antique sunglasses.",0,0.3757
Rajdhani Express,04-01-2013,Hindi,Jimmy Shergill,Shilpa Shukla,Shaan,An eclectic group of passengers travelling from Delhi to Mumbai aboard the Rajdhani Express has to deal with an unexpected situation.,9,0.3077
Liar's Dice,05-10-2013,Hindi,Nawazuddin Siddiqui,Geetanjali Thapa,John Bosters,"The film follows Kamala, a young woman from Chitkul village and her girl child Manya, who embarks on a journey leaving their native land in search for her missing husband. Along this journey she encounters Nawazudin, a free spirited army deserter who helps them to get to their destination with his own selfish motive.",6.3,0.348
The Coffin Maker,01-01-2013,Hindi,Benjamin Gilani,Mahabanoo Mody-Kotwal,Bapi,"Based in a small village in Goa, ""The Coffin Maker"" is about Anton Gomes who comes from a family of accomplished carpenters and takes up coffin making when difficult circumstances render him jobless and penniless. Cynical and disillusioned Anton exists. Till one day Death challenges his life.",0,0.4257
Shortcut Romeo,04-04-2013,Hindi,Neil Nitin Mukesh,Puja Gupta,Himesh Reshammiya,"Shortcut Romeo is an Indian romantic thriller film to be directed and produced by Susi Ganeshan, under the banner Susi Ganesh Productions. It is the Hindi remake of the director's own Tamil film Thiruttu Payale (2006), starring Neil Nitin Mukesh in the title role with Puja Gupta as his love interest and Ameesha Patel in a negative character.",4.2,0.402
Shorts,12-07-2013,Hindi,Nawazuddin Siddiqui,Huma Qureshi,Jaidev Kumar,"Exploring a common theme 'India Is a Visual Journey', 'Shorts' is a compilation of 5 short films that focus on things that are quintessentially Indian.",6,0.342
Super Model,27-09-2013,Hindi,Ashmit Patel,Veena Malik,DJ Sheizwood,"A wine baron (Harsh Chhaya) wants to use a supermodel to launch his new liquor label in the market. He recruits a photographer (Ashmit Patel) to organize a talent hunt in Fiji for the same. Amidst this backdrop, an upcoming model (Veena Malik) faces competition from other beauties for the endorsement deal until the contestants mysteriously start getting murdered one by one and the needle of blame seems to point towards her.",1,0.2853
Sniffer,17-10-2013,Hindi,Nawazuddin Siddiqui,Ananya Chatterjee,Alokananda Dasgupta,"Anwar, a maverick detective works in a small detective agency in Kolkata. He has a habit of getting involved in the personal lives of his cases. In one such instance, he takes a case in his rural homeland and is forced to confront his own romantic tragedy.",7,0.2532
Rangrezz,21-03-2013,Hindi,Jacky Bhagnani,Priya Anand,Wajid Khan,"A man, with the help of his two best friends, helps his third friend to elope with his lover. However, when the couple parts ways, they decide to teach them a lesson.",4.9,0.3417
Saare Jahaan Se Mehnga,08-03-2013,Hindi,Sanjay Mishra,Disha Pandey,Manish J. Tipu,"A satire on inflation-hit middle-class Indian family from a small city in North India. The story revolves around our protagonist who is struggling to survive in this spiraling inflation and how he comes up with a solution to battle it, only to find himself in an even bigger mess due to their innocence and naivety.",7.2,0.2811
That Day After Everyday,29-10-2013,Hindi,Mahesh Balraj,Sandhya Mridul,Karan Kulkarni,"A short film on eve teasing by Anurag Kashyap, it talks about issues related to gender sensitization and equality of genders.",4.5,0.2732
Geek Out,03-06-2013,Hindi,Vicky Kaushal,Neha Chauhan,Karan Kulkarni,"The dual lives we lead, that virtual alter ego we all have nurtured and empowered, The Indian ""Geek"" today is no longer that lad who sat in a corner. He could be that carefully framed pic on Instagram to that deadly opinionated Twitter handle or maybe that pop philosophy spitting Facebook page or that revolutionary blog that was created to change the world or just plain drowned into the Audio-Visual black hole ""You-Tube"". Day dreaming now has a new address, the world wide web. Dream on ! May the force be with the Geek !",10,0.2039
Bhadaas,27-12-2013,Hindi,Ashutosh Kaushik,Meera Naveed,Shabab Azmi,A detective with training in criminal psychology aids the local police's hunt for a female serial killer who seduces unfaithful husbands before murdering them.,1,0.1325
Shootout at Wadala,03-05-2013,Hindi,John Abraham,Kangana Ranaut,Anu Malik,"The first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982.",5.4,0.0844
Himmatwala,29-03-2013,Hindi,Ajay Devgn,Tamannaah Bhatia,Sajid Ali Khan,"When a temple priest commits suicide after being dishonored by an evil landlord, his son returns to his native village on a mission of vengeance.",3,0.0663
Aurangzeb,17-05-2013,Hindi,Arjun Kapoor,Sasha Agha,Amartya Rahut,"In order to expose Yashvardhan who is dishonest, Ravikant captures his son Ajay and plants his twin brother, Vishal, in his place, as an informer.",6.3,0.0476
