Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Tumbbad,12-10-2018,Hindi,Sohum Shah,Anita Date-Kelkar,Jesper Kyd,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",7.483,9.7072
Padmaavat,25-01-2018,Hindi,Ranveer Singh,Deepika Padukone,Sanjay Leela Bhansali,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.",6.9,7.1037
Andhadhun,05-10-2018,Hindi,Ayushmann Khurrana,Tabu,Amit Trivedi,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,7.64,4.2257
Sanju,29-06-2018,Hindi,Ranbir Kapoor,Anushka Sharma,A.R. Rahman,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,7.2,3.0087
Zero,21-12-2018,Hindi,Shah Rukh Khan,Katrina Kaif,Tanishk Bagchi,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.",5.2,3.0336
Laila Majnu,07-09-2018,Hindi,Avinash Tiwary,Triptii Dimri,Niladri Kumar,"Laila is a free-spirited girl from a conservative family who firmly believes in living for the present. Qais, a spoilt brat, falls head over heels in love with her. Their families, however, are warring over property, which leads to self-destruction, pain and bleeding hearts.",6.7,3.0281
Pari,02-03-2018,Hindi,Parambrata Chatterjee,Anushka Sharma,Anupam Roy,"Arnab tries to help Ruksahana, who is found under mysterious circumstances in a house. He lets her stay at his home until he discovers something strange about her.",6.4,2.1682
Pad Man,09-02-2018,Hindi,Akshay Kumar,Radhika Apte,Amit Trivedi,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",7.4,2.3977
Stree,31-08-2018,Hindi,Rajkummar Rao,Shraddha Kapoor,Jigar Saraiya,"Set in the town of Chanderi, Stree is based on the urban legend of Nale Ba that went viral in Karnataka in the 1990s, and features Shraddha Kapoor and Rajkummar Rao in pivotal roles.",6.889,2.748
Lust Stories,15-06-2018,Hindi,Akash Thosar,Kiara Advani,Vayu,An anthology of four stories that sheds light on modern relationships from the viewpoint of the Indian woman.,6.2,2.5842
Loveyatri,05-10-2018,Hindi,Kamil Lemieszewski,Warina Hussain,Tanishk Bagchi,"Romance blossoms between young Sushrut and Michelle when they meet during the festival of Navratri. When Michelle returns home to the United Kingdom, Sushrut embarks on an adventurous journey through a strange land to win back the woman he loves.",5.2,2.1835
Parmanu: The Story of Pokhran,25-05-2018,Hindi,John Abraham,Diana Penty,Jigar Saraiya,"A look at India's second confidential nuclear test series at Pokhran lead by Dr. APJ Abdul Kalam, during the time of PM Atal Bihari Vajpayee's tenure.",7,2.0672
October,13-04-2018,Hindi,Varun Dhawan,Banita Sandhu,Abhishek Arora,"Dan, a 21-year-old carefree boy is always surrounded by a bunch of friends and fellow hotel interns who feed off each other's everyday moments, their ups and downs. Shiuli is also an intern working in the same hotel, who at times is at a receiving end of Dan's audaciousness. Everything was normal in their life until a sudden turn of events smashes Dan and Shiuli's lives together, into a bond.",6.7,2.0933
Hichki,23-03-2018,Hindi,Neeraj Kabi,Rani Mukerji,Hitesh Sonik,Hichki presents a positive and inspiring story about a woman who turns her biggest weakness into her biggest strength.,7.6,2.4039
