Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
PK,18-12-2014,Hindi,Aamir Khan,Anushka Sharma,Shantanu Moitra,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",7.711,6.1462
Hasee Toh Phasee,07-02-2014,Hindi,Sidharth Malhotra,Parineeti Chopra,Shekhar Ravjiani,"On the eve of Nikhil and Karishma’s engagement, Karishma’s wealthy father, Devesh Solanki, expresses his disapproval, believing Nikhil to be a lackadaisical young man. With one week to prove himself worthy to marry Karishma, Nikhil and Karishma's sister, Meeta, grow closer to each other.",6.543,3.6205
Happy New Year,24-10-2014,Hindi,Shah Rukh Khan,Deepika Padukone,Shekhar Ravjiani,Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.,6.1,3.5979
Haider,02-10-2014,Hindi,Shahid Kapoor,Tabu,Mehdi Hassan,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,7.199,3.0505
Jai Ho,24-01-2014,Hindi,Salman Khan,Tabu,Amaal Mallik,"An upright ex-army man, Jai fights a solitary war against corruption and injustice. With a simple mantra to pay forward, he starts off by helping one person and forms an ever growing circle of people helping each other.",5,2.8277
Bang Bang!,02-10-2014,Hindi,Hrithik Roshan,Katrina Kaif,Shekhar Ravjiani,"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",6.2,2.476
Kick,25-07-2014,Hindi,Salman Khan,Jacqueline Fernandez,Julius Packiam,"An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",5.7,2.3012
Action Jackson,05-12-2014,Hindi,Ajay Devgn,Manasvi Mamgai,Sandeep Chowta,"A man meets his lookalike, who's not just a killer of evil, but also a kind hearted man. Together, they team up to fight against a dreaded gangster.",4.2,1.882
Main Tera Hero,04-04-2014,Hindi,Varun Dhawan,Ileana D'Cruz,Wajid Khan,"Seenu loves Sunaina but they're chased by a stalking cop, an infatuated beauty and her mafia don dad - can Seenu's heroics work?",5.573,2.181
2 States,17-04-2014,Hindi,Arjun Kapoor,Alia Bhatt,Loy Mendonsa,"A man and a woman come from two very different cultural backgrounds, and decide that they won't get married until they convince their parents. As feared, differences between the families pose a hurdle.",6.5,2.0508
Gunday,14-02-2014,Hindi,Ranveer Singh,Priyanka Chopra Jonas,Sohail Sen,"The lives of Calcutta's most powerful gangsters - Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.",5,2.0915
Mary Kom,05-09-2014,Hindi,Darshan Kumaar,Priyanka Chopra Jonas,Shashi Suman,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,7.1,1.8904
Khoobsurat,19-09-2014,Hindi,Fawad Khan,Sonam Kapoor Ahuja,Sneha Khanwalkar,"A vibrant, hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her – and is engaged to someone else.",6.6,1.7356
Kill Dil,13-11-2014,Hindi,Ranveer Singh,Parineeti Chopra,Loy Mendonsa,"Once upon a time in North India, two killers – Dev and Tutu - roamed free. Abandoned when young and vulnerable, Bhaiyaji gave them shelter and nurtured them to kill! All is normal in their lives until destiny throws free-spirited Disha into the mix. What follows is a game of defiance, deception and love.",5.2,1.7143
Queen,07-03-2014,Hindi,Rajkummar Rao,Kangana Ranaut,Amit Trivedi,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence.",7.3,1.81
Ankhon Dekhi,21-03-2014,Hindi,Sanjay Mishra,Seema Pahwa,Sagar Desai,"Bauji resists his daughter's request to let her marry the man she loves as the villagers incessantly shame him. However, his opinion changes after he meets him and he decides to change his viewpoint.",6.9,1.3069
Bewakoofiyaan,13-03-2014,Hindi,Rishi Kapoor,Sonam Kapoor Ahuja,Rochak Kohli,A middle-class corporate couple doesn't worry about money and living expenses until the recession drains their finances.,5.6,1.296
Ek Villain,27-06-2014,Hindi,Ritesh Deshmukh,Shraddha Kapoor,Mithoon Sharma,An ex-gangster re-enters the world of violence after his pregnant wife is murdered and torments the killer by capturing and releasing him again and again.,6.5,1.7218
Bhoothnath Returns,11-04-2014,Hindi,Amitabh Bachchan,Usha Jadhav,Anjjan Bhattacharya,"Boothnath vows to redeem himself when spirits tease him, and searches for a child to terrify. He befriends Akhrot, a slum kid, and helps him take on the country's most powerful politician.",6.3,1.712
Highway,13-02-2014,Hindi,Randeep Hooda,Alia Bhatt,A.R. Rahman,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",7.2,1.6739
