Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Kal Ho Naa Ho,27-11-2003,Hindi,Shah Rukh Khan,Preity Zinta,Loy Mendonsa,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.,7.419,4.9878
Koi... Mil Gaya,08-08-2003,Hindi,Hrithik Roshan,Preity Zinta,Rajesh Roshan,A developmentally disabled boy's life changes after he encounters an extraterrestrial being.,6.8,2.729
Baghban,03-10-2003,Hindi,Amitabh Bachchan,Hema Malini,Aadesh Shrivastava,"After dedicating their whole life in upbringing their children, elderly couple Raj Malhotra and Pooja gets homeless. Instead of caring, their children treat them as a burden.",6.8,2.3406
Chalte Chalte,12-06-2003,Hindi,Shah Rukh Khan,Rani Mukerji,Jatin Pandit,A man pursues a woman who is already engaged and eventually gets married to her. Differences between the two lead to a bitter separation that threatens to destroy their relationship forever.,6.3,1.9463
Jism,17-01-2003,Hindi,John Abraham,Bipasha Basu,M.M. Keeravaani,"Kabir Lal is an alcoholic lawyer whose life is looking as if going down the drain. One morning he sees a stunningly attractive woman on a beach and is instantly enamored by her. By chance he sees her again in a restaurant and offers to buy her a drink. In the process he learns that her name is Sonia and she is married. Unable to resist, he asks her whether she would show him her home. It marks the beginning of a passionate affair, during which Kabir is told that Sonia's husband neglects her. But Sonia cannot leave him because she cannot support herself without her husband's money. Sonia suggests murder and Kabir, blind with lust, agrees. They manage to kill Sonia's husband and make it look like an accident, but then Kabir gets to see Sonia's other side: she no longer is the passionate lover as before, but is a cool-headed mean woman now who won't let go of her wealth at any cost.",4.5,1.8665
Munna Bhai M.B.B.S.,19-12-2003,Hindi,Sanjay Dutt,Gracy Singh,Anu Malik,A gangster sets out to fulfill his father's dream of becoming a doctor.,7.2,1.8709
Wrong Number,12-12-2003,Hindi,Parvin Dabas,Richa Pallod,Daboo Malik,A group of friends love to prank-call random people from the phone book...until a chance connection leads to a serious entanglement.,0,0.8562
Tere Naam,15-08-2003,Hindi,Salman Khan,Bhumika Chawla,Himesh Reshammiya,"A rowdy ex-college boy who, after a hazing session, loses his heart to first year student Nirjara, a traditional Brahmin girl.",6.4,1.4429
Hungama,01-08-2003,Hindi,Akshaye Khanna,Rimi Sen,Shravan Kumar Rathod,"A case of mistaken identities featuring a young woman, an electronics business owner and an aspiring musician which leads to chaotic yet hilarious situations.",6.766,1.3876
Maqbool,30-01-2003,Hindi,Irrfan Khan,Tabu,Vishal Bhardwaj,"The Scottish tragedy 'Macbeth' set in the contemporary underworld of India's commercial capital; two corrupt, fortune telling policemen take the roles of the weird sisters, and ""Duncan"" is Abbaji, the head of a crime family.",6.9,1.3389
