Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Veer-Zaara,12-11-2004,Hindi,Shah Rukh Khan,Preity Zinta,Sanjeev Kohli,"Squadron Leader Veer Pratap Singh, a pilot in the Indian Air Force, rescues the stranded Zaara, a woman from Pakistan, following a bus accident, and their lives are forever bound.",7.4,4.9123
Dhoom,27-08-2004,Hindi,John Abraham,Esha Deol,Pritam Chakraborty,A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai.  ACP Jai Dixit is put in charge of the case and he recruits a bumbling bike mechanic and racer to help Jai nab them.,6.164,3.0388
Black Friday,13-08-2004,Hindi,Kay Kay Menon,Pratima Kazmi,Indian Ocean,"Bombs tear through Bombay in 1993, wreaking havoc and polarising the citizens. With perpetrators at large, the state launches a massive man-hunt to unmask the perpetrators behind these events.",7.4,2.3955
Swades,17-12-2004,Hindi,Shah Rukh Khan,Gayatri Joshi,A.R. Rahman,"A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",7.3,2.2488
Hum Tum,28-05-2004,Hindi,Saif Ali Khan,Rani Mukerji,Salim Merchant,"The encounters of two people who run into each other on several occasions under circumstances ranging from friendly to hostile to loving. Along many years and countless run-ins, the two despise each other, befriend each other, and fall in love with each other—in no particular order.",6.347,1.9952
Main Hoon Na,30-04-2004,Hindi,Shah Rukh Khan,Sushmita Sen,Anu Malik,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",6.645,1.7777
Yuva,22-05-2004,Hindi,Abhishek Bachchan,Rani Mukerji,A.R. Rahman,"An accident on a bridge ties together three young men from different social classes, sparking a course of events that will forever alter their lives.",6.4,1.8175
Khakee,23-01-2004,Hindi,Amitabh Bachchan,Aishwarya Rai Bachchan,Ram Sampath,"DCP Anant and his team get tasked with escorting an alleged terrorist to Mumbai. However, a rogue ex-police officer makes their task difficult as he tries to stop them from reaching their destination.",6.4,1.5898
Taarzan: The Wonder Car,06-08-2004,Hindi,Vatsal Sheth,Ayesha Takia,Surendra Singh Sodhi,"Raj rebuilds his murdered father's car and names it Taarzan, but the car comes to life in a miraculous way and slowly starts killing the killers of Raj's father.",5.5,1.6768
Garv: Pride and Honour,09-07-2004,Hindi,Salman Khan,Shilpa Shetty Kundra,Wajid Khan,"About to retire, police inspector Samar Singh changes his mind when he discovers that a recently elected official has ties with the underworld.",5.6,1.7111
Lakshya,18-06-2004,Hindi,Hrithik Roshan,Preity Zinta,Ehsaan Noorani,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",6.6,1.7246
Mujhse Shaadi Karogi,30-07-2004,Hindi,Salman Khan,Priyanka Chopra Jonas,Sajid Ali Khan,"Sameer, fast at losing his temper is re-located to Goa where he falls in love with Rani. But Sameer's new roommate Sunny, has some plans of his own.",6.5,1.6753
Murder,02-04-2004,Hindi,Emraan Hashmi,Mallika Sherawat,Anu Malik,"To escape a secure but stifling life with her workaholic husband Sudhir, bored housewife Simran begins an affair with Sunny, an ex-boyfriend from her college days. However, when Sudhir grows suspicious and hires a private detective, the infidelity soon comes to light.",5,1.1253
Ek Hasina Thi,16-01-2004,Hindi,Saif Ali Khan,Urmila Matondkar,Amar Mohile,"A woman falls for a charming and mysterious businessman. The whirlwind romance turns sour when she is framed for his underworld crimes. Now, finally out of prison she is ready for sweet revenge.",6.3,1.1124
I Proud to Be an Indian,13-02-2004,Hindi,Sohail Khan,Hina Tasleem,Daboo Malik,"Indian (Sohail Khan), or I, as he goes by, is distraught when he must move to London with his father in order to live with the rest of his family, who have been living in England for a while. Once there, I begins to realize that many of the minority families are being bullied by white skinheads, and he decides he must get involved in order to stop the cycle of hatred.",4.7,1.0124
Aabra Ka Daabra,24-12-2004,Hindi,Satish Kaushik,Hansika Motwani,Himesh Reshammiya,A young wizarding student sets out on a quest for a magic potion that can bring back his missing father. He faces several hardships while trying to find and rescue his father.,4.3,1.0026
Raincoat,24-12-2004,Hindi,Ajay Devgn,Aishwarya Rai Bachchan,Debojyoti Mishra,"Tells the story of two lovers, separated by destiny, who meet again one day. This encounter allows each to realize the truth about the lives they are living.",7.3,1.17
Masti,09-04-2004,Hindi,Vivek Oberoi,Amrita Rao,Anand Raj Anand,"Three henpecked friends try to escape their unhappy marriages by seeking out some extramarital fun, only to end up being blackmailed.",5.7,1.0299
Kismat,20-02-2004,Hindi,Bobby Deol,Priyanka Chopra Jonas,Anand Raj Anand,"Tony works as a hit-man for gangster, Vikas Patil, who owes his allegiance to wealthy Raj Mallya. Raj Mallya is involved in marketing spurious and out-dated drugs, and as a result is the subject of an investigation by the Food & Drugs Administration's inspector Dr. Hargobind Gosai. Raj asks Vikas to take care of Hargobind through Tony, which Tony does, and in this manner, Raj is absolved of all wrong-doing. Then Tony meets with attractive starlet named Sapna, and falls head over heels in love with her. When Sapna tells him that she is engaged to be married to Dr. Ajay Saxena, he is heart-broken. Then a scandal breaks out, and Hargobind is implicated in the deaths of three children that were killed by Raj's spurious drugs. All the evidence points against Hargobind, and not a single lawyer is willing to take his case; his wife kills herself, and the marriage of his daughter has been canceled.",5.5,0.952
Hulchul,26-11-2004,Hindi,Akshaye Khanna,Kareena Kapoor Khan,Vidyasagar,"A man and woman from feuding families each pretend to fall in love, as part of a revenge plot. Chaos ensues when their fake romance becomes a reality.",6.6,0.8755
Aitraaz,12-11-2004,Hindi,Akshay Kumar,Kareena Kapoor Khan,Himesh Reshammiya,"Aitraaz revolves around the character Raj Malhotra (Akshay Kumar) a successful businessman who has everything going for him, including a lovely wife (Kareena Kapoor). Just when he thinks things can't get any better, Sonia (Priyanka Chopra) - his ex-girlfriend, now the boss's wife - walks back into his life - and she wants Raj at any cost.",5.8,0.8198
Aan: Men at Work,04-06-2004,Hindi,Akshay Kumar,Lara Dutta,Anu Malik,"Crime is at its highest peak in Mumbai with it split in three ways. Walia has one-third, Manik Rao has one-third and Roshni has a third of the Mumbai territory. The crime rate rises with more smuggling, trading and illegal activities soaring.",5.2,0.8215
Fida,20-08-2004,Hindi,Shahid Kapoor,Kareena Kapoor Khan,Anu Malik,Fida tells the story of Jai who one day happen to meet a young and beautiful woman called Neha and he falls in love with her at first sight.,5.2,1.0293
Asambhav,22-07-2004,Hindi,Arjun Rampal,Priyanka Chopra Jonas,Viju Shah,"When the President of India is kidnapped by Kashmiri terrorists in Locarno, Switzerland, an Indian secret agent is sent to find him and set him free. With the help of an Indian singer he will make the ""Impossible"" to complete the mission.",4.7,0.9776
