Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Like Stars on Earth,21-12-2007,Hindi,Darsheel Safary,Tisca Chopra,Loy Mendonsa,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",7.985,7.6202
Om Shanti Om,07-11-2007,Hindi,Shah Rukh Khan,Deepika Padukone,Shekhar Ravjiani,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",7.083,3.9666
Bhool Bhulaiyaa,12-10-2007,Hindi,Akshay Kumar,Vidya Balan,Pritam Chakraborty,"NRI Siddharth Chaturvedi and his wife Avni return to Siddharth's family's ancestral Varanasi palace while disregarding warnings of a curse and paranormal phenomena. Soon enough, inexplicable events begin occuring, which forces Siddharth to consult the eccentric psychiatrist Aditya Shrivastav to help solve the mystery.",6.6,3.4799
Jab We Met,26-10-2007,Hindi,Shahid Kapoor,Kareena Kapoor Khan,Pritam Chakraborty,A depressed wealthy businessman and a spunky carefree young woman embark on an unexpected journey that changes their lives.,7.3,3.3285
Chak De! India,09-08-2007,Hindi,Shah Rukh Khan,Vidya Malvade,Salim Merchant,"A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?",7.2,2.5748
Guru,12-01-2007,Hindi,Abhishek Bachchan,Aishwarya Rai Bachchan,A.R. Rahman,"A villager, Gurukant Desai, arrives in Bombay in 1958, and rises from its streets to become the biggest tycoon in India.",6.8,2.5183
Big Brother,13-04-2007,Hindi,Sunny Deol,Priyanka Chopra Jonas,Anand Raj Anand,"Big Brother is a story set in modern India which revolves around a small middle-class family composed of Dev Sharma Sunny Deol, his wife Aarti Priyanka Chopra, his mother Farida Jalal, brother Imran Khan and sister Prachi. Although they lead a simple and peaceful lifestyle, an incident occurs that changes their lives forever. The family is left with no choice but to leave Delhi and move to Mumbai in disguise. They start life afresh and all seems well until the ghosts of the past surface again.  Things reach a point when Dev Sharma is prodded by his mother to take a course of action which not only avenges their plight but also take on the cause of the aggrieved in the country as a whole. The movement so created gets the support of the woman at large and the infirm who proudly proclaim him to be their Big Brother.",4.9,3.5758
Saawariya,09-11-2007,Hindi,Ranbir Kapoor,Sonam Kapoor Ahuja,Monty Sharma,"Two souls arrive in a small town, one on vacation, the other to meet a lover. They spend the most magical dream-like days of their lives in that town... with each other.",5.4,2.1479
No Smoking,26-10-2007,Hindi,John Abraham,Ayesha Takia,Vishal Bhardwaj,A heavily addicted smoker is unprepared for the true price he must pay when he asks a guru's help to kick the habit.,7,1.7144
Awarapan,29-06-2007,Hindi,Emraan Hashmi,Shriya Saran,Pritam Chakraborty,"A loyal henchman is ordered by his boss to keep an eye on his mistress, and trouble begins when he refuses to kill her.",6.9,1.8415
Salaam-e-Ishq,26-01-2007,Hindi,Salman Khan,Priyanka Chopra Jonas,Loy Mendonsa,"Six couples who do not know each other are brought together by destiny, fate and love",4.9,1.4083
Heyy Babyy,24-08-2007,Hindi,Akshay Kumar,Vidya Balan,Shankar Mahadevan,Three womanisers find a baby left at their doorstep. Chaos ensues as they try to contact their former girlfriends to determine who is the father amongst them.,5.9,1.7558
Maamu Tension Nai Leneka,12-10-2007,Hindi,Sumeet Vyas,Sana,Satya Manik Afsar,"""MAAMU TENSION NAI LENEKA"" A HINDI FEATURE FILM STARRING SUMEET VYAS, BHARAT JHA, ALI ASGAR, YUDHVIR",0,1.3651
Shootout at Lokhandwala,25-05-2007,Hindi,Vivek Oberoi,Dia Mirza,Anand Raj Anand,"On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, took strategic positions around their building. A gunfire ensued and the entire nation witnessed the most talked about daylight encounter lasting 6 hours that transformed suburban Mumbai into a war zone.",6.2,1.4137
Honeymoon Travels Pvt. Ltd.,23-02-2007,Hindi,Boman Irani,Shabana Azmi,Shekhar Ravjiani,"Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.",5.2,1.3793
"Gandhi, My Father",03-08-2007,Hindi,Darshan Jariwala,Bhumika Chawla,Piyush Kanojia,"With Gandhi My Father, producer Anil Kapoor and director Feroz Abbas Khan have shed light onto Gandhi the person, rather than Gandhi the icon. Using Gandhi’s political career as a canvas, the film paints a picture of his intricate, complex, and strained relationship with his son Harilal Gandhi.",5.3,1.3428
Life in a Metro,11-05-2007,Hindi,Kay Kay Menon,Shilpa Shetty Kundra,Pritam Chakraborty,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call centre executive.,6.3,1.4507
Shakalaka Boom Boom,06-04-2007,Hindi,Bobby Deol,Celina Jaitly,Himesh Reshammiya,"A tale of two different musicians, dramatically different but united in their passion for music, set against the backdrop of the international music industry.",4.3,1.0059
Dhamaal,07-09-2007,Hindi,Ritesh Deshmukh,Suhasini Mulay,Adnan Sami,"Four friends meet an underworld don who, on his deathbed, clues them in on hidden treasure buried in Goa. The group race towards Goa, not knowing that their plans will soon be foiled, albeit hilariously, by a police officer, who is also after the money.",6.6,1.3865
Aggar,14-09-2007,Hindi,Tusshar Kapoor,Udita Goswami,Mithoon Sharma,"With strong suspicions that her husband is cheating on her, successful businesswoman Janvi begins an affair with her co-worker Aryan. But when Janvi decides that she's done fooling around, she learns her new lover has other ideas. Because Aryan doesn't want the relationship to end, he's willing to completely destroy the lives of Janvi and her husband to have his way.",4.8,0.9691
Chain Kulii Ki Main Kulii,22-06-2007,Hindi,Zain Khan,Meera Vasudevan,Sandeep Shirodkar,"An orphan boy with dreams of finding a family and fame as a cricketer, finds a bat with magical powers and lands a spot in the Indian cricket team.",5.6,1.1237
Laaga Chunari Mein Daag: Journey of a Woman,12-10-2007,Hindi,Abhishek Bachchan,Rani Mukerji,Shantanu Moitra,"Badki and Chutki live a fun-filled life in Banaras, playing pranks, sneaking off to see a forbidden mujra, and soaking up all the excitement that goes on the ghats of the Ganga. Badki is aware that the family is in dire straits, but she and her mother protect Chutki at all costs. When things get worse, Badki decides to go to Mumbai and seek a living for the family.",5.4,1.5955
Partner,20-07-2007,Hindi,Salman Khan,Lara Dutta,Sajid Ali Khan,"Prem, a love guru who shares tips on dating women, helps his client, Bhaskar, woo his boss. Things get complicated when he falls for a single mother and tries to hide his profession.",5.4,1.1222
Aaja Nachle,30-11-2007,Hindi,Kunal Kapoor,Madhuri Dixit,Salim Merchant,"Dia is a divorced mom living in New York and must go back to India after she receives news that her guru is on his death bed. When she arrives she finds he is gone and has left her the responsibility of saving and reviving the Ajanta Theater where she used to dance. The problem is that the political officers want it torn down and turned into a shopping mall. The storyline follows Dia and her challenge to stand up for what she believes in and fight the cause to the end, while trying to win back the love and support of the people of the town whom she walked out on ten years prior.",6.5,1.2953
Fool N Final,01-06-2007,Hindi,Shahid Kapoor,Ayesha Takia,Himesh Reshammiya,A bunch of misfits and gangsters embarks on a journey to find a lost and stolen diamond.,3.6,1.1727
Johnny Gaddaar,28-09-2007,Hindi,Neil Nitin Mukesh,Rimi Sen,Shankar Mahadevan,"Five criminals, who run a gambling club, pool money for a drug deal set up by a corrupt police officer, but when their youngest teammate plans to steal the suitcase containing the money, murder enters the scene.",6.9,0.85
Dhan Dhana Dhan Goal,23-11-2007,Hindi,John Abraham,Bipasha Basu,Pritam Chakraborty,A bankrupt soccer team must win the championship or break apart.,5.1,1.1824
Darling,07-09-2007,Hindi,Fardeen Khan,Esha Deol,Himesh Reshammiya,"A man cheats on his wife with his secretary, but things take a haunting shift after he accidentally kills his mistress.",3.9,0.9039
Dhol,14-09-2007,Hindi,Sharman Joshi,Tanushree Dutta,Gopi Sundar,"Pankaj , Gautam, Sameer and Martand are roommates in Pune who are bound together by their ambition to make it big in life with the least effort possible. Each one tries his hand at finding a shortcut to success but ends up being in even deeper trouble. Things get worse when the four decide to take a loan at high interest which they are unable to pay back. They believe that the only way to get rich without working hard is to marry the wealthy girl in their neighborhood and each of the four friends embark on their individual plans to woo her.",6.226,0.9311
Eklavya: The Royal Guard,16-02-2007,Hindi,Amitabh Bachchan,Vidya Balan,Shantanu Moitra,"As the kingdom of Devigarh comes apart at the seams, an aging bodyguard attempts to protect the Royal Family, as well as keep its darkest secrets from ever coming to light.",6.1,1.0281
Cheeni Kum,25-05-2007,Hindi,Amitabh Bachchan,Tabu,Ilaiyaraaja,"Buddhadev Gupta, a 64-year-old chef, falls in love with a 34-year-old software engineer, Nina. However, their future becomes uncertain when he discovers that her father is six years his junior.",6.2,0.5599
Manorama Six Feet Under,21-09-2007,Hindi,Abhay Deol,Gul Panag,Raiomond Mirza,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.",6.5,0.5391
Nishabd,02-03-2007,Hindi,Amitabh Bachchan,Jiah Khan,Amar Mohile,"Vijay enjoys the good life: happily married, wealthy and a beautiful daughter. However, one summer, when his daughter brings a friend back to stay, their familial bliss is shattered.",4.7,0.5267
Nehlle Pe Dehlla,02-03-2007,Hindi,Sanjay Dutt,Bipasha Basu,Anand Raj Anand,"Nehlle Pe Dehlla is a 2007 Bollywood comedy film directed by Ajay Chandok, and starring Saif Ali Khan, Sanjay Dutt, Bipasha Basu and Kim Sharma. The film was filmed in 2002, even though it premiered on 2 March 2007.",5.8,0.6346
Ram Gopal Varma Ki Aag,31-08-2007,Hindi,Ajay Devgn,Priyanka Kothari,Ganesh Hegde,"A pair of bodyguards for a politician find their positions under threat when their employer is implicated in a scandal. Fleeing to Mumbai they find work with a gangster, but also find that the police are onto them.",1.9,0.5982
Ek Chalis Ki Last Local,18-05-2007,Hindi,Abhay Deol,Neha Dhupia,Ankur Mukherjee,Comic thriller about two people who miss the last local train and how missing the train changes the course of their lives forever.,6.4,0.4981
Return Of Hanuman,28-12-2007,Hindi,Rajendra Gupta,Ayesha Raza Mishra,Tapas Relia,"A young boy, Minku, ridiculed by his friends, begs the gods to send him down to Earth, and his wish is granted.",5.9,0.4994
Red: The Dark Side,09-03-2007,Hindi,Aftab Shivdasani,Celina Jaitly,Himesh Reshammiya,"Neil Oberoi(Aftab Shifdasani), is a billionaire with a serious heart condition and is in need of a new heart. He finds a donor who has left behind the beautiful Anahita.(Celina Jaitley). They fall in love but the death of her husband has left the police baffled. They start to suspect Neil and Anahita's friend. He then falls in love with her and doesnt realise that she is betraying him and that she killed her husband.",3.6,0.4659
Amal,13-09-2007,Hindi,Rupinder Nagra,Seema Biswas,Dr. Shiva,"Autorickshaw driver Amal is content with the small, but vital, role he serves - driving customers around New Delhi as quickly and safely as possible. But his sense of duty is tested by an eccentric, aging billionaire, who, moved by Amal's humility, bequeaths him his entire estate before passing away. With only one month to discover and claim the inheritance, Amal's struggles with duty and wealth are threatened by all those around him - from a young injured beggar girl and a lovely store merchant, to the danger of the old man's upper-caste friends and siblings, all seeking to claim their share of the riches.",7.7,0.549
Anwar,12-01-2007,Hindi,Siddharth Koirala,Nauheed Cyrusi,Rajesh Singh,"Anwar is the story of a young man, an artist, who leaves his home and everything he knows in order to escape a world he no longer recognizes.  All he ever wanted was a love story, Instead, his mentor abandons him and his best friend and his one true love betray him. Devastated, emotionally exhausted, he takes refuge in an old building, only to wake up the next morning to find his world turned upside down. Mistaken for a terrorist, Anwar finds himself in the midst of an unusual set of circumstances that resonate deeply with the modern Indian Condition and indeed with the Human Condition in this present-day global village.",5.5,0.6491
Positive,08-09-2007,Hindi,Boman Irani,Shabana Azmi,Ram Sampath,"Years ago, when Abhijit was a boy, he learned his father was involved in extramarital relationships. He kept it secret for several years, until tension rose too high and he left for Cape Town. Time passes and Abhijit is called by his mother. His father had contracted the AIDS virus. It was up to Abhijit to be the bigger person to comfort his father, even after all he had done, in his last moments of life.",10,0.6904
Ghutan,08-06-2007,Hindi,Aryan Vaid,Hina Tasleem,Kiran Ramsay,"Ravi Kapoor (Aryan Vaid) manages a company owned by his wife Catherine (Hina Rehman), whom he doesn't love and constantly cheats on. And he now has his eyes on his secretary, Priya (Pooja Bharti). When Catherine learns what's going on, she confronts him. In the heated argument that follows, Ravi hits her and believes she's dead. Together with his friend, Jaggi (Tarun Arora), they take her body to the graveyard. Just as they're about ready to put it in the grave they realize Catherine isn't dead so they bury her alive. Catherine's ghost then returns for revenge.",0,0.5243
"Good Boy, Bad Boy",11-05-2007,Hindi,Tusshar Kapoor,Isha Sharvani,Himesh Reshammiya,Two college students exchange their classes after the college management mixed their identical names by mistake.,4.5,0.4926
Nanhe Jaisalmer: A Dream Come True,13-09-2007,Hindi,Bobby Deol,Prateeksha Lonkar,Himesh Reshammiya,A childhood encounter with actor Bobby Deol leaves an indelible mark on the mind of Nanhe who idolizes the actor.,6.8,0.5251
Red Swastik,08-06-2007,Hindi,Harsh Chhaya,Sherlyn Chopra,Shamir Tandon,"The police hunt a femme fatale who, after intercourse, brutally murders her lovers and leaves behind a swastika calling card.",2.6,0.4728
