Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Aśoka,13-09-2001,Hindi,Shah Rukh Khan,Kareena Kapoor Khan,Sandeep Chowta,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",6.5,4.2028
Kabhi Khushi Kabhie Gham,14-12-2001,Hindi,Amitabh Bachchan,Kajol,Babloo Chakravorty,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",7.7,4.2578
Monsoon Wedding,30-08-2001,Hindi,Naseeruddin Shah,Lillete Dubey,Mychael Danna,"As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.",6.8,2.4557
Dil Chahta Hai,24-07-2001,Hindi,Aamir Khan,Preity Zinta,Shankar Mahadevan,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",6.872,2.5946
Chori Chori Chupke Chupke,09-03-2001,Hindi,Salman Khan,Preity Zinta,Anu Malik,"Raj and Priya are newly married. Priya is heavy with children, but due to unexpected circumstances, she loses her child and is unable to conceive again. Enter Madhoo, a prostitute who is willing to become surrogate mother for the couple. Their relationship becomes entangled with love triangle when Madhoo falls in love with Raj.",6.123,1.7803
Nayak: The Real Hero,07-09-2001,Hindi,Anil Kapoor,Rani Mukerji,A.R. Rahman,"Shivajirao, a TV reporter, gets a chance to be the Chief Minister of Maharashtra for a day after being challenged by incumbent Chief Minister Balraj Chauhan. After his one-day stint turns out to be a huge success, his life spirals out of control and he is embroiled in political intrigue.",7,1.5249
Rehnaa Hai Terre Dil Mein,19-10-2001,Hindi,R. Madhavan,Dia Mirza,Harris Jayaraj,"Maddy impersonates Rajeev, the person his love interest, Reena, is about to marry and attempts to woo her. However, he is unprepared for the moment when the truth will be revealed.",6.3,1.4023
Gadar: Ek Prem Katha,15-06-2001,Hindi,Sunny Deol,Ameesha Patel,Gurmeet,"Amongst the communal riots that erupt in the city, Tara shelters a wayward Sakina from a crazed mob and a bond that blossoms into love is created. The two eventually get married and have a son. The happy family, now living in Amritsar, gets the shock of their lives when Sakina learns that her father (Amrish Puri), whom she previously believed died in the riots back in Amritsar, is still alive after seeing his picture in a tattered, old newspaper. Upon contacting him, Sakina's father, now the mayor of Lahore in Pakistan, arranges for his daughter to arrive in Lahore to see him. Sakina leaves for Lahore minus Tara and her son, and upon reaching the city, learns of her father's plans for her - plans that include forcing Sakina to forget about her family and start life anew in Pakistan. Then begins an extraordinary journey which will lead Tara to cross the border into Pakistan to find his love Sakina",6.7,1.487
Lagaan: Once Upon a Time in India,15-06-2001,Hindi,Aamir Khan,Gracy Singh,A.R. Rahman,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",7.249,1.4655
One 2 Ka 4,30-03-2001,Hindi,Shah Rukh Khan,Juhi Chawla Mehta,A.R. Rahman,"When a cop's partner is killed in the line of duty, he assumed guardianship of his orphaned children while investigating the murder.",5.6,1.0942
Yaadein,27-07-2001,Hindi,Hrithik Roshan,Kareena Kapoor Khan,Anu Malik,"When Ronit meets Isha, both are attracted to each other and fall in love. They want to surprise Ronit's parents and Raj, and they accordingly decide to share this news with Raj, only to find out that Raj has been actively involved in trying to get Ronit married to Monishka Rai.",5.4,1.0099
Indian,26-10-2001,Hindi,Sunny Deol,Shilpa Shetty Kundra,Anand Raj Anand,"DCP Raksekhar Azad (Raj) is an invincible cop with a great aim. He arrests a terrorist by the name of Khan. But Khan lands in a prison cell that looks cushier than the Buckingham Palace. However, this gets Raj promoted, and he is congratulated by none other than his father-in-law, who is also a very high ranking policeman. Then all of a sudden, Raj finds out that many policemen would like to see Khan go free. He discusses this issue with his father-in-law, and to his surprise, does not find any support from him. Disagreements and arguments ensue, and as a result, his father-in-law gets killed. The Police suspect Raj of killing him, they begin the process of arresting him, he runs away, while Khan is all set to get freed to do whatever he likes.",5.1,1.0142
Pyaar Tune Kya Kiya,09-05-2001,Hindi,Fardeen Khan,Urmila Matondkar,Sandeep Chowta,"Ria Jaiswal lives a very wealthy lifestyle along with her mom and dad. As she is the only child in this family, her parents dot on her and give in to her every wish.",6,0.782
Love Ke Liye Kuch Bhi Karega,21-06-2001,Hindi,Saif Ali Khan,Sonali Bendre,Vishal Bhardwaj,"Desperate for money, three men plot to kidnap a woman and hold her for ransom.",5.7,0.8768
Ajnabee,21-09-2001,Hindi,Akshay Kumar,Kareena Kapoor Khan,Anu Malik,"Raj and Priya befriend their new neighbors Vicky and Sonia. One day, Raj wakes up in Vicky's house and finds out that Sonia has been murdered and he's being framed for it. On the run, he must try and prove his innocence with the support of his loving wife.",5.5,1.2267
Farz,12-01-2001,Hindi,Sunny Deol,Preity Zinta,Uttam Singh,"A veteran police officer becomes increasingly agitated when his partner is killed in the line of duty. To add to his woes, his daughter falls in love with his new daredevil partner.",3.9,0.7392
Chandni Bar,28-09-2001,Hindi,Atul Kulkarni,Tabu,Raju Singh,"The gritty life of the Mumbai underworld, including prostitution, dance bars and gun crime.",6.6,0.7603
Tum Bin,25-06-2001,Hindi,Priyanshu Chatterjee,Navneet Nishan,Babloo Chakravorty,"Shekhar, a businessman, accidentally kills his associate Amar, and ridden with guilt, decides to watch over Amar's company and take care of his family and friends. However, he falls in love with Amar's fiancé Piya - who is to marry tycoon Abhi Gyan to save the company",7.2,0.7345
Kasoor,02-02-2001,Hindi,Aftab Shivdasani,Lisa Ray,Nadeem Akhtar Saifi,"The film starts with the murder of Priti (Divya Dutta), wife of Shekhar (Aftab Shivdasani), a well-known journalist. Inspector Lokhande (Ashutosh Rana) investigates the case and accuses Shekhar of the murder, saying he has enough evidences to arrest him. Upon getting bail from the court, Shekhar's lawyer tells him that he will not be able to fight his case because he is a corporate lawyer. He asks him to contact Simran Bhargav (Lisa Ray), who is a criminal lawyer to fight his case.",5.4,0.6358
Jodi No. 1,13-04-2001,Hindi,Govinda,Twinkle Khanna,Anand Raj Anand,"Rai Bahadur lives a wealthy lifestyle in Panjim, Goa, along with three brothers, Raman, Kamal, and Ashok along with their respective wives and children. He also has a sister, Shanno, and a daughter, Rinki, who is of marriageable age. Since his business is not doing too well, he asks his US-based friend, Ranjit, for assistance. In response, Ranjit sends his son, Vikramjit, to assist Rai. Vikramjit arrives at the Rai household along with his Secretary and close friend, Veeru, and soon both get involved in assisting the Rai business get back on it's feet. What Rai does not know is that Vikramjit & Veeru are not who they claim to be, but are actually Jai and Veeru, wanted by the Bombay Police and are on India's Most Wanted Criminals. Watch what happens when their photos are telecast on National TV, and the impact this has on the entire Rai clan.",5.185,0.4825
Bhairav,26-01-2001,Hindi,Mithun Chakraborty,Indrani Haldar,Surendra Singh Sodhi,"Rakesh Pandey belongs to a middle-class family, and is employed. One day when he is returning home from work, he is arrested by the police on the charge of killing a woman in cold-blood. He refutes and denies this charge, but to no avail, as the prosecution produces witness after witness that have actually seen him commit this heinous crime. Ultimately, Rakesh vows to avenge this outrage, and assumes the name of Bhairav, not realizing that he has an uphill task, and that all the odds are stacked against him, including the fact that the witness who testified against him is Mrs. Jindal.",0,0.5558
Dil Ne Phir Yaad Kiya,07-09-2001,Hindi,Govinda,Tabu,Aadesh Shrivastava,"Rahul Khanna (Vinay Anand) and Sonia Chopra (Pooja Batra) are in love, they seek the blessings of their elders, Mahendra Pratap Khanna (Kiran Kumar), Mr. Chopra (Sadashiv Amrapurkar) and Mrs. Chopra (Kunika), and get married. During their honeymoon, Sonia, who is very ambitious, tells Rahul that he should start his own business, away from his father, and stand on his own feet. Rahul does so, and starts a modelling agency. His immediate rival is Sanjeev Verma (Faraaz Khan), who is very successful.",6.5,0.4857
Zahreela,05-03-2001,Hindi,Mithun Chakraborty,Kashmera Shah,Anand Chitragupth,"Arun Dev is a famous criminal lawyer who always tries to plead against criminals. He lives happily with his wife Nisha, sister Pooja and his friend Kartar Singh. Before few years he fight in court against an hardcore criminal Dusyanti Kumar in a rape trial and sent him into the prison. After releasing from jail Dushyanti started to take revenge to Arun's family. Dushyanti befriended with his sister Pooja and threat Arun but Arun make her aware about Dushyanti. Dushyanti continuously disturbing Arun's family life without leaving any evidence. He also killed Kartar Singh while Kartar tried to protest him. Helpless Arun goes to police but all in vein.",5,0.2639
Kuch Khatti Kuch Meethi,19-01-2001,Hindi,Rishi Kapoor,Kajol,Anu Malik,"This story revolves around the lives of two look-alike sisters, who are brought up separately by their estranged parents, who had separated due to a misunderstandings when the girls were little. The twins meet, find out about their backgrounds, and decide to switch places",6,0.5762
Hum Ho Gaye Aap Ke,03-08-2001,Hindi,Fardeen Khan,Reema Sen,Shravan Kumar Rathod,"Rishi Oberoi is the only son in the Oberoi family, who are wealthy and own a palatial home. Rishi is a womanizer, and often drinks. One day he comes across an attractive young lady, who he later comes to know as Chandni Gupta. Chandni is not impressed with Rishi's advances, and ignores him. Chandni is employed with an organization, and is in love with her co-worker, Mohan Sachdev. When Mohan and Chandni plan to marry, they are met with opposition from Mohan's parents, and as a result Mohan marries someone else. Rishi comes to know about this and offers to console Chandni as a friend. It is now up to Chandni to decide if she would prefer a womanizer and a former admirer as a friend.",9,0.5042
Aks,13-07-2001,Hindi,Amitabh Bachchan,Raveena Tandon,Anu Malik,"On the trail of an underworld contract killer, a dedicated police officer is thrust into a battle between good vs evil.",5.2,0.592
Pyaar Ishq Aur Mohabbat,03-08-2001,Hindi,Arjun Rampal,Isha Koppikar,Viju Shah,"Three eligible bachelors, Yash Sabharwal, Taj Bhardwaj, and Gaurav Saxena, all of them attracted to the one lady, Isha Nair. While Yash is rich, wealthy and influential; Taj's dad is Lord Bhardwaj in Britain; and Gaurav is a student, working part-time. Isha gets to meet, and gets friendly with them all, not knowing that each of them have a motive and agenda of their own.",4.9,0.4866
Yeh Teraa Ghar Yeh Meraa Ghar,12-10-2001,Hindi,Suniel Shetty,Mahima Chaudhry,Anand Chitragupth,"After the death of his dad, Dayashankar Pandey arranges the marriage of his two sisters. In debt, he goes to the city to ask the tenants to leave his house, as he intends to sell it and repay his debts. A woman, her two daughters, Jyoti, Saraswati, and one son, Chotu are living there. When Dayashankar asks them to vacate, they refuse. What results is Dayashankar's hilarious attempts to force them to vacate - from seeking legal advice; filing police reports; asking goons to remove them - moving in himself. Will Dayashankar succeed in his attempts to evict his tenants?",5,0.4781
Ehsaas: The Feeling,11-01-2001,Hindi,Suniel Shetty,Neha,Anand Raj Anand,,4,0.4656
Pyaar Zindagi Hai,07-09-2001,Hindi,Mohnish Behl,Ashima Bhalla,Jaideep Choudhury,"This Bollywood tragedy tells the story of Pratap Singh, an army major who falls madly in love with his wife's younger sister, Priya, to the point where he is prepared to give up everything to win her attentions. Pratap sets his plan in motion by killing his wife and then telling his father-in-law and Priya that she died of a heart attack, subsequently manipulating them into living with him under the pretext of needing help with his infant son.",0,0.3305
